"PRECINCT.x","OBJECTID.x","LEGISDIST","CONGDIST","SENDIST","SCHOOLDIST","COUNDIST","FORMERPREC","precinct","tvotes16","tvotes20","vote_change","longitude_prec_cent","latitude_prec_cent","distance2020","OBJECTID_1","OBJECTID","PRECINCT","VOTE_LOC","VOTE_ADD","GlobalID","longitude2016poll","latitude2016poll","new_poll_long","new_poll_lat","distance2020miles","distance2016miles","poll_dist_change_miles"
"L157",310,41,3,33,"1",1,"M132p","L157",267,302,35,-85.8185413424277,38.2411972381863,117695.689384079,315,315,"N137","Foster Traditional Academy/Gym","1401 S 41st St","{77B7E391-5057-4A58-B4DA-FBF47B64D96D}",-85.819888334,38.2368351960001,-85.741452,38.199089,5.10198226958593,0.309656787920111,4.79232548166582
"G164",311,34,3,36,"2",26,"E143p","G164 - STM",307,408,101,-85.6397791703533,38.2441285902443,102486.536287474,343,343,"E143","Waggener High School Gym","330 S Hubbards Ln","{B3A5E549-A809-48B4-8FF7-C8677968993A}",-85.637324402,38.2449485380001,-85.741452,38.199089,6.34473698552645,0.145009465481617,6.19972752004483
"E168",312,32,3,36,"3",18,NA,"E168 - HUB",94,107,13,-85.589060731217,38.2421588449831,98122.3971436978,340,340,"E161","Lowe Elementary School Gym","210 Oxfordshire Ln","{B7C285D6-6F63-4357-9920-2CA98517EE52}",-85.5921397339999,38.245169414,-85.741452,38.199089,8.8080703116242,0.266773931068693,8.5412963805555
"G159",313,34,3,26,"2",9,NA,"G159",0,0,0,-85.6646666282347,38.2306552009312,104273.66348724,273,273,"D129","Jewish Community Center","3600 Dutchmans Ln","{143DD156-5272-41D5-A50B-58189AB15237}",-85.6499045209999,38.225651074,-85.741452,38.199089,4.71162602267403,0.874183563244636,3.8374424594294
"G165",314,34,3,26,"2",9,NA,"G165 - STM",122,177,55,-85.6526121801758,38.2452695208076,103608.482308203,356,356,"L146","St Matthews Baptist Church Lobby","3515 Grandview Ave","{CD6C6036-12FA-4218-9F2C-8EAC63D9EBCD}",-85.6560362769999,38.247119728,-85.741452,38.199089,5.78896183404536,0.225774265269619,5.56318756877574
"G156",315,34,3,19,"2",9,"G162p","G156",186,322,136,-85.6784636194504,38.2447998999442,105798.977000913,386,386,"L136","Field Elementary School","120 Sacred Heart Ln","{DBE6759F-0AA8-429F-9A7E-12B1CDD104A2}",-85.678287613,38.252221966,-85.741452,38.199089,4.6568810620112,0.512011052266659,4.14487000974454
"G142",316,34,3,19,"2",8,"G150","G142",66,92,26,-85.6950879366047,38.2398369466617,107094.858801876,300,300,"G142","Presbyterian Seminary Winn Center","1044 Alta Vista Rd","{38DF9179-97B8-4DC1-A826-B8C464A72B67}",-85.6855137269999,38.237057592,-85.741452,38.199089,3.77670930376843,0.554989729618272,3.22171957415016
"G158",317,34,3,26,"2",26,NA,"G158",245,345,100,-85.6484978907964,38.2427628851455,103193.645324678,310,310,"D101","St John Lutheran Church","901 Breckenridge Ln","{F5FD1C1A-1718-4F0B-8283-8FC620B86B7E}",-85.64282973,38.238532912,-85.741452,38.199089,5.88692353755046,0.42448839874552,5.46243513880494
"E162",318,32,3,36,"3",18,NA,"E162",41,95,54,-85.6104613708866,38.2403655449539,99893.7142053269,340,340,"E161","Lowe Elementary School Gym","210 Oxfordshire Ln","{B7C285D6-6F63-4357-9920-2CA98517EE52}",-85.5921397339999,38.245169414,-85.741452,38.199089,7.67517121941368,1.05026083272411,6.62491038668957
"L148",319,41,3,35,"1",6,"M129p","L148",114,125,11,-85.7694000585906,38.2407891979362,113474.024982371,327,327,"L142","Chapel House","945 S 5th St","{CD0BD096-AFBE-45E9-9F42-F0C7AD8A53DA}",-85.760433674,38.2404835500001,-85.741452,38.199089,3.25346129080742,0.488206296350069,2.76525499445735
"L115",320,41,3,35,"1",4,NA,"L115",52,63,11,-85.732304499707,38.2460301827979,110424.351947376,347,347,"L115","Concordia Lutheran Church","1127 E Broadway","{18D21E5F-5212-4712-8482-869242FBAF45}",-85.732595528,38.244551991,-85.741452,38.199089,3.27569039721307,0.103176784102026,3.17251361311105
"L147",321,41,3,33,"1",6,NA,"L147",225,265,40,-85.7803774788379,38.2411047874961,114421.634970051,331,331,"M130","St Stephen Bapt Church Multi Rm","1508 W Kentucky St","{9E818C3E-6D30-4ECB-BDF4-A73112AD99F2}",-85.778474076,38.2410964860001,-85.741452,38.199089,3.58945526872023,0.103541708738838,3.48591355998139
"F169",322,33,3,36,"3",18,NA,"F169",95,154,59,-85.5611374011165,38.2482216474056,95922.7653367084,346,346,"F169","Anchorage Middletown Fire & EMS #2","10217 Shelbyville Rd","{046A31AA-8C21-4B0F-BC3C-4E773F6BABF8}",-85.566418775,38.246336119,-85.741452,38.199089,10.3797589813594,0.315335275766043,10.0644237055934
"M150",323,42,3,19,"2",9,"G140p","M150",136,166,30,-85.7053967294981,38.2490448836651,108202.077554705,366,366,"G140","Barret Trad Middle School Gym","2561 Grinstead Dr","{6167E339-D07A-4D0E-985D-B6B7D9510F09}",-85.695788855,38.249471316,-85.741452,38.199089,3.96492380690971,0.523411826925188,3.44151197998452
"F170",324,33,3,36,"3",19,NA,"F170 - DOH",114,150,36,-85.5579455721058,38.2482685578992,95654.0118736967,360,360,"F170","The Forum at Brookside","200 Brookside Dr","{079860CD-363D-4884-97BA-2E4B7C37D00C}",-85.552363486,38.2485780310001,-85.741452,38.199089,10.5451007856709,0.3043697811417,10.2407310045292
"L150",325,41,3,33,"1",4,"L140p","L150",33,26,-7,-85.7850218311445,38.2463327523475,114939.67833273,345,345,"L140","Midwest Church of Christ","2115 Garland Ave","{44E0BB23-6EBF-49AF-A7F5-B35C2C774673}",-85.7882171479999,38.2444445790001,-85.741452,38.199089,4.02965449050758,0.217184996188885,3.8124694943187
"M163",326,42,3,35,"2",8,"G104p","M163",106,137,31,-85.716986996856,38.2451178488914,109093.871303674,322,322,"G104","Highland Baptist Church","1101 Cherokee Rd","{313DFC66-698F-437A-BC7A-A85EE2A42624}",-85.718411128,38.2392130900001,-85.741452,38.199089,3.44251996356751,0.414570256616479,3.02794970695103
"D101",327,31,3,19,"2",26,NA,"D101",130,161,31,-85.6420929218761,38.2335083612752,102414.569876523,310,310,"D101","St John Lutheran Church","901 Breckenridge Ln","{F5FD1C1A-1718-4F0B-8283-8FC620B86B7E}",-85.64282973,38.238532912,-85.741452,38.199089,5.90494114907018,0.348867516232609,5.55607363283757
"L159",328,41,3,33,"1",6,"M155","L159",79,72,-7,-85.7987542011094,38.2460721633489,116109.448445797,349,349,"M110","Brandeis Elementary School Gym","2817 W Kentucky St","{C65852FD-2753-4579-B4F3-B5297FF3AD3E}",-85.800890446,38.244220173,-85.741452,38.199089,4.49692656498103,0.172682175940862,4.32424438904017
"L111",329,41,3,35,"1",4,NA,"L111",123,195,72,-85.7480677546189,38.2447763190188,111741.536430775,296,296,"H102","Meyzeek Middle School","828 S Jackson St","{88759253-EEA2-4A34-B6B1-025FDE73609C}",-85.7469809419999,38.241555955,-85.741452,38.199089,3.17166752725114,0.229850428460693,2.94181709879044
"M140",330,42,3,35,"1",4,NA,"M140",102,158,56,-85.7262820102191,38.2489948811373,109982.539322877,347,347,"L115","Concordia Lutheran Church","1127 E Broadway","{18D21E5F-5212-4712-8482-869242FBAF45}",-85.732595528,38.244551991,-85.741452,38.199089,3.53971923660578,0.460257268665993,3.07946196793979
"F153",331,33,3,36,"3",19,NA,"F153",230,285,55,-85.5431240805986,38.2505412632266,94466.4981281038,359,359,"F153","Middletown Elem Sch Main Hallway","218 N Madison Ave","{8205CD63-D448-46BC-979B-0E861F1259BD}",-85.541831105,38.2485610580001,-85.741452,38.199089,11.3594880735615,0.153623052657634,11.2058650209039
"L141",332,41,3,33,"1",4,NA,"L141",152,201,49,-85.7564134926753,38.2474210409777,112518.099960827,327,327,"L142","Chapel House","945 S 5th St","{CD0BD096-AFBE-45E9-9F42-F0C7AD8A53DA}",-85.760433674,38.2404835500001,-85.741452,38.199089,3.43154585304702,0.526100120555047,2.90544573249197
"N109",333,43,3,33,"1",5,NA,"N109",283,332,49,-85.8121554760698,38.2524710408168,117404.907351081,391,391,"N108","Shawnee Arts & Cultural Center","607 S. 37th St","{9054EE69-BB33-47E4-815D-647542B0E6BD}",-85.813095072,38.2540556210001,-85.741452,38.199089,5.3249373857566,0.120650427128804,5.2042869586278
"M143",334,42,3,33,"1",9,NA,"M143",236,374,138,-85.7167001985681,38.2521700805203,109244.357621084,392,392,"M141","United Crescent Hill Ministries","150 State St","{56F8A52B-8200-429E-9915-597F5CC8D9AE}",-85.716203304,38.255740615,-85.741452,38.199089,3.90097623590129,0.247748792694348,3.65322744320694
"L152",335,41,3,36,"2",7,"E141p","L152",88,125,37,-85.6364188511182,38.2547737238496,102484.33672941,363,363,"G157","Harvey Browne Presbyterian Church","311 Browns Ln","{641176FA-C2A0-4B03-B8F4-4771F6DCD4B9}",-85.643977618,38.2504317040001,-85.741452,38.199089,6.88536278751838,0.508628346968075,6.3767344405503
"N148",336,43,3,33,"1",4,"L107","N148",142,159,17,-85.7728714732891,38.2505855950009,114000.585192571,369,369,"N145","Central High School-Lobby","1130 W Chestnut St","{1DDBDD62-0423-4BAA-9E62-4064DA9A7E04}",-85.77040572,38.2497533280001,-85.741452,38.199089,3.94184362781973,0.145882600258175,3.79596102756155
"N108",337,43,3,33,"1",5,NA,"N108",407,470,63,-85.8215734602275,38.2531798613775,118227.402862466,391,391,"N108","Shawnee Arts & Cultural Center","607 S. 37th St","{9054EE69-BB33-47E4-815D-647542B0E6BD}",-85.813095072,38.2540556210001,-85.741452,38.199089,5.73778760185268,0.465062408564163,5.27272519328852
"V124",338,36,3,36,"7",19,"S147","V124 - MID",132,243,111,-85.5115367486292,38.2507496972007,91807.7653611374,354,354,"F167","East End Government Center","200 Juneau Dr","{2E6CB98D-B4E2-424C-B71E-2905BEC16B16}",-85.52632116,38.2478764530001,-85.741452,38.199089,13.0071196037476,0.828202458960484,12.1789171447871
"L113",339,41,3,35,"1",4,NA,"L113",331,428,97,-85.7333408763342,38.2515623373283,110648.372120573,376,376,"N134","Potters House","314 S Wenzel St Rear","{F7E0EBA3-EF92-4250-8020-F6BCA0FEF5AF}",-85.734637311,38.250783288,-85.741452,38.199089,3.64603219677519,0.0886529307257408,3.55737926604945
"L158",340,41,3,33,"1",5,"M153","L158",143,191,48,-85.8061527568215,38.2517658416391,116874.784098105,388,388,"N109","Engine Company #22","3228 River Park Dr","{80768535-E8CE-4FB9-960F-91C0A13E3236}",-85.807038386,38.2540550470001,-85.741452,38.199089,5.05896679327491,0.165077127498696,4.89388966577621
"L151",341,41,3,36,"2",9,"E107","L151",155,226,71,-85.6449580716113,38.2550648686008,103216.919869327,373,373,"L151","Beargrass Christian Church/Lobby","4100 Shelbyville Rd","{0C6BAE8A-0A42-4CC9-9D12-E933E2B9526A}",-85.645912613,38.25169176,-85.741452,38.199089,6.5167911397563,0.238375387380453,6.27841575237585
"M142",342,42,3,33,"1",9,NA,"M142",521,667,146,-85.7097697145452,38.2557473648564,108744.960583935,392,392,"M141","United Crescent Hill Ministries","150 State St","{56F8A52B-8200-429E-9915-597F5CC8D9AE}",-85.716203304,38.255740615,-85.741452,38.199089,4.27116496227898,0.349900504825918,3.92126445745306
"F152",343,33,3,36,"3",18,NA,"F152",228,332,104,-85.5654128153394,38.2543797832366,96460.9401955637,399,399,"F164","Owl Creek Sports Center","10607 Hobbs Station Rd","{D17B1A97-10AD-4F41-A6FC-686192A1279A}",-85.5564376849999,38.258280423,-85.741452,38.199089,10.3092358560245,0.557355097165968,9.75188075885851
"E142",344,32,3,36,"3",7,NA,"E142",187,273,86,-85.624628923503,38.2549553966183,101489.333172871,378,378,"E142","St Matthews Community Center","310 Ten Pin Ln","{C4C4CAC3-740F-4362-A371-53D3FAC7C9EF}",-85.623839341,38.2526471300001,-85.741452,38.199089,7.43286554357022,0.164898031322454,7.26796751224776
"M138",345,42,3,26,"2",9,NA,"M138",431,574,143,-85.6939728168017,38.2568628942275,107429.578758567,384,384,"G141","Crescent Hill Baptist Church","2800 Frankfort Ave","{07EC5A0B-5584-4D36-B83A-E910CB563589}",-85.6900848929999,38.2544435560001,-85.741452,38.199089,4.74886820981488,0.269363448714466,4.47950476110041
"E144",346,32,3,36,"3",7,"E157p","E144",225,309,84,-85.6138988373797,38.2569396781888,100635.294441797,398,398,"E157","Phoenix Sch of Discovery @ Jaeger","502 Wood Rd","{6817C6CC-CAF2-4436-B394-19DD2917A7F0}",-85.6052462819999,38.256003563,-85.741452,38.199089,8.00511392164146,0.474986077818553,7.53012784382291
"M137",347,42,3,26,"2",9,NA,"M137",205,280,75,-85.6842332338744,38.2574676119076,106617.349596047,394,394,"M137","St Marks Episcopal Church","2822 Frankfort Ave","{F4D1693D-FF9E-4C5B-8DA7-292EE7B64468}",-85.689443221,38.254311989,-85.741452,38.199089,5.08962779282414,0.357297102327232,4.73233069049691
"N107",348,43,3,33,"1",5,NA,"N107",368,462,94,-85.8160917614253,38.2570509019666,117849.476096237,391,391,"N108","Shawnee Arts & Cultural Center","607 S. 37th St","{9054EE69-BB33-47E4-815D-647542B0E6BD}",-85.813095072,38.2540556210001,-85.741452,38.199089,5.6985496914982,0.263141191709691,5.43540849978851
"F164",349,33,3,36,"3",18,NA,"F164",160,211,51,-85.5567291582588,38.2590029861766,95863.8949521874,399,399,"F164","Owl Creek Sports Center","10607 Hobbs Station Rd","{D17B1A97-10AD-4F41-A6FC-686192A1279A}",-85.5564376849999,38.258280423,-85.741452,38.199089,10.8665249667975,0.0522975752314966,10.814227391566
"L104",350,41,3,33,"1",4,NA,"L104",319,346,27,-85.7828115509092,38.2527459345209,114901.887671348,368,368,"L104","Roosevelt-Perry Elem Sch Gym","1615 W Broadway","{C89AF7C5-FE3D-4642-A5BC-98716966DFAC}",-85.778758535,38.249468763,-85.741452,38.199089,4.33131696450206,0.315733379981704,4.01558358452035
"V108",351,36,4,20,"7",19,"B176","V108",145,356,211,-85.4231750155487,38.2284121614234,83690.0527127007,284,284,"V111","Eastwood Recreation Center","16300 Eastwood Cutoff Rd","{0B02A7A8-B381-49F7-9F59-688100D3D12C}",-85.449684291,38.2324593320001,-85.741452,38.199089,17.4375949637069,1.4690113312957,15.9685836324112
"E145",352,32,3,36,"3",18,NA,"E145 - LYN",187,289,102,-85.5983663041602,38.2576472980615,99340.7177071275,396,396,"E144","Lyndon City Hall","515 Wood Rd","{57F87458-C1B7-4E02-AF37-F362C910F9BD}",-85.6040673859999,38.25755238,-85.741452,38.199089,8.77021480161782,0.310122918123364,8.46009188349445
"N144",353,43,3,36,"3",7,"E151p","N144",162,201,39,-85.6297789394981,38.2615097682854,102108.328772109,378,378,"E142","St Matthews Community Center","310 Ten Pin Ln","{C4C4CAC3-740F-4362-A371-53D3FAC7C9EF}",-85.623839341,38.2526471300001,-85.741452,38.199089,7.44640903218394,0.69138541809847,6.75502361408547
"L144",354,41,3,33,"1",4,NA,"L144",124,107,-17,-85.7894592500531,38.2542817191675,115506.83258434,402,402,"L144","Byck Elementary School Gym","2328 Cedar St","{500E0F76-7BB5-4DD7-BD63-22BBA058B7AC}",-85.7902702489999,38.255690476,-85.741452,38.199089,4.61671953770742,0.10670879013994,4.51001074756748
"L139",355,41,3,26,"2",9,NA,"L139",295,476,181,-85.6722283454736,38.2584792931803,105624.330039638,407,407,"N131","Chenoweth Elem School Library","3622 Brownsboro Rd","{17EC3D4D-37D6-4138-85B1-269E00182A46}",-85.669322004,38.262834539,-85.741452,38.199089,5.56454418168852,0.339438238036489,5.22510594365203
"L134",356,41,3,26,"2",9,NA,"L134",175,256,81,-85.6628466692047,38.2595310977194,104856.299851934,407,407,"N131","Chenoweth Elem School Library","3622 Brownsboro Rd","{17EC3D4D-37D6-4138-85B1-269E00182A46}",-85.669322004,38.262834539,-85.741452,38.199089,5.972333707267,0.419428840986719,5.55290486628029
"N106",357,43,3,33,"1",5,NA,"N106",394,435,41,-85.8150451013073,38.2604740554342,117841.935278514,413,413,"N104","The Academy Shawnee Auditorium","4001 Herman St","{A3CAB4CB-5570-4339-A76C-4304B708AA91}",-85.8156921309999,38.2614368110001,-85.741452,38.199089,5.82726329744838,0.0751508687491745,5.7521124286992
"V111",358,36,4,36,"7",19,"F110","V111",158,281,123,-85.4580526824828,38.2280651985191,86626.056680936,288,288,"V104","Eastwood Fire Station","16010 Shelbyville Rd","{E2076D95-25F2-460E-B702-377B6368CFA1}",-85.45714473,38.233485138,-85.741452,38.199089,15.5509431355323,0.377077427825872,15.1738657077064
"V125",359,36,4,36,"7",19,"S149","V125",123,197,74,-85.4363190769105,38.2614320203364,85841.9750054369,284,284,"V111","Eastwood Recreation Center","16300 Eastwood Cutoff Rd","{0B02A7A8-B381-49F7-9F59-688100D3D12C}",-85.449684291,38.2324593320001,-85.741452,38.199089,17.1487352098659,2.12645613909312,15.0222790707728
"N128",360,43,3,33,"1",5,NA,"N128",78,116,38,-85.7746003493095,38.2650600250219,114504.628217428,389,389,"N136","St Peter's United Church of Christ","1407 W Jefferson St","{0167D61C-2A94-463E-B22D-5424525686AD}",-85.773846627,38.2559945680001,-85.741452,38.199089,4.89454844467251,0.626614390933719,4.26793405373879
"F154",361,33,3,36,"3A",17,NA,"F154",169,220,51,-85.5407749907269,38.2602711334113,94557.9425656486,408,408,"F155","Anchorage Presbyterian Church","11403 Park Rd","{259A184B-6243-4418-83FC-FB993659EF27}",-85.542502336,38.267177544,-85.741452,38.199089,11.7051445364788,0.48552973094296,11.2196148055359
"V114",362,36,3,36,"7",19,"F138","V114",104,176,72,-85.4836486025031,38.2606112736789,89770.8294414757,451,451,"V128","Stopher Elementary School","14417 Aiken Rd","{F901AC12-171A-434E-B0B4-384EB5548554}",-85.488826891,38.2684233780001,-85.741452,38.199089,14.6538150118567,0.607970556872331,14.0458444549844
"V104",363,36,4,36,"7",19,"B164","V104",222,508,286,-85.4356522957813,38.2498504864225,85403.9798503873,284,284,"V111","Eastwood Recreation Center","16300 Eastwood Cutoff Rd","{0B02A7A8-B381-49F7-9F59-688100D3D12C}",-85.449684291,38.2324593320001,-85.741452,38.199089,17.0028574222445,1.42178519090912,15.5810722313354
"N117",364,43,3,33,"1",5,NA,"N117",198,240,42,-85.7971496735643,38.2603035984186,116309.46570304,420,420,"N115","Atkinson Elem School Cafeteria","2811 Duncan St","{80738900-3755-41A4-99DD-94512951A499}",-85.797839988,38.2650007490001,-85.741452,38.199089,5.19702120515247,0.326144657763021,4.87087654738944
"F180",365,33,3,36,"3",18,"E174","F180 - LYN",254,413,159,-85.589033823312,38.2632993222547,98715.9946927104,380,380,"F151","Bowen Elementary School Gym","1601 Roosevelt Ave","{3094CD8A-6C4F-4EDF-ADFB-C0410AAFCB66}",-85.581608091,38.26990405,-85.741452,38.199089,9.40083468578995,0.608751577314473,8.79208310847548
"E173",366,32,3,36,"3",7,NA,"E173",140,193,53,-85.6051056304025,38.2654488777919,100135.588562058,421,421,"E155","Episcopal Church Home","7504 Westport Rd","{792DD6F8-61A8-45ED-9557-D69D5FA119BD}",-85.612166728,38.27021875,-85.741452,38.199089,8.7162258971345,0.505633457303336,8.21059243983116
"F151",367,33,3,36,"3",18,NA,"F151",270,383,113,-85.5760761951233,38.2584843048246,97481.0569108446,380,380,"F151","Bowen Elementary School Gym","1601 Roosevelt Ave","{3094CD8A-6C4F-4EDF-ADFB-C0410AAFCB66}",-85.581608091,38.26990405,-85.741452,38.199089,9.88625460154828,0.843146915694498,9.04310768585379
"F171",368,33,3,36,"3",18,NA,"F171",139,197,58,-85.5592571681758,38.2672342431258,96325.6578832068,399,399,"F164","Owl Creek Sports Center","10607 Hobbs Station Rd","{D17B1A97-10AD-4F41-A6FC-686192A1279A}",-85.5564376849999,38.258280423,-85.741452,38.199089,10.9699225038256,0.636321518895989,10.3336009849296
"N125",369,43,3,26,"2",7,NA,"N125",193,298,105,-85.6539967476817,38.2654642145136,104269.878665946,417,417,"L134","Broadway Baptist Church","4000 Brownsboro Rd","{156A0162-1B34-4FF3-83CC-BD06436E1471}",-85.661995377,38.2659798930001,-85.741452,38.199089,6.60276640165071,0.436409520524787,6.16635688112592
"E155",370,32,3,36,"3",7,NA,"E155",213,320,107,-85.6148057333906,38.2651196450588,100945.20659783,421,421,"E155","Episcopal Church Home","7504 Westport Rd","{792DD6F8-61A8-45ED-9557-D69D5FA119BD}",-85.612166728,38.27021875,-85.741452,38.199089,8.25922912989264,0.379851062105862,7.87937806778678
"N134",371,43,3,33,"1",4,NA,"N134",322,430,108,-85.7417850313621,38.259611410604,111570.484537066,560,561,"L155","Lincoln Elementary School Lobby","930 E Main St","{B9CAB375-2E5D-47DB-AF46-1133949AEEA9}",-85.734904219,38.2538952410001,-85.741452,38.199089,4.17443286167815,0.543581749865733,3.63085111181242
"N105",372,43,3,33,"1",5,NA,"N105",273,345,72,-85.8088808703497,38.2647840564241,117420.713748737,413,413,"N104","The Academy Shawnee Auditorium","4001 Herman St","{A3CAB4CB-5570-4339-A76C-4304B708AA91}",-85.8156921309999,38.2614368110001,-85.741452,38.199089,5.82998549562201,0.436462220025439,5.39352327559657
"N103",373,43,3,33,"1",5,NA,"N103",458,528,70,-85.8238159577396,38.2649942989986,118700.623679577,432,432,"N103","Shawnee Clubhouse Meeting Room","460 Northwestern Pkwy","{08071DC6-59E8-4091-9D15-2F56AE3CDA0F}",-85.820168711,38.271084763,-85.741452,38.199089,6.38293870539704,0.464542452873759,5.91839625252328
"F167",374,33,3,36,"7",19,NA,"F167",169,228,59,-85.5239728657586,38.2591371265358,93109.5312103406,426,426,"V127","Berrytown Recreation Center - Gym","1300 Heafer Rd","{301053DB-16D1-4567-A698-3AA27D7F3B45}",-85.5241814949999,38.2632466330001,-85.741452,38.199089,12.5361579103848,0.283672245784789,12.2524856646
"N136",375,43,3,33,"1",4,"L104p/N134p","N136",119,133,14,-85.764944330541,38.2616065077921,113594.472082687,383,383,"L108","Avenue Plaza - 2nd Floor Comm Rm","400 S 8th St","{737ACD6E-8F9B-4946-9A6D-0BF2EE219201}",-85.7645684089999,38.252822898,-85.741452,38.199089,4.49743483526193,0.606176957885252,3.89125787737668
"V131",376,36,4,36,"7",19,"S163","V131",137,275,138,-85.4447429565403,38.2667120652215,86723.143314145,284,284,"V111","Eastwood Recreation Center","16300 Eastwood Cutoff Rd","{0B02A7A8-B381-49F7-9F59-688100D3D12C}",-85.449684291,38.2324593320001,-85.741452,38.199089,16.8023318186857,2.37774982254101,14.4245819961447
"N104",377,43,3,33,"1",5,NA,"N104",429,504,75,-85.815593054482,38.2670812927616,118050.146221547,432,432,"N103","Shawnee Clubhouse Meeting Room","460 Northwestern Pkwy","{08071DC6-59E8-4091-9D15-2F56AE3CDA0F}",-85.820168711,38.271084763,-85.741452,38.199089,6.18561032782132,0.371691324619496,5.81391900320182
"N115",378,43,3,33,"1",5,NA,"N115",128,119,-9,-85.7973259620927,38.2670298476174,116491.091191915,420,420,"N115","Atkinson Elem School Cafeteria","2811 Duncan St","{80738900-3755-41A4-99DD-94512951A499}",-85.797839988,38.2650007490001,-85.741452,38.199089,5.58562275250665,0.142717337291767,5.44290541521489
"F179",379,33,3,36,"3",7,"E172","F179 - LYN",201,262,61,-85.5929856247458,38.2700741989322,99250.7932407259,405,405,"F179","Westport Middle School/Gym Lobby","8100 Westport Rd","{56001E2B-3972-4D74-B9FA-3AABF1A8B248}",-85.599851528,38.2756457150001,-85.741452,38.199089,9.44497610081496,0.535767172802867,8.9092089280121
"E175",380,32,3,36,"3",7,NA,"E175 - GRD",138,180,42,-85.6091509853963,38.2702593625002,100618.675234867,421,421,"E155","Episcopal Church Home","7504 Westport Rd","{792DD6F8-61A8-45ED-9557-D69D5FA119BD}",-85.612166728,38.27021875,-85.741452,38.199089,8.71205507323955,0.164006918621156,8.54804815461839
"E154",381,32,3,36,"3",7,NA,"E154",215,284,69,-85.6224501557419,38.2713628404622,101773.015406128,424,424,"N143","Sojourn Community Church - East","2501 Rudy Ln","{A1938DD2-C2A3-42FA-95A8-B608A42832D3}",-85.630773948,38.2722267830001,-85.741452,38.199089,8.17073864928961,0.456507880216649,7.71423076907296
"F183",382,33,3,36,"3A",17,"S148","F183",55,99,44,-85.529078796093,38.2794632082617,94185.4350243718,408,408,"F155","Anchorage Presbyterian Church","11403 Park Rd","{259A184B-6243-4418-83FC-FB993659EF27}",-85.542502336,38.267177544,-85.741452,38.199089,12.8140449599802,1.11838496464962,11.6956599953306
"N142",383,43,3,26,"3",7,"E149","N142 - WDH",246,448,202,-85.6406248756456,38.271688195855,103316.699181587,428,428,"N141","Christ Church United Methodist","4614 Brownsboro Rd","{70E460D0-C4B7-4059-A184-2303E87A681C}",-85.6442144219999,38.2740967550001,-85.741452,38.199089,7.4270246595577,0.256304243407042,7.17072041615066
"F182",384,33,3,36,"3",7,"S133","F182",312,415,103,-85.5772530246855,38.2742138420289,98053.7221977616,380,380,"F151","Bowen Elementary School Gym","1601 Roosevelt Ave","{3094CD8A-6C4F-4EDF-ADFB-C0410AAFCB66}",-85.581608091,38.26990405,-85.741452,38.199089,10.3266084749566,0.380052064974473,9.9465564099821
"N143",385,43,3,26,"3",7,"E150","N143",292,403,111,-85.6351100735361,38.2677415954905,102736.681770907,424,424,"N143","Sojourn Community Church - East","2501 Rudy Ln","{A1938DD2-C2A3-42FA-95A8-B608A42832D3}",-85.630773948,38.2722267830001,-85.741452,38.199089,7.47607896262105,0.388966033903798,7.08711292871726
"N126",386,43,3,26,"2",7,NA,"N126 - INH",122,162,40,-85.6626617425344,38.2740816553498,105247.693231805,417,417,"L134","Broadway Baptist Church","4000 Brownsboro Rd","{156A0162-1B34-4FF3-83CC-BD06436E1471}",-85.661995377,38.2659798930001,-85.741452,38.199089,6.71760182690227,0.559977758552364,6.15762406834991
"N141",387,43,3,26,"3",7,"E147","N141 - INH",137,193,56,-85.65155794429,38.2767212469231,104386.648384155,428,428,"N141","Christ Church United Methodist","4614 Brownsboro Rd","{70E460D0-C4B7-4059-A184-2303E87A681C}",-85.6442144219999,38.2740967550001,-85.741452,38.199089,7.25155145213515,0.43839833403565,6.8131531180995
"E171",388,32,3,36,"3",7,NA,"E171",169,230,61,-85.6143196019218,38.2765446169311,101242.59312929,421,421,"E155","Episcopal Church Home","7504 Westport Rd","{792DD6F8-61A8-45ED-9557-D69D5FA119BD}",-85.612166728,38.27021875,-85.741452,38.199089,8.73906435701601,0.451745358466567,8.28731899854944
"S146",389,48,3,36,"3",17,NA,"S146",177,268,91,-85.5796978520331,38.282033213866,98504.5957664484,449,449,"S146","Zachary Taylor Elem Sch Gym","9620 Westport Rd","{55532268-3153-4B33-AB54-8A854B09A4B2}",-85.572598351,38.2863670190001,-85.741452,38.199089,10.4953406183673,0.488181563780902,10.0071590545864
"N101",390,43,3,33,"1",5,NA,"N101",356,387,31,-85.8205811198414,38.2702179119078,118553.552475772,432,432,"N103","Shawnee Clubhouse Meeting Room","460 Northwestern Pkwy","{08071DC6-59E8-4091-9D15-2F56AE3CDA0F}",-85.820168711,38.271084763,-85.741452,38.199089,6.52684311857869,0.0638565294400987,6.4629865891386
"V129",391,36,4,36,"7",19,"S158","V129",152,359,207,-85.4685579874818,38.2709772106603,88852.0166520888,451,451,"V128","Stopher Elementary School","14417 Aiken Rd","{F901AC12-171A-434E-B0B4-384EB5548554}",-85.488826891,38.2684233780001,-85.741452,38.199089,15.6520633658541,1.11613033078404,14.53593303507
"V127",392,36,3,36,"7",19,"S154","V127",226,363,137,-85.5020724468106,38.2708917818275,91646.4390659685,451,451,"V128","Stopher Elementary School","14417 Aiken Rd","{F901AC12-171A-434E-B0B4-384EB5548554}",-85.488826891,38.2684233780001,-85.741452,38.199089,13.9326035088709,0.740090696364734,13.1925128125061
