"PRECINCT","OBJECTID.x","LEGISDIST","CONGDIST","SENDIST","SCHOOLDIST","COUNDIST","FORMERPREC","precinct","tvotes16","tvotes20","vote_change","longitude_prec_cent","latitude_prec_cent","distance2020","OBJECTID_1","OBJECTID","PRECINCT.y","VOTE_LOC","VOTE_ADD","GlobalID","longitude2016poll","latitude2016poll","new_poll_long","new_poll_lat","distance2020miles","distance2016miles","poll_dist_change_miles","total_pop_sum","white_sum","over65sum","white_pct","nonwhite_pct","over65pct","turnout_pct_chg","tvotes16B","dist_chgXage65over","dist_chgXnonwhite","dist_chg_squared","color_nonwhite","color65"
"M163",326,42,3,35,"2",8,"G104p","M163",106,137,31,-85.716986996856,38.2451178488914,109093.871303674,322,322,"G104","Highland Baptist Church","1101 Cherokee Rd","{313DFC66-698F-437A-BC7A-A85EE2A42624}",-85.718411128,38.2392130900001,-85.741452,38.199089,3.44251996356751,0.414570256616479,3.02794970695103,826.053840334493,730.858470669696,96.0652778788553,88.4758880091582,11.5241119908418,11.6294208910107,29.2452830188679,106,35.2133015789459,34.8944315255403,9.16847942782483,"#9FDDF3","#B1AAFB"
"D101",327,31,3,19,"2",26,NA,"D101",130,161,31,-85.6420929218761,38.2335083612752,102414.569876523,310,310,"D101","St John Lutheran Church","901 Breckenridge Ln","{F5FD1C1A-1718-4F0B-8283-8FC620B86B7E}",-85.64282973,38.238532912,-85.741452,38.199089,5.90494114907018,0.348867516232609,5.55607363283757,2150.84540845508,1932.70765254905,458.10252228556,89.8580458154492,10.1419541845508,21.298719121548,23.8461538461538,130,118.337251724446,56.3494442302294,30.8699542135129,"#9FDDF3","#7D76C7"
"L159",328,41,3,33,"1",6,"M155","L159",79,72,-7,-85.7987542011094,38.2460721633489,116109.448445797,349,349,"M110","Brandeis Elementary School Gym","2817 W Kentucky St","{C65852FD-2753-4579-B4F3-B5297FF3AD3E}",-85.800890446,38.244220173,-85.741452,38.199089,4.49692656498103,0.172682175940862,4.32424438904017,822.593847788697,23.0419498235003,84.3916755927577,2.80113325494007,97.1988667450599,10.2592155070963,-8.86075949367089,79,44.3633550925149,420.311654143389,18.6990895361454,"#0B2E4F","#B1AAFB"
"L111",329,41,3,35,"1",4,NA,"L111",123,195,72,-85.7480677546189,38.2447763190188,111741.536430775,296,296,"H102","Meyzeek Middle School","828 S Jackson St","{88759253-EEA2-4A34-B6B1-025FDE73609C}",-85.7469809419999,38.241555955,-85.741452,38.199089,3.17166752725114,0.229850428460693,2.94181709879044,3246.2829029388,781.178525550921,281.803700122416,24.0637846086592,75.9362153913408,8.68081151729889,58.5365853658537,123,25.5373597529669,223.39045685568,8.6542878427358,"#0B2E4F","#DDDBFB"
"M140",330,42,3,35,"1",4,NA,"M140",102,158,56,-85.7262820102191,38.2489948811373,109982.539322877,347,347,"L115","Concordia Lutheran Church","1127 E Broadway","{18D21E5F-5212-4712-8482-869242FBAF45}",-85.732595528,38.244551991,-85.741452,38.199089,3.53971923660578,0.460257268665993,3.07946196793979,287.763336717676,252.424659046794,25.346212333004,87.7195343666897,12.2804656333103,8.80800612826891,54.9019607843137,102,27.1239198853847,37.8172268663707,9.4830860119876,"#9FDDF3","#DDDBFB"
"F153",331,33,3,36,"3",19,NA,"F153",230,285,55,-85.5431240805986,38.2505412632266,94466.4981281038,359,359,"F153","Middletown Elem Sch Main Hallway","218 N Madison Ave","{8205CD63-D448-46BC-979B-0E861F1259BD}",-85.541831105,38.2485610580001,-85.741452,38.199089,11.3594880735615,0.153623052657634,11.2058650209039,1521.25410043681,1229.47279004949,192.860577895318,80.8196861850006,19.1803138149994,12.6777359443067,23.9130434782609,230,142.064997762563,214.932007669462,125.571410866718,"#9FDDF3","#B1AAFB"
"L141",332,41,3,33,"1",4,NA,"L141",152,201,49,-85.7564134926753,38.2474210409777,112518.099960827,327,327,"L142","Chapel House","945 S 5th St","{CD0BD096-AFBE-45E9-9F42-F0C7AD8A53DA}",-85.760433674,38.2404835500001,-85.741452,38.199089,3.43154585304702,0.526100120555047,2.90544573249197,1060.60999029188,495.270603277424,89.639323424804,46.6967695770174,53.3032304229826,8.45167632261653,32.2368421052632,152,24.5558869039496,154.869643360491,8.4416149044558,"#04448B","#DDDBFB"
"N109",333,43,3,33,"1",5,NA,"N109",283,332,49,-85.8121554760698,38.2524710408168,117404.907351081,391,391,"N108","Shawnee Arts & Cultural Center","607 S. 37th St","{9054EE69-BB33-47E4-815D-647542B0E6BD}",-85.813095072,38.2540556210001,-85.741452,38.199089,5.3249373857566,0.120650427128804,5.2042869586278,1245.53136476438,39.1043886761781,140.037699632393,3.13957478570406,96.8604252142959,11.2432094119833,17.3144876325088,283,58.5128881159061,504.089447749904,27.0846027477434,"#0B2E4F","#B1AAFB"
"M143",334,42,3,33,"1",9,NA,"M143",236,374,138,-85.7167001985681,38.2521700805203,109244.357621084,392,392,"M141","United Crescent Hill Ministries","150 State St","{56F8A52B-8200-429E-9915-597F5CC8D9AE}",-85.716203304,38.255740615,-85.741452,38.199089,3.90097623590129,0.247748792694348,3.65322744320694,1402.75807838471,1260.83286914953,201.26675292576,89.882417259104,10.117582740896,14.3479304113166,58.4745762711864,236,52.4162531318452,36.9618309279582,13.3460707518003,"#9FDDF3","#B1AAFB"
"L152",335,41,3,36,"2",7,"E141p","L152",88,125,37,-85.6364188511182,38.2547737238496,102484.33672941,363,363,"G157","Harvey Browne Presbyterian Church","311 Browns Ln","{641176FA-C2A0-4B03-B8F4-4771F6DCD4B9}",-85.643977618,38.2504317040001,-85.741452,38.199089,6.88536278751838,0.508628346968075,6.3767344405503,514.126758611736,475.073694233256,75.441532669607,92.4040008180214,7.59599918197861,14.67372226906,42.0454545454545,88,93.5704301641851,48.4376695941149,40.6627421253003,"#9FDDF3","#B1AAFB"
"N148",336,43,3,33,"1",4,"L107","N148",142,159,17,-85.7728714732891,38.2505855950009,114000.585192571,369,369,"N145","Central High School-Lobby","1130 W Chestnut St","{1DDBDD62-0423-4BAA-9E62-4064DA9A7E04}",-85.77040572,38.2497533280001,-85.741452,38.199089,3.94184362781973,0.145882600258175,3.79596102756155,1847.76354604646,32.9451701241615,90.5994748288089,1.78297543506863,98.2170245649314,4.90319635446098,11.9718309859155,142,18.6123422720157,372.827997491535,14.4093201227661,"#0B2E4F","#DDDBFB"
"N108",337,43,3,33,"1",5,NA,"N108",407,470,63,-85.8215734602275,38.2531798613775,118227.402862466,391,391,"N108","Shawnee Arts & Cultural Center","607 S. 37th St","{9054EE69-BB33-47E4-815D-647542B0E6BD}",-85.813095072,38.2540556210001,-85.741452,38.199089,5.73778760185268,0.465062408564163,5.27272519328852,1867.51314267933,41.285877814044,273.938364469522,2.21074095118876,97.7892590488112,14.6686177574366,15.4791154791155,407,77.3435904003553,515.615889819684,27.8016309639395,"#0B2E4F","#B1AAFB"
"V124",338,36,3,36,"7",19,"S147","V124 - MID",132,243,111,-85.5115367486292,38.2507496972007,91807.7653611374,354,354,"F167","East End Government Center","200 Juneau Dr","{2E6CB98D-B4E2-424C-B71E-2905BEC16B16}",-85.52632116,38.2478764530001,-85.741452,38.199089,13.0071196037476,0.828202458960484,12.1789171447871,1036.19377187336,758.549286275837,159.785493016807,73.205350858695,26.794649141305,15.4204259236115,84.0909090909091,132,187.804089660991,326.329811815594,148.326022819589,"#00BAFF","#B1AAFB"
"L113",339,41,3,35,"1",4,NA,"L113",331,428,97,-85.7333408763342,38.2515623373283,110648.372120573,376,376,"N134","Potters House","314 S Wenzel St Rear","{F7E0EBA3-EF92-4250-8020-F6BCA0FEF5AF}",-85.734637311,38.250783288,-85.741452,38.199089,3.64603219677519,0.0886529307257408,3.55737926604945,1646.8283830077,567.223301242924,102.116117626639,34.4433765591878,65.5566234408122,6.20077469396895,29.3051359516616,331,22.0585073297693,233.209772980557,12.6549472425185,"#04448B","#DDDBFB"
"L158",340,41,3,33,"1",5,"M153","L158",143,191,48,-85.8061527568215,38.2517658416391,116874.784098105,388,388,"N109","Engine Company #22","3228 River Park Dr","{80768535-E8CE-4FB9-960F-91C0A13E3236}",-85.807038386,38.2540550470001,-85.741452,38.199089,5.05896679327491,0.165077127498696,4.89388966577621,892.229656638203,34.763700331246,103.494686762676,3.89627267739908,96.1037273226009,11.5995569069772,33.5664335664336,143,56.7669516746387,470.321037986651,23.9501560607912,"#0B2E4F","#B1AAFB"
"L151",341,41,3,36,"2",9,"E107","L151",155,226,71,-85.6449580716113,38.2550648686008,103216.919869327,373,373,"L151","Beargrass Christian Church/Lobby","4100 Shelbyville Rd","{0C6BAE8A-0A42-4CC9-9D12-E933E2B9526A}",-85.645912613,38.25169176,-85.741452,38.199089,6.5167911397563,0.238375387380453,6.27841575237585,1096.41743615448,1030.82148049691,199.407193097483,94.0172462153068,5.98275378469323,18.187159974113,45.8064516129032,155,114.186551672451,37.5622156044042,39.4185043596812,"#9FDDF3","#B1AAFB"
"M142",342,42,3,33,"1",9,NA,"M142",521,667,146,-85.7097697145452,38.2557473648564,108744.960583935,392,392,"M141","United Crescent Hill Ministries","150 State St","{56F8A52B-8200-429E-9915-597F5CC8D9AE}",-85.716203304,38.255740615,-85.741452,38.199089,4.27116496227898,0.349900504825918,3.92126445745306,1647.6478866645,1430.62287872015,206.995501441883,86.8281924978709,13.1718075021291,12.5630908835094,28.0230326295585,521,49.263201757258,51.6501405985126,15.3763149452846,"#9FDDF3","#B1AAFB"
"F152",343,33,3,36,"3",18,NA,"F152",228,332,104,-85.5654128153394,38.2543797832366,96460.9401955637,399,399,"F164","Owl Creek Sports Center","10607 Hobbs Station Rd","{D17B1A97-10AD-4F41-A6FC-686192A1279A}",-85.5564376849999,38.258280423,-85.741452,38.199089,10.3092358560245,0.557355097165968,9.75188075885851,1523.02151028325,1393.90214178962,238.132942491457,91.5221572629257,8.47784273707427,15.6355600287726,45.6140350877193,228,152.476116998565,82.6749114643029,95.0991783349948,"#9FDDF3","#B1AAFB"
"E142",344,32,3,36,"3",7,NA,"E142",187,273,86,-85.624628923503,38.2549553966183,101489.333172871,378,378,"E142","St Matthews Community Center","310 Ten Pin Ln","{C4C4CAC3-740F-4362-A371-53D3FAC7C9EF}",-85.623839341,38.2526471300001,-85.741452,38.199089,7.43286554357022,0.164898031322454,7.26796751224776,1067.7339203264,1006.81864733711,213.849599018453,94.2949013954091,5.70509860459089,20.0283605257273,45.9893048128342,187,145.565473624572,41.4644713123366,52.8233517590889,"#9FDDF3","#7D76C7"
"M138",345,42,3,26,"2",9,NA,"M138",431,574,143,-85.6939728168017,38.2568628942275,107429.578758567,384,384,"G141","Crescent Hill Baptist Church","2800 Frankfort Ave","{07EC5A0B-5584-4D36-B83A-E910CB563589}",-85.6900848929999,38.2544435560001,-85.741452,38.199089,4.74886820981488,0.269363448714466,4.47950476110041,1649.77757576439,1500.33709432941,218.937955036364,90.941780053851,9.05821994614895,13.2707559038632,33.1786542923434,431,59.4464142547566,40.5763393758689,20.0659629047212,"#9FDDF3","#B1AAFB"
"E144",346,32,3,36,"3",7,"E157p","E144",225,309,84,-85.6138988373797,38.2569396781888,100635.294441797,398,398,"E157","Phoenix Sch of Discovery @ Jaeger","502 Wood Rd","{6817C6CC-CAF2-4436-B394-19DD2917A7F0}",-85.6052462819999,38.256003563,-85.741452,38.199089,8.00511392164146,0.474986077818553,7.53012784382291,1497.04805238294,1288.39352561968,172.344909142737,86.0622692483964,13.9377307516036,11.5123164462494,37.3333333333333,225,86.689214618803,104.952894412357,56.7028253443171,"#9FDDF3","#B1AAFB"
"M137",347,42,3,26,"2",9,NA,"M137",205,280,75,-85.6842332338744,38.2574676119076,106617.349596047,394,394,"M137","St Marks Episcopal Church","2822 Frankfort Ave","{F4D1693D-FF9E-4C5B-8DA7-292EE7B64468}",-85.689443221,38.254311989,-85.741452,38.199089,5.08962779282414,0.357297102327232,4.73233069049691,519.927851357587,456.031548300024,70.0747092900137,87.7105442821109,12.2894557178891,13.4777756388778,36.5853658536585,205,63.7812912954931,58.1577684632692,22.394953764219,"#9FDDF3","#B1AAFB"
"N107",348,43,3,33,"1",5,NA,"N107",368,462,94,-85.8160917614253,38.2570509019666,117849.476096237,391,391,"N108","Shawnee Arts & Cultural Center","607 S. 37th St","{9054EE69-BB33-47E4-815D-647542B0E6BD}",-85.813095072,38.2540556210001,-85.741452,38.199089,5.6985496914982,0.263141191709691,5.43540849978851,1489.3720280921,47.1603561572344,188.897459402372,3.16645910274327,96.8335408972567,12.6830271980031,25.5434782608696,368,68.9374338350751,526.329851257567,29.5436655595732,"#0B2E4F","#B1AAFB"
"F164",349,33,3,36,"3",18,NA,"F164",160,211,51,-85.5567291582588,38.2590029861766,95863.8949521874,399,399,"F164","Owl Creek Sports Center","10607 Hobbs Station Rd","{D17B1A97-10AD-4F41-A6FC-686192A1279A}",-85.5564376849999,38.258280423,-85.741452,38.199089,10.8665249667975,0.0522975752314966,10.814227391566,825.130440313177,734.370344280316,93.6072561427106,89.0005153611332,10.9994846388668,11.3445403986286,31.875,160,122.682439523577,118.950928074743,116.947514076496,"#9FDDF3","#B1AAFB"
"L104",350,41,3,33,"1",4,NA,"L104",319,346,27,-85.7828115509092,38.2527459345209,114901.887671348,368,368,"L104","Roosevelt-Perry Elem Sch Gym","1615 W Broadway","{C89AF7C5-FE3D-4642-A5BC-98716966DFAC}",-85.778758535,38.249468763,-85.741452,38.199089,4.33131696450206,0.315733379981704,4.01558358452035,1489.44266582877,73.2298477354563,133.545223006682,4.91659393244983,95.0834060675502,8.96612042010851,8.46394984326019,319,36.0042059758204,381.815364565137,16.1249115242693,"#0B2E4F","#DDDBFB"
"V108",351,36,4,20,"7",19,"B176","V108",145,356,211,-85.4231750155487,38.2284121614234,83690.0527127007,284,284,"V111","Eastwood Recreation Center","16300 Eastwood Cutoff Rd","{0B02A7A8-B381-49F7-9F59-688100D3D12C}",-85.449684291,38.2324593320001,-85.741452,38.199089,17.4375949637069,1.4690113312957,15.9685836324112,1482.78025188273,1296.25464204606,153.558898520959,87.4205493632764,12.5794506367236,10.3561467267979,145.51724137931,145,165.372995116394,200.876009542309,254.995663225311,"#9FDDF3","#B1AAFB"
"E145",352,32,3,36,"3",18,NA,"E145 - LYN",187,289,102,-85.5983663041602,38.2576472980615,99340.7177071275,396,396,"E144","Lyndon City Hall","515 Wood Rd","{57F87458-C1B7-4E02-AF37-F362C910F9BD}",-85.6040673859999,38.25755238,-85.741452,38.199089,8.77021480161782,0.310122918123364,8.46009188349445,1456.07349469948,1174.39897679436,187.522516607212,80.6551991413556,19.3448008586444,12.8786436460692,54.5454545454545,187,108.954508580527,163.658792732034,71.5731546771687,"#9FDDF3","#B1AAFB"
"N144",353,43,3,36,"3",7,"E151p","N144",162,201,39,-85.6297789394981,38.2615097682854,102108.328772109,378,378,"E142","St Matthews Community Center","310 Ten Pin Ln","{C4C4CAC3-740F-4362-A371-53D3FAC7C9EF}",-85.623839341,38.2526471300001,-85.741452,38.199089,7.44640903218394,0.69138541809847,6.75502361408547,616.187224664366,578.080844092746,113.297328866992,93.8157788661756,6.18422113382444,18.3868350936202,24.0740740740741,162,124.2035052457,41.7745597937105,45.6303440268523,"#9FDDF3","#B1AAFB"
"L144",354,41,3,33,"1",4,NA,"L144",124,107,-17,-85.7894592500531,38.2542817191675,115506.83258434,402,402,"L144","Byck Elementary School Gym","2328 Cedar St","{500E0F76-7BB5-4DD7-BD63-22BBA058B7AC}",-85.7902702489999,38.255690476,-85.741452,38.199089,4.61671953770742,0.10670879013994,4.51001074756748,627.840132187906,41.26350216066,64.9345310841531,6.57229444968171,93.4277055503183,10.3425263462959,-13.7096774193548,124,46.6449049787943,421.359956152505,20.3401969431742,"#0B2E4F","#B1AAFB"
"L139",355,41,3,26,"2",9,NA,"L139",295,476,181,-85.6722283454736,38.2584792931803,105624.330039638,407,407,"N131","Chenoweth Elem School Library","3622 Brownsboro Rd","{17EC3D4D-37D6-4138-85B1-269E00182A46}",-85.669322004,38.262834539,-85.741452,38.199089,5.56454418168852,0.339438238036489,5.22510594365203,1718.73755611367,1406.44210506094,342.756402148015,81.829951295247,18.170048704753,19.9423350545175,61.3559322033898,295,104.20081342366,94.9404294836516,27.3017321223878,"#9FDDF3","#B1AAFB"
"L134",356,41,3,26,"2",9,NA,"L134",175,256,81,-85.6628466692047,38.2595310977194,104856.299851934,407,407,"N131","Chenoweth Elem School Library","3622 Brownsboro Rd","{17EC3D4D-37D6-4138-85B1-269E00182A46}",-85.669322004,38.262834539,-85.741452,38.199089,5.972333707267,0.419428840986719,5.55290486628029,803.050867442454,767.228671001241,173.348637258436,95.5392369408305,4.46076305916951,21.5862586401923,46.2857142857143,175,119.866440647909,24.7701928985857,30.8347524539593,"#9FDDF3","#7D76C7"
"N106",357,43,3,33,"1",5,NA,"N106",394,435,41,-85.8150451013073,38.2604740554342,117841.935278514,413,413,"N104","The Academy Shawnee Auditorium","4001 Herman St","{A3CAB4CB-5570-4339-A76C-4304B708AA91}",-85.8156921309999,38.2614368110001,-85.741452,38.199089,5.82726329744838,0.0751508687491745,5.7521124286992,1498.965312374,49.3644535067032,192.977507894134,3.29323521359688,96.7067647864031,12.8740476047777,10.4060913705584,394,74.0529692351071,556.26818366716,33.0867973923958,"#0B2E4F","#B1AAFB"
"V111",358,36,4,36,"7",19,"F110","V111",158,281,123,-85.4580526824828,38.2280651985191,86626.056680936,288,288,"V104","Eastwood Fire Station","16010 Shelbyville Rd","{E2076D95-25F2-460E-B702-377B6368CFA1}",-85.45714473,38.233485138,-85.741452,38.199089,15.5509431355323,0.377077427825872,15.1738657077064,2280.4591902762,1977.20820132458,191.113474962607,86.7021961960701,13.2978038039299,8.38048213173506,77.8481012658228,158,127.164310432781,201.77908912826,230.246200515508,"#9FDDF3","#DDDBFB"
"V125",359,36,4,36,"7",19,"S149","V125",123,197,74,-85.4363190769105,38.2614320203364,85841.9750054369,284,284,"V111","Eastwood Recreation Center","16300 Eastwood Cutoff Rd","{0B02A7A8-B381-49F7-9F59-688100D3D12C}",-85.449684291,38.2324593320001,-85.741452,38.199089,17.1487352098659,2.12645613909312,15.0222790707728,408.180980453664,361.209263665934,32.7767161553556,88.4924288398925,11.5075711601075,8.02994694140982,60.1626016260163,123,120.628103877357,172.869945393911,225.668868480179,"#9FDDF3","#DDDBFB"
"N128",360,43,3,33,"1",5,NA,"N128",78,116,38,-85.7746003493095,38.2650600250219,114504.628217428,389,389,"N136","St Peter's United Church of Christ","1407 W Jefferson St","{0167D61C-2A94-463E-B22D-5424525686AD}",-85.773846627,38.2559945680001,-85.741452,38.199089,4.89454844467251,0.626614390933719,4.26793405373879,908.637949667077,555.286707486927,64.065723815695,61.111987199124,38.888012800876,7.0507426901076,48.7179487179487,78,30.0921048312601,165.971474115089,18.2152610870632,"#00BAFF","#DDDBFB"
"F154",361,33,3,36,"3A",17,NA,"F154",169,220,51,-85.5407749907269,38.2602711334113,94557.9425656486,408,408,"F155","Anchorage Presbyterian Church","11403 Park Rd","{259A184B-6243-4418-83FC-FB993659EF27}",-85.542502336,38.267177544,-85.741452,38.199089,11.7051445364788,0.48552973094296,11.2196148055359,1314.29288442014,1176.04609918146,132.533744961494,89.4812802475398,10.5187197524602,10.0840342767257,30.1775147928994,169,113.138980270683,118.015983869986,125.8797563846,"#9FDDF3","#B1AAFB"
"V114",362,36,3,36,"7",19,"F138","V114",104,176,72,-85.4836486025031,38.2606112736789,89770.8294414757,451,451,"V128","Stopher Elementary School","14417 Aiken Rd","{F901AC12-171A-434E-B0B4-384EB5548554}",-85.488826891,38.2684233780001,-85.741452,38.199089,14.6538150118567,0.607970556872331,14.0458444549844,1000.65042606634,870.983620926482,116.354943730799,87.0417478709727,12.9582521290273,11.6279312634884,69.2307692307692,104,163.324113860209,182.009593812788,197.285746453616,"#9FDDF3","#B1AAFB"
"V104",363,36,4,36,"7",19,"B164","V104",222,508,286,-85.4356522957813,38.2498504864225,85403.9798503873,284,284,"V111","Eastwood Recreation Center","16300 Eastwood Cutoff Rd","{0B02A7A8-B381-49F7-9F59-688100D3D12C}",-85.449684291,38.2324593320001,-85.741452,38.199089,17.0028574222445,1.42178519090912,15.5810722313354,1443.27575727786,1256.83816493235,157.558901639859,87.0823304967618,12.9176695032382,10.9167566104643,128.828828828829,222,170.094773279552,201.271141590473,242.769811878091,"#9FDDF3","#B1AAFB"
"N117",364,43,3,33,"1",5,NA,"N117",198,240,42,-85.7971496735643,38.2603035984186,116309.46570304,420,420,"N115","Atkinson Elem School Cafeteria","2811 Duncan St","{80738900-3755-41A4-99DD-94512951A499}",-85.797839988,38.2650007490001,-85.741452,38.199089,5.19702120515247,0.326144657763021,4.87087654738944,2721.74232233126,1210.86138655197,260.113662394765,44.4884652238067,55.5115347761933,9.55688054157786,21.2121212121212,198,46.5503852961741,270.389832850953,23.7254383399085,"#04448B","#DDDBFB"
"F180",365,33,3,36,"3",18,"E174","F180 - LYN",254,413,159,-85.589033823312,38.2632993222547,98715.9946927104,380,380,"F151","Bowen Elementary School Gym","1601 Roosevelt Ave","{3094CD8A-6C4F-4EDF-ADFB-C0410AAFCB66}",-85.581608091,38.26990405,-85.741452,38.199089,9.40083468578995,0.608751577314473,8.79208310847548,2072.90727511087,1791.69155971881,246.592265324811,86.4337532716209,13.5662467283791,11.8959621728195,62.5984251968504,254,104.590288078709,119.275568705993,77.3007253863398,"#9FDDF3","#B1AAFB"
"E173",366,32,3,36,"3",7,NA,"E173",140,193,53,-85.6051056304025,38.2654488777919,100135.588562058,421,421,"E155","Episcopal Church Home","7504 Westport Rd","{792DD6F8-61A8-45ED-9557-D69D5FA119BD}",-85.612166728,38.27021875,-85.741452,38.199089,8.7162258971345,0.505633457303336,8.21059243983116,1274.51557592275,885.055012511938,283.924593320075,69.4424634136901,30.5575365863099,22.277059510592,37.8571428571429,140,182.907856399336,250.89547887542,67.4138282130126,"#00BAFF","#7D76C7"
"F151",367,33,3,36,"3",18,NA,"F151",270,383,113,-85.5760761951233,38.2584843048246,97481.0569108446,380,380,"F151","Bowen Elementary School Gym","1601 Roosevelt Ave","{3094CD8A-6C4F-4EDF-ADFB-C0410AAFCB66}",-85.581608091,38.26990405,-85.741452,38.199089,9.88625460154828,0.843146915694498,9.04310768585379,1962.21369291244,1792.09493691028,351.987369648785,91.3302635377261,8.66973646227387,17.9382791446299,41.8518518518518,270,162.217790003793,78.4013604363157,81.7777966179479,"#9FDDF3","#B1AAFB"
"F171",368,33,3,36,"3",18,NA,"F171",139,197,58,-85.5592571681758,38.2672342431258,96325.6578832068,399,399,"F164","Owl Creek Sports Center","10607 Hobbs Station Rd","{D17B1A97-10AD-4F41-A6FC-686192A1279A}",-85.5564376849999,38.258280423,-85.741452,38.199089,10.9699225038256,0.636321518895989,10.3336009849296,1057.95673579352,941.647304451768,120.020150329807,89.0062204429834,10.9937795570166,11.3445234827856,41.726618705036,139,117.22977903527,113.605331258485,106.783309315738,"#9FDDF3","#B1AAFB"
"N125",369,43,3,26,"2",7,NA,"N125",193,298,105,-85.6539967476817,38.2654642145136,104269.878665946,417,417,"L134","Broadway Baptist Church","4000 Brownsboro Rd","{156A0162-1B34-4FF3-83CC-BD06436E1471}",-85.661995377,38.2659798930001,-85.741452,38.199089,6.60276640165071,0.436409520524787,6.16635688112592,1087.47536171283,1057.74371124296,255.423973327979,97.2659931878331,2.7340068121669,23.4877940522416,54.4041450777202,193,144.834120476508,16.8588617192505,38.023957185409,"#9FDDF3","#7D76C7"
"E155",370,32,3,36,"3",7,NA,"E155",213,320,107,-85.6148057333906,38.2651196450588,100945.20659783,421,421,"E155","Episcopal Church Home","7504 Westport Rd","{792DD6F8-61A8-45ED-9557-D69D5FA119BD}",-85.612166728,38.27021875,-85.741452,38.199089,8.25922912989264,0.379851062105862,7.87937806778678,1673.75224075203,1388.93083250698,160.442194501074,82.9830603771392,17.0169396228608,9.58577922076366,50.2347417840376,213,75.5299785547314,134.082900845221,62.0845987351193,"#9FDDF3","#DDDBFB"
"N134",371,43,3,33,"1",4,NA,"N134",322,430,108,-85.7417850313621,38.259611410604,111570.484537066,560,561,"L155","Lincoln Elementary School Lobby","930 E Main St","{B9CAB375-2E5D-47DB-AF46-1133949AEEA9}",-85.734904219,38.2538952410001,-85.741452,38.199089,4.17443286167815,0.543581749865733,3.63085111181242,1834.37019929918,1021.42243426778,102.368933254762,55.6824590073482,44.3175409926518,5.58060381126297,33.5403726708075,322,20.2623415527088,160.910392985962,13.1830797961495,"#3791FF","#DDDBFB"
"N105",372,43,3,33,"1",5,NA,"N105",273,345,72,-85.8088808703497,38.2647840564241,117420.713748737,413,413,"N104","The Academy Shawnee Auditorium","4001 Herman St","{A3CAB4CB-5570-4339-A76C-4304B708AA91}",-85.8156921309999,38.2614368110001,-85.741452,38.199089,5.82998549562201,0.436462220025439,5.39352327559657,1440.20243824932,220.333438265181,176.60988013055,15.2987824776226,84.7012175223774,12.2628510714947,26.3736263736264,273,66.1399726792808,456.837988178311,29.0900933244019,"#0B2E4F","#B1AAFB"
"N103",373,43,3,33,"1",5,NA,"N103",458,528,70,-85.8238159577396,38.2649942989986,118700.623679577,432,432,"N103","Shawnee Clubhouse Meeting Room","460 Northwestern Pkwy","{08071DC6-59E8-4091-9D15-2F56AE3CDA0F}",-85.820168711,38.271084763,-85.741452,38.199089,6.38293870539704,0.464542452873759,5.91839625252328,768.746988405368,35.1614168832308,110.559381544353,4.57386076479689,95.4261392352031,14.3817645092424,15.2838427947598,458,85.1169811761726,564.769704842391,35.0274142018816,"#0B2E4F","#B1AAFB"
"F167",374,33,3,36,"7",19,NA,"F167",169,228,59,-85.5239728657586,38.2591371265358,93109.5312103406,426,426,"V127","Berrytown Recreation Center - Gym","1300 Heafer Rd","{301053DB-16D1-4567-A698-3AA27D7F3B45}",-85.5241814949999,38.2632466330001,-85.741452,38.199089,12.5361579103848,0.283672245784789,12.2524856646,469.069782819213,330.057523025521,75.8747091201258,70.3642688390207,29.6357311609793,16.1755695845727,34.9112426035503,169,198.190934451717,363.111371209838,150.123404961229,"#00BAFF","#B1AAFB"
"N136",375,43,3,33,"1",4,"L104p/N134p","N136",119,133,14,-85.764944330541,38.2616065077921,113594.472082687,383,383,"L108","Avenue Plaza - 2nd Floor Comm Rm","400 S 8th St","{737ACD6E-8F9B-4946-9A6D-0BF2EE219201}",-85.7645684089999,38.252822898,-85.741452,38.199089,4.49743483526193,0.606176957885252,3.89125787737668,3408.69326273049,1212.54916854841,199.786506235343,35.5722581965944,64.4277418034056,5.86108783737574,11.7647058823529,119,22.807004217185,250.704957814093,15.1418878682461,"#04448B","#DDDBFB"
"V131",376,36,4,36,"7",19,"S163","V131",137,275,138,-85.4447429565403,38.2667120652215,86723.143314145,284,284,"V111","Eastwood Recreation Center","16300 Eastwood Cutoff Rd","{0B02A7A8-B381-49F7-9F59-688100D3D12C}",-85.449684291,38.2324593320001,-85.741452,38.199089,16.8023318186857,2.37774982254101,14.4245819961447,557.085060935594,492.759716286247,45.2488529571964,88.4532274943227,11.5467725056773,8.12243158723435,100.729927007299,137,117.162680438138,166.557366798972,208.068565763502,"#9FDDF3","#DDDBFB"
"N104",377,43,3,33,"1",5,NA,"N104",429,504,75,-85.815593054482,38.2670812927616,118050.146221547,432,432,"N103","Shawnee Clubhouse Meeting Room","460 Northwestern Pkwy","{08071DC6-59E8-4091-9D15-2F56AE3CDA0F}",-85.820168711,38.271084763,-85.741452,38.199089,6.18561032782132,0.371691324619496,5.81391900320182,1463.56462241595,143.229156356888,190.584835634676,9.78632266475911,90.2136773352409,13.0219624549323,17.4825174825175,429,75.7086349757113,524.495013008074,33.8016541757912,"#0B2E4F","#B1AAFB"
