MUNICIPALITY|CH|DES|VOTER ID|P|W/P|CG|SS|SR|CC|REQTYPE|REQDATE|SENTTYPE|SENTDATE|RECTYPE|RECDATE|ACC OR REJ|DUP|REQ DENIED|
SKOWHEGAN|N||037603657|D|1-1|2|3|107|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 10:00 am|ACC|||
SKOWHEGAN|N||037604194|R|1-1|2|3|107|4|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 10:00 am|ACC|||
SKOWHEGAN|N||037604229|R|1-1|2|3|107|4|TR|06/02/2014|MV|06/03/2014|MA|06/05/2014 10:00 am|ACC|||
SKOWHEGAN|N||037604230|R|1-1|2|3|107|4|TR|06/02/2014|MV|06/03/2014|MA|06/05/2014 10:00 am|ACC|||
SKOWHEGAN|N||037604325|D|1-1|2|3|107|4|WV|05/29/2014|IF|05/29/2014|IF|05/30/2014 09:10 am|ACC|||
SKOWHEGAN|N||037604326|D|1-1|2|3|107|4|WV|05/29/2014|IV|05/29/2014|DV|05/30/2014 09:10 am|ACC|||
SKOWHEGAN|N||100116537|D|1-1|2|3|107|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 09:30 am|ACC|||
SKOWHEGAN|N||037604395|R|1-1|2|3|107|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 01:39 pm|ACC|||
SKOWHEGAN|N||009611314|R|1-1|2|3|107|4|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 09:02 am|ACC|||
SKOWHEGAN|N||037604512|D|1-1|2|3|107|4|WV|05/29/2014|IF|05/29/2014|IF|06/03/2014 08:00 am|ACC|||
SKOWHEGAN|N||037604581|R|1-1|2|3|107|4|WV|06/10/2014|IF|06/10/2014|IF|06/10/2014 06:20 pm|ACC|||
SKOWHEGAN|N||037604660|R|1-1|2|3|107|4|VP|05/20/2014|VP|05/20/2014|VP|05/20/2014 11:38 am|ACC|||
SKOWHEGAN|N||037604739|D|1-1|2|3|107|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:18 pm|ACC|||
SKOWHEGAN|N||100209969|R|1-1|2|3|107|4|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 01:41 pm|ACC|||
SKOWHEGAN|N||029603589|D|1-1|2|3|107|4|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 10:32 am|ACC|||
SKOWHEGAN|N||037604819|D|1-1|2|3|107|4|VP|05/16/2014|VP|05/16/2014|VP|05/16/2014 03:59 pm|ACC|||
SKOWHEGAN|N||037605211|R|1-1|2|3|107|4|WV|06/04/2014|IV|06/04/2014|DV|06/04/2014 10:40 am|ACC|||
SKOWHEGAN|N||037605332|D|1-1|2|3|107|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 03:57 pm|ACC|||
SKOWHEGAN|N||037605338|D|1-1|2|3|107|4|WV|06/03/2014|IF|06/03/2014|IF|06/03/2014 04:15 pm|ACC|||
SKOWHEGAN|N||037605459|R|1-1|2|3|107|4|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 03:07 pm|ACC|||
SKOWHEGAN|N||037605461|R|1-1|2|3|107|4|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 03:00 pm|ACC|||
SKOWHEGAN|N||037605543|R|1-1|2|3|107|4|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 01:44 pm|ACC|||
SKOWHEGAN|N||050811001|D|1-1|2|3|107|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 10:22 am|ACC|||
SKOWHEGAN|N||037606056|R|1-1|2|3|107|4|WV|06/04/2014|IF|06/04/2014|IF|06/04/2014 10:40 am|ACC|||
SKOWHEGAN|N||037606094|D|1-1|2|3|107|4|VP|05/30/2014|VP|05/30/2014|VP|05/30/2014 09:08 am|ACC|||
SKOWHEGAN|N||037606246|D|1-1|2|3|107|4|WV|06/05/2014|IV|06/05/2014|DV|06/09/2014 03:18 pm|ACC|||
SKOWHEGAN|N||037606251|D|1-1|2|3|107|4|WV|06/05/2014|IF|06/05/2014|IF|06/09/2014 03:18 pm|ACC|||
SKOWHEGAN|N||037606275|D|1-1|2|3|107|4|VP|05/28/2014|VP|05/28/2014|VP|05/28/2014 01:41 pm|ACC|||
SKOWHEGAN|N||037606277|G|1-1|2|3|107|4|VP|05/28/2014|VP|05/28/2014|VP|05/28/2014 01:41 pm|ACC|||
SKOWHEGAN|N||037606344|R|1-1|2|3|107|4|WV|06/04/2014|IV|06/04/2014|||REJ|||
SKOWHEGAN|N||037606363|D|1-1|2|3|107|4|TR|06/03/2014|MV|06/03/2014|MA|06/09/2014 09:30 am|ACC|||
SMITHFIELD|N||037700069|D|1-1|2|3|108|2|TR|06/05/2014|IV|06/06/2014|DV|06/09/2014 02:43 pm|ACC|||
SMITHFIELD|N||037700150|R|1-1|2|3|108|2|WV|05/28/2014|IV|05/28/2014|DV|05/29/2014 10:55 am|ACC|||
SMITHFIELD|N||037700157|R|1-1|2|3|108|2|WV|05/28/2014|IF|05/28/2014|IF|05/29/2014 10:55 am|ACC|||
SMITHFIELD|N||037700214|D|1-1|2|3|108|2|TR|05/28/2014|MV|05/28/2014|MA|06/06/2014 12:45 pm|ACC|||
SMITHFIELD|N||037700362|R|1-1|2|3|108|2|ER|05/07/2014|MV|05/12/2014|MA|05/14/2014 10:15 am|ACC|||
SMITHFIELD|N||037700373|D|1-1|2|3|108|2|TR|05/28/2014|MV|05/28/2014|MA|06/02/2014 11:00 am|ACC|||
SMITHFIELD|N||037700374|D|1-1|2|3|108|2|TR|05/28/2014|MV|05/28/2014|MA|06/02/2014 11:00 am|ACC|||
SMITHFIELD|N||037700716|R|1-1|2|3|108|2|TR|05/28/2014|MV|05/28/2014|IF|06/10/2014 07:35 am|ACC|||
SMITHFIELD|N||037700738|D|1-1|2|3|108|2|TR|06/05/2014|IF|06/06/2014|IF|06/09/2014 02:43 pm|ACC|||
SMYRNA|N||006400122|D|1-1|2|2|145|1|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 10:46 am|ACC|||
SOLON|N||037800016|R|1-1|2|3|111|5|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 04:22 pm|ACC|||
SOLON|N||037800028|R|1-1|2|3|111|5|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 02:29 pm|ACC|||
SOLON|N||037800029|R|1-1|2|3|111|5|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 02:31 pm|ACC|||
SOLON|N||037800231|G|1-1|2|3|111|5|TR|06/02/2014|MV|06/02/2014|MA|06/10/2014 10:42 am|ACC|||
SOLON|N||037800421|D|1-1|2|3|111|5|WV|06/04/2014|IF|06/04/2014|IF|06/09/2014 09:33 am|ACC|||
SOLON|N||037800423|D|1-1|2|3|111|5|WV|06/04/2014|IF|06/04/2014|DV|06/09/2014 09:30 am|ACC|||
SOLON|N||037800424|R|1-1|2|3|111|5|WV|06/04/2014|IF|06/04/2014|IF|06/09/2014 09:29 am|ACC|||
SOLON|N||027000598|D|1-1|2|3|111|5|ER|06/05/2014|MV|06/06/2014|MA|06/10/2014 10:42 am|ACC|||
SOLON|N||037800761|D|1-1|2|3|111|5|TR|06/04/2014|MV|06/04/2014|DV|06/09/2014 04:00 pm|ACC|||
SOMERVILLE|N||100001920|R|1-1|1|13|80|3|WV|05/23/2014|IV|05/23/2014|||REJ|||
SOMERVILLE|N||021300394|D|1-1|1|13|80|3|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 04:40 pm|ACC|||
SORRENTO|N||014700046|R|1-1|2|7|136|1|WV|06/05/2014|IV|06/05/2014|DV|06/05/2014 10:30 am|ACC|||
SORRENTO|N||014700049|R|1-1|2|7|136|1|WV|06/05/2014|IF|06/05/2014|IF|06/05/2014 10:30 am|ACC|||
SORRENTO|N||014700089|R|1-1|2|7|136|1|WP|06/09/2014|IP|06/09/2014|TP|06/10/2014 07:25 pm|ACC|||
SORRENTO|N||014700090|R|1-1|2|7|136|1|WP|06/09/2014|IP|06/09/2014|TP|06/10/2014 07:25 pm|ACC|||
SORRENTO|N||100408295|D|1-1|2|7|136|1|VP|06/04/2014|IV|06/04/2014|VP|06/05/2014 08:50 am|ACC|||
SORRENTO|N||100408294|D|1-1|2|7|136|1|VP|06/04/2014|VP|06/04/2014|VP|06/05/2014 08:50 am|ACC|||
SORRENTO|N||014700177|D|1-1|2|7|136|1|WV|05/27/2014|IV|05/27/2014|DV|05/28/2014 09:40 am|ACC|||
SORRENTO|N||014700179|D|1-1|2|7|136|1|WV|05/27/2014|IF|05/27/2014|IF|05/28/2014 09:40 am|ACC|||
SORRENTO|N||051705117|D|1-1|2|7|136|1|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 11:48 am|ACC|||
SORRENTO|N||014700226|D|1-1|2|7|136|1|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 11:06 am|ACC|||
SOUTH BERWICK|N||048200199|D|1-1|1|35|6|1|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 12:55 pm|ACC|||
SOUTH BERWICK|N||048200332|R|1-1|1|35|6|1|TR|06/03/2014|MV|06/03/2014|DV|06/06/2014 12:06 pm|ACC|||
SOUTH BERWICK|N||009800638|D|1-1|1|35|6|1|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:18 pm|ACC|||
SOUTH BERWICK|N||048200465|R|1-1|1|35|6|1|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 01:02 pm|ACC|||
SOUTH BERWICK|N||048200486|R|1-1|1|35|6|1|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 12:50 pm|ACC|||
SOUTH BERWICK|N||048200512|D|1-1|1|35|6|1|ER|06/05/2014|MV|06/05/2014|||REJ|||
SOUTH BERWICK|N||048200592|R|1-1|1|35|6|1|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 12:59 pm|ACC|||
SOUTH BERWICK|N||048200593|R|1-1|1|35|6|1|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 01:06 pm|ACC|||
SOUTH BERWICK|N||048200629|R|1-1|1|35|6|1|WV|06/05/2014|IF|06/05/2014|IF|06/09/2014 10:55 am|ACC|||
SOUTH BERWICK|N||048200630|R|1-1|1|35|6|1|WV|06/05/2014|IV|06/05/2014|DV|06/09/2014 10:55 am|ACC|||
SOUTH BERWICK|N||100406770|D|1-1|1|35|6|1|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:18 pm|ACC|||
SOUTH BERWICK|N||048001645|D|1-1|1|35|6|1|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:19 pm|ACC|||
SOUTH BERWICK|N||048200945|R|1-1|1|35|6|1|WV|06/05/2014|IF|06/05/2014|IF|06/09/2014 08:50 am|ACC|||
SOUTH BERWICK|N||048200953|D|1-1|1|35|6|1|WV|05/23/2014|IV|05/23/2014|MA|06/05/2014 11:31 am|ACC|||
SOUTH BERWICK|N||048200984|R|1-1|1|35|6|1|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 03:51 pm|ACC|||
SOUTH BERWICK|N||046401287|D|1-1|1|35|6|1|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:19 pm|ACC|||
SOUTH BERWICK|N||048201277|D|1-1|1|35|6|1|VP|05/30/2014|VP|05/30/2014|VP|05/30/2014 10:59 am|ACC|||
SOUTH BERWICK|N||048201465|D|1-1|1|35|6|1|ER|05/29/2014|MV|05/30/2014|MA|06/03/2014 12:15 pm|ACC|||
SOUTH BERWICK|N||100406771|D|1-1|1|35|6|1|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:19 pm|ACC|||
SOUTH BERWICK|N||048503278|R|1-1|1|35|6|1|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:20 pm|ACC|||
SOUTH BERWICK|N||048201794|R|1-1|1|35|6|1|ER|05/13/2014|MV|05/13/2014|MA|05/16/2014 12:30 pm|ACC|||
SOUTH BERWICK|N||048201796|R|1-1|1|35|6|1|ER|05/13/2014|MV|05/13/2014|||REJ|||
SOUTH BERWICK|N||048201827|D|1-1|1|35|6|1|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 11:04 am|ACC|||
SOUTH BERWICK|N||048201828|D|1-1|1|35|6|1|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 11:14 am|ACC|||
SOUTH BERWICK|N||047301554|D|1-1|1|35|6|1|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:20 pm|ACC|||
SOUTH BERWICK|N||048202118|D|1-1|1|35|6|1|WV|05/16/2014|IF|05/16/2014|||REJ|||
SOUTH BERWICK|N||048202273|D|1-1|1|35|6|1|WV|06/05/2014|IF|06/05/2014|IF|06/10/2014 10:32 am|ACC|||
SOUTH BERWICK|N||037602995|R|1-1|1|35|6|1|WV|06/03/2014|IV|06/03/2014|DV|06/09/2014 09:30 am|ACC|||
SOUTH BERWICK|N||100168222|R|1-1|1|35|6|1|ER|05/19/2014|MV|05/22/2014|MA|06/04/2014 11:43 am|ACC|||
SOUTH BERWICK|N||048200737|D|1-1|1|35|6|1|TR|05/19/2014|MV|05/19/2014|MA|06/04/2014 11:44 am|ACC|||
SOUTH BERWICK|N||048202561|R|1-1|1|35|6|1|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 10:55 am|ACC|||
SOUTH BERWICK|N||046402916|D|1-1|1|35|6|1|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:21 pm|ACC|||
SOUTH BERWICK|N||047203962|D|1-1|1|35|6|1|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:21 pm|ACC|||
SOUTH BERWICK|N||048507447|R|1-1|1|35|6|1|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:22 pm|ACC|||
SOUTH BERWICK|N||048203837|D|1-1|1|35|2|1|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 12:18 pm|ACC|||
SOUTH BERWICK|N|S|100187548|R|1-1|1|35|6|1|ER|04/29/2014|MV|04/29/2014|||REJ|||
SOUTH BERWICK|N||048204226|R|1-1|1|35|6|1|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 11:34 am|ACC|||
SOUTH BERWICK|N||048204227|R|1-1|1|35|6|1|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 11:27 am|ACC|||
SOUTH BERWICK|N||048204543|G|1-1|1|35|2|1|WV|06/05/2014|IF|06/05/2014|DV|06/09/2014 02:12 pm|ACC|||
SOUTH BERWICK|N||048204544|R|1-1|1|35|2|1|WV|06/05/2014|IV|06/05/2014|IF|06/09/2014 02:12 pm|ACC|||
SOUTH BERWICK|N||100108655|R|1-1|1|35|6|1|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:22 pm|ACC|||
SOUTH BERWICK|N||047603386|D|1-1|1|35|6|1|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:23 pm|ACC|||
SOUTH BRISTOL|N|O|021400053|D|1-1|1|13|89|2|WV|05/21/2014|MV|05/21/2014|||REJ|||
SOUTH PORTLAND|N||049700080|R|3-1|1|29|32|4|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 11:25 am|ACC|||
SOUTH PORTLAND|N||100034075|D|1-1|1|29|31|4|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 09:21 am|ACC|||
SOUTH PORTLAND|N||049700591|D|4-1|1|29|32|4|VP|05/28/2014|VP|05/28/2014|VP|05/28/2014 10:39 am|ACC|||
SOUTH PORTLAND|N||049700641|D|5-1|1|29|33|4|TR|06/04/2014|MV|06/04/2014|MA|06/09/2014 09:47 am|ACC|||
SOUTH PORTLAND|N||049700810|D|1-1|1|29|31|4|VP|05/19/2014|VP|05/19/2014|VP|05/19/2014 10:45 am|ACC|||
SOUTH PORTLAND|N||049701086|R|5-1|1|29|33|4|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 12:39 pm|ACC|||
SOUTH PORTLAND|N||100027218|D|4-1|1|29|33|4|WV|06/10/2014|SC|06/10/2014|IF|06/10/2014 06:01 pm|ACC|||
SOUTH PORTLAND|N||049701476|D|4-1|1|29|33|4|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 05:47 pm|ACC|||
SOUTH PORTLAND|N||049707412|D|2-1|1|29|31|4|WV|06/03/2014|IF|06/03/2014|IF|06/05/2014 11:38 am|ACC|||
SOUTH PORTLAND|N||049701578|R|2-1|1|29|32|4|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 01:28 pm|ACC|||
SOUTH PORTLAND|N||049701771|D|3-1|1|29|32|4|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 09:47 am|ACC|||
SOUTH PORTLAND|N||100237340|D|3-1|1|29|32|4|WV|05/22/2014|IF|05/22/2014|DV|05/28/2014 08:55 am|ACC|||
SOUTH PORTLAND|N||049701774|D|3-1|1|29|32|4|WV|05/22/2014|MV|05/22/2014|DV|05/28/2014 08:58 am|ACC|||
SOUTH PORTLAND|N||049701865|R|3-1|1|29|33|4|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 12:00 pm|ACC|||
SOUTH PORTLAND|N||049701907|D|4-1|1|29|33|4|ER|06/05/2014|MV|06/05/2014|||REJ|||
SOUTH PORTLAND|N||049701944|D|1-1|1|29|31|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 02:32 pm|ACC|||
SOUTH PORTLAND|N||049701945|D|1-1|1|29|31|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 02:34 pm|ACC|||
SOUTH PORTLAND|N||049702388|D|2-1|1|29|31|4|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 09:50 am|ACC|||
SOUTH PORTLAND|N||049702445|D|4-1|1|29|32|4|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 04:26 pm|ACC|||
SOUTH PORTLAND|N||049702476|D|1-1|1|29|31|4|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:35 am|ACC|||
SOUTH PORTLAND|N||045900046|D|1-1|1|29|31|4|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 03:21 pm|ACC|||
SOUTH PORTLAND|N||049702868|D|3-1|1|29|32|4|ER|06/03/2014|MV|06/03/2014|IF|06/09/2014 04:27 pm|ACC|||
SOUTH PORTLAND|N||049702869|R|3-1|1|29|32|4|ER|06/03/2014|MV|06/03/2014|DV|06/09/2014 04:26 pm|ACC|||
SOUTH PORTLAND|N||049702881|D|1-1|1|29|31|4|WV|06/03/2014|IV|06/03/2014|DV|06/03/2014 02:44 pm|ACC|||
SOUTH PORTLAND|N||049703162|D|1-1|1|29|31|4|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:15 am|ACC|||
SOUTH PORTLAND|N||049703259|R|4-1|1|29|32|4|ER|05/30/2014|MV|05/30/2014|MA|06/03/2014 10:03 am|ACC|||
SOUTH PORTLAND|N||049703262|R|4-1|1|29|32|4|ER|05/30/2014|MV|05/30/2014|MA|06/03/2014 10:04 am|ACC|||
SOUTH PORTLAND|N||049609611|D|2-1|1|29|31|4|ER|05/14/2014|MV|05/14/2014|MA|05/19/2014 10:44 am|ACC|||
SOUTH PORTLAND|N||049703490|D|2-1|1|29|32|4|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 10:07 am|ACC|||
SOUTH PORTLAND|N||049703498|D|2-1|1|29|32|4|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 10:01 am|ACC|||
SOUTH PORTLAND|N||049703499|D|2-1|1|29|32|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:08 pm|ACC|||
SOUTH PORTLAND|N||049703514|R|2-1|1|29|31|4|ER|05/27/2014|MV|05/27/2014|DV|05/29/2014 12:03 pm|ACC|||
SOUTH PORTLAND|N||049703786|D|3-1|1|29|33|4|TR|06/03/2014|MV|06/03/2014|MA|06/06/2014 11:42 am|ACC|||
SOUTH PORTLAND|N||049703855|D|2-1|1|29|32|4|TR|05/29/2014|MV|05/29/2014|MA|06/03/2014 12:51 pm|ACC|||
SOUTH PORTLAND|N||049704127|D|4-1|1|29|32|4|WV|05/30/2014|IV|05/30/2014|||REJ|||
SOUTH PORTLAND|N||049704480|R|3-1|1|29|32|4|TR|06/05/2014|MV|06/05/2014|MA|06/09/2014 02:00 pm|ACC|||
SOUTH PORTLAND|N||049704568|D|3-1|1|29|32|4|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 10:29 am|ACC|||
SOUTH PORTLAND|N||100076699|D|4-1|1|29|32|4|WV|06/04/2014|IF|06/04/2014|||REJ|||
SOUTH PORTLAND|N||049704852|D|5-1|1|29|33|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 10:54 am|ACC|||
SOUTH PORTLAND|N||100038259|D|5-1|1|29|33|4|TR|05/20/2014|MV|05/20/2014|MA|05/27/2014 12:53 pm|ACC|||
SOUTH PORTLAND|N||049705195|R|1-1|1|29|31|4|WV|05/13/2014|IV|05/13/2014|DV|05/28/2014 02:07 pm|ACC|||
SOUTH PORTLAND|N||100266907|R|1-1|1|29|31|4|WV|05/13/2014|IF|05/13/2014|DV|05/28/2014 02:05 pm|ACC|||
SOUTH PORTLAND|N||049706390|D|1-1|1|29|31|4|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 09:43 am|ACC|||
SOUTH PORTLAND|N||049706403|D|1-1|1|29|31|4|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 09:42 am|ACC|||
SOUTH PORTLAND|N||049706431|D|2-1|1|29|32|4|VP|05/28/2014|VP|05/28/2014|VP|05/28/2014 01:21 pm|ACC|||
SOUTH PORTLAND|N||049706440|D|2-1|1|29|32|4|TR|05/14/2014|MV|05/14/2014|MA|05/19/2014 10:40 am|ACC|||
SOUTH PORTLAND|N||049617223|D|2-1|1|29|32|4|TR|05/30/2014|MV|05/30/2014|MA|06/10/2014 11:18 am|ACC|||
SOUTH PORTLAND|N||049002419|D|2-1|1|29|32|4|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 08:35 am|ACC|||
SOUTH PORTLAND|N||046504500|D|1-1|1|29|31|4|TR|05/29/2014|MV|05/29/2014|||REJ|||
SOUTH PORTLAND|N||049706802|D|2-1|1|29|31|4|ER|05/21/2014|MV|05/21/2014|||REJ|||
SOUTH PORTLAND|N||049707020|D|2-1|1|29|31|4|VP|05/19/2014|VP|05/19/2014|VP|05/19/2014 09:30 am|ACC|||
SOUTH PORTLAND|N||049707282|D|2-1|1|29|31|4|ER|05/22/2014|MV|05/22/2014|DV|06/09/2014 04:25 pm|ACC|||
SOUTH PORTLAND|N||049707409|R|2-1|1|29|31|4|WV|06/03/2014|IV|06/03/2014|DV|06/05/2014 11:39 am|ACC|||
SOUTH PORTLAND|N||049707614|D|5-1|1|29|33|4|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 01:06 pm|ACC|||
SOUTH PORTLAND|N||100373354|R|2-1|1|29|32|4|TR|05/29/2014|MV|05/29/2014|MA|06/04/2014 11:01 am|ACC|||
SOUTH PORTLAND|N||100128892|G|1-1|1|29|31|4|ER|06/03/2014|MV|06/03/2014|||REJ|||
SOUTH PORTLAND|N||049708091|D|3-1|1|29|32|4|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 08:32 am|ACC|||
SOUTH PORTLAND|N||009606267|R|2-1|1|29|32|4|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 09:07 am|ACC|||
SOUTH PORTLAND|N||049708251|R|5-1|1|29|33|4|TR|05/13/2014|MV|05/13/2014|DV|05/15/2014 01:16 pm|ACC|||
SOUTH PORTLAND|N||049708262|R|5-1|1|29|33|4|TR|05/13/2014|MV|05/13/2014|DV|05/15/2014 01:17 pm|ACC|||
SOUTH PORTLAND|N||049708300|D|1-1|1|29|31|4|WV|06/09/2014|IF|06/09/2014|IF|06/10/2014 03:37 pm|ACC|||
SOUTH PORTLAND|N||049708845|D|5-1|1|29|33|4|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 08:05 am|ACC|||
SOUTH PORTLAND|N||049709025|D|2-1|1|29|31|4|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 11:10 am|ACC|||
SOUTH PORTLAND|N||009802985|R|5-1|1|29|33|4|WV|06/02/2014|IF|06/02/2014|MA|06/04/2014 11:02 am|ACC|||
SOUTH PORTLAND|N||009802986|R|5-1|1|29|33|4|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 01:39 pm|ACC|||
SOUTH PORTLAND|N||049709856|D|1-1|1|29|31|4|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 11:52 am|ACC|||
SOUTH PORTLAND|N||049709857|R|1-1|1|29|31|4|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 12:47 pm|ACC|||
SOUTH PORTLAND|N||049709864|R|1-1|1|29|31|4|WV|06/04/2014|IF|06/04/2014|DV|06/06/2014 11:52 am|ACC|||
SOUTH PORTLAND|N||049710072|D|5-1|1|29|33|4|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 03:26 pm|ACC|||
SOUTH PORTLAND|N||049710202|D|2-1|1|29|31|4|ER|05/22/2014|MV|05/22/2014|DV|05/28/2014 10:52 am|ACC|||
SOUTH PORTLAND|N||049710404|D|1-1|1|29|31|4|WV|05/30/2014|IF|05/30/2014|DV|06/02/2014 11:59 am|ACC|||
SOUTH PORTLAND|N||049710406|D|1-1|1|29|31|4|WV|05/30/2014|IV|05/30/2014|DV|06/02/2014 12:00 pm|ACC|||
SOUTH PORTLAND|N||049710418|D|3-1|1|29|33|4|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 09:53 am|ACC|||
SOUTH PORTLAND|N||049710434|R|4-1|1|29|32|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 02:23 pm|ACC|||
SOUTH PORTLAND|N||049652288|D|4-1|1|29|32|4|ER|05/16/2014|MV|05/16/2014|MA|05/20/2014 11:19 am|ACC|||
SOUTH PORTLAND|N||049710534|D|1-1|1|29|31|4|WV|05/23/2014|IF|05/23/2014|MA|05/28/2014 10:37 am|ACC|||
SOUTH PORTLAND|N||049710535|D|1-1|1|29|31|4|WV|05/23/2014|IV|05/23/2014|MA|05/28/2014 10:37 am|ACC|||
SOUTH PORTLAND|N||049710540|R|2-1|1|29|32|4|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:50 am|ACC|||
SOUTH PORTLAND|N||049710551|D|1-1|1|29|31|4|TR|06/05/2014|MV|06/05/2014|MA|06/09/2014 02:03 pm|ACC|||
SOUTH PORTLAND|N||049710715|D|4-1|1|29|33|4|WV|06/05/2014|IV|06/05/2014|||REJ|||
SOUTH PORTLAND|N||049711071|R|1-1|1|29|31|4|WV|06/05/2014|IV|06/05/2014|DV|06/06/2014 01:21 pm|ACC|||
SOUTH PORTLAND|N||049711118|R|4-1|1|29|33|4|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 04:43 pm|ACC|||
SOUTH PORTLAND|N||049711129|R|4-1|1|29|33|4|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 04:44 pm|ACC|||
SOUTH PORTLAND|N||049711193|R|1-1|1|29|31|4|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:27 am|ACC|||
SOUTH PORTLAND|N||049711247|D|3-1|1|29|33|4|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 11:07 am|ACC|||
SOUTH PORTLAND|N||049711612|D|3-1|1|29|33|4|VP|05/28/2014|VP|05/28/2014|VP|05/28/2014 12:06 pm|ACC|||
SOUTH PORTLAND|N||049711613|D|3-1|1|29|33|4|VP|05/28/2014|VP|05/28/2014|VP|05/28/2014 12:07 pm|ACC|||
