Ward,Division,Address,Location,Building Code,Parking Code
45,22,2645 E WESTMORELAND ST,OFFICE,R,N
45,23,2843 ORTHODOX ST,POINT NO POINT CLUB,B,N
45,24,TIOGA & GAUL STS,SAMUELS RECREATION CENTER,R,L
45,25,2843 ORTHODOX ST,POINT NO POINT CLUB,B,N
46,1,4523-31 CHESTER AVE,ELMWOOD COMMUNITY METH CHURCH,A,L
46,2,4701 PINE ST,GARDEN COURT PLAZA,F,L
46,3,509 S 52ND ST,DIVINE CREATIONS UNISEX SALON,R,N
46,4,533 S 52ND ST,TRAINING CENTER,M,N
46,5,5501 CEDAR AVE,BOYS LATIN CHARTER SCHOOL,A,L
46,6,5501 CEDAR AVE,BOYS LATIN CHARTER SCHOOL,A,L
46,7,47TH & LOCUST STS,LEA SCHOOL,M,N
46,8,4703 KINGSESSING AVE,RENAISSANCE HEALTHCARE CENTER,M,L
46,9,4828 BALTIMORE AVE,HAIR SALON,F,N
46,10,533 S 52ND ST,TRAINING CENTER,M,N
46,11,53RD & BALTIMORE AVE,HARRINGTON SCHOOL,M,L
46,12,56TH & CHRISTIAN STS,CHRISTY RECREATION CENTER,F,L
46,13,56TH & CHRISTIAN STS,CHRISTY RECREATION CENTER,F,L
46,14,56TH & CHRISTIAN STS,CHRISTY RECREATION CENTER,F,L
46,15,56TH & CHRISTIAN STS,CHRISTY RECREATION CENTER,F,L
46,16,4523-31 CHESTER AVE,ELMWOOD COMMUNITY METH CHURCH,A,L
46,17,4800 BALTIMORE AVE,THE GOLD STANDARD RESTAURANT,M,N
46,18,4523-31 CHESTER AVE,ELMWOOD COMMUNITY METH CHURCH,A,L
46,19,4701 PINE ST,GARDEN COURT PLAZA,F,L
46,20,56TH & CHRISTIAN STS,CHRISTY RECREATION CENTER,F,L
46,21,56TH & CHRISTIAN STS,CHRISTY RECREATION CENTER,F,L
46,22,47TH & LOCUST STS,LEA SCHOOL,M,N
46,23,4508 SANSOM ST,SANSOM HOUSE SR LIVING,F,L
47,1,1510 W STILES ST,CHURCH OF FAITH & DELIVERANCE,M,N
47,2,1510 W STILES ST,CHURCH OF FAITH & DELIVERANCE,M,N
47,3,16TH & JEFFERSON STS,AME UNION METHODIST CHURCH,M,N
47,4,1628 W MASTER ST,NAT'L TEMPLE BAPTIST CHURCH,M,L
47,5,1628 W MASTER ST,NAT'L TEMPLE BAPTIST CHURCH,M,L
47,6,1510-1514 W OXFORD ST,NO PHILA 7TH DAY ADVENTIST,F,N
47,7,18TH & OXFORD STS,MEADE SCHOOL,M,N
47,8,18TH & OXFORD STS,MEADE SCHOOL,M,N
47,9,1710 N CROSKEY ST,BENTLEY HALL (PHA),M,L
47,10,1999 RIDGE AVE,MOORE MANOR SR HOME,F,L
47,11,1710 N CROSKEY ST,BENTLEY HALL (PHA),M,L
47,12,16TH & JEFFERSON STS,AME UNION METHODIST CHURCH,M,N
47,13,1999 RIDGE AVE,MOORE MANOR SR HOME,F,L
47,14,18TH & OXFORD STS,MEADE SCHOOL,M,N
48,1,16TH & JACKSON STS,GUERIN REC CTR-GYM BUILDING,M,N
48,2,1920 S 20TH ST,DIXON HOUSE COMMUNITY CENTER,F,L
48,3,22ND & MC CLELLAN STS,MC DANIEL SCHOOL,F,N
48,4,1928 POINT BREEZE AVE,PREPARATORY CHARTER SCHOOL,F,L
48,5,1920 S 20TH ST,DIXON HOUSE COMMUNITY CENTER,F,L
48,6,1920 S 20TH ST,DIXON HOUSE COMMUNITY CENTER,F,L
48,7,2600 MOORE ST,ST JOHN NEUMANN PLACE,F,H
48,8,2301 SNYDER AVE,YESHA WORSHIP CENTER,M,N
48,9,24TH & JACKSON STS,UNIVERSAL VARE CHARTER SCHOOL,A,L
48,10,1928 POINT BREEZE AVE,PREPARATORY CHARTER SCHOOL,F,L
48,11,1905 VARE AVE,PHA PRE APPRENTICE PROGRAM,F,L
48,12,2301 SNYDER AVE,YESHA WORSHIP CENTER,M,N
48,13,16TH & JACKSON STS,GUERIN REC CTR-GYM BUILDING,M,N
48,14,16TH & JACKSON STS,GUERIN REC CTR-GYM BUILDING,M,N
48,15,24TH & JACKSON STS,UNIVERSAL VARE CHARTER SCHOOL,A,N
48,16,24TH & JACKSON STS,UNIVERSAL VARE CHARTER SCHOOL,A,N
48,17,2301 SNYDER AVE,YESHA WORSHIP CENTER,M,N
48,18,1930 S BROAD ST,CONSTITUTION HEALTH PLAZA,F,N
48,19,1928 POINT BREEZE AVE,PREPARATORY CHARTER SCHOOL,F,L
48,20,1930 S BROAD ST,CONSTITUTION HEALTH PLAZA,F,N
48,21,2506 JACKSON ST,WILSON PARK HOMES,F,L
48,22,2600 MOORE ST,ST JOHN NEUMANN PLACE,F,H
48,23,1905 VARE AVE,PHA PRE APPRENTICE PROGRAM,F,L
49,1,4521 N 05TH ST,PAN AMERICAN CLINIC,R,N
49,2,5501 N 11TH ST,COMMUNITY HOUSE APTS,M,L
49,3,1300 W GODFREY AVE,COMMUNITY COLL OF PHILA NW,F,H
49,4,OLD YORK ROAD & LOUDEN ST,COOKE MIDDLE SCHOOL,M,L
49,5,4541 N BROAD ST,BELOVED ST JOHN CHURCH,N,N
49,6,12TH & OAKLANE AVE,OAK LANE LIBRARY,A,L
49,7,10TH ST & CHEW AVE,CHERASHORE RECREATION CENTER,M,L
49,8,OAKLANE & N 11TH ST,OAKLANE PRESBYTERIAN CHURCH,M,L
49,9,5110 N 6TH ST,PHILLIPPIAN GARDENS,M,L
49,10,9TH & LINDLEY STS,BIRNEY PREP ACADEMY,M,L
49,11,OLD YORK ROAD & LOUDEN ST,COOKE MIDDLE SCHOOL,M,L
49,12,OLD YORK ROAD & LOUDEN ST,COOKE MIDDLE SCHOOL,M,L
49,13,OLD YORK ROAD & LOUDEN ST,COOKE MIDDLE SCHOOL,M,L
49,14,8TH & DUNCANNON STS,BARRETT RECREATION CENTER,M,L
49,15,9TH & LINDLEY STS,BIRNEY PREP ACADEMY,M,L
49,16,10TH ST & CHEW AVE,CHERASHORE RECREATION CENTER,M,L
49,17,1301 W RUSCOMB ST,SECOND MACEDONIA CHURCH,M,L
49,18,908 W GODFREY AVE,LEE'S MONUMENTS,M,N
49,19,9TH & LINDLEY STS,BIRNEY PREP ACADEMY,M,L
49,20,1300 W GODFREY AVE,COMMUNITY COLL OF PHILA NW,F,H
49,21,5325 OLD YORK ROAD,YORK HOUSE SOUTH,F,L
49,22,8TH & DUNCANNON STS,BARRETT RECREATION CENTER,M,L
50,1,PROVIDENT & GOWEN AVE,EMANUEL RECREATION CENTER,F,L
50,2,MT PLEASANT & WOOLSTON AVES,LEEDS SCHOOL,M,L
50,3,SEDGWICK & THOURON STS,F S EDMONDS SCHOOL,M,L
50,4,PROVIDENT & GOWEN AVE,EMANUEL RECREATION CENTER,F,L
50,5,MT PLEASANT & WOOLSTON AVES,LEEDS SCHOOL,M,L
50,6,UPSAL & MANSFIELD STS,FINLEY RECREATION CENTER,M,L
50,7,MT PLEASANT & WOOLSTON AVES,LEEDS SCHOOL,M,L
50,8,UPSAL & MANSFIELD STS,FINLEY RECREATION CENTER,M,L
50,9,STENTON & GOWEN AVES,OXFORD PRESBYTERIAN CHURCH,B,L
50,10,PROVIDENT & GOWEN AVES,EMANUEL RECREATION CENTER,F,L
50,11,UPSAL & MANSFIELD STS,FINLEY RECREATION CENTER,M,L
50,12,SEDGWICK & THOURON STS,F S EDMONDS SCHOOL,M,L
50,13,7909 OGONTZ AVENUE,TERRYS BARBER SHOP,M,N
50,14,1215 E VERNON ROAD,REFORMATION LUTHERAN CHURCH,F,N
50,15,1215 E VERNON ROAD,REFORMATION LUTHERAN CHURCH,F,N
50,16,76TH & OGONTZ AVE,FIRE ENGINE CO # 73,M,L
50,17,PROVIDENT & GOWEN AVES,EMANUEL RECREATION CENTER,F,L
50,18,MT PLEASANT & WOOLSTON AVES,LEEDS SCHOOL,M,L
50,19,PROVIDENT & GOWEN AVE,EMANUEL RECREATION CENTER,F,L
50,20,76TH & OGONTZ AVE,FIRE ENGINE CO # 73,M,L
50,21,STENTON & GOWEN AVES,OXFORD PRESBYTERIAN CHURCH,B,L
50,22,PROVIDENT & GOWEN AVE,EMANUEL RECREATION CENTER,F,L
50,23,UPSAL & MANSFIELD STS,FINLEY RECREATION CENTER,M,L
50,24,WASHINGTON LA & LIMEKILN PK,WEST OAK LANE LIBRARY,M,L
50,25,7708 OGONTZ AVENUE,REMNANT CHURCH OF GOD,M,N
50,26,7501 OGONTZ AVE,PHILA DELIVERANCE TABERNACLE,R,L
50,27,UPSAL & MANSFIELD STS,FINLEY RECREATION CENTER,M,N
50,28,7210-12 OGONTZ AVE,WEST OAKLANE OLDER ADULT CTR,M,L
50,29,1448 GREENWOOD AVE,EL SHADDAI WORD CENTER CHURCH,N,N
50,30,76TH & OGONTZ AVE,FIRE ENGINE CO # 73,M,L
51,1,59TH & BALTIMORE AVE,BLANCHE NIXON LIBRARY,F,L
51,2,1201 S 51ST ST,KINGSESSING LIBRARY,M,N
51,3,51ST ST & GREENWAY AVE,COMEGYS SCHOOL,M,L
51,4,58TH & WILLOWS AVE,LONGSTRETH SCHOOL,F,L
51,5,1201 S 51ST ST,KINGSESSING LIBRARY,M,N
51,6,1201 S 51ST ST,KINGSESSING LIBRARY,M,N
51,7,1201 S 51ST ST,KINGSESSING LIBRARY,M,N
51,8,51ST ST & GREENWAY AVE,COMEGYS SCHOOL,M,L
51,9,51ST ST & GREENWAY AVE,COMEGYS SCHOOL,M,L
51,10,5300 CHESTER AVE,HOLY FAMILY HALL,M,L
51,11,5300 CHESTER AVE,HOLY FAMILY HALL,M,L
51,12,5220 WHITBY AVE,VICTORY CHRISTIAN CENTER,M,H
51,13,5220 WHITBY AVE,VICTORY CHRISTIAN CENTER,M,H
51,14,52ND & WILLOWS AVE,FIRE ENGINE CO # 68,F,L
51,15,53RD & BALTIMORE AVE,HARRINGTON SCHOOL,M,L
51,16,53RD & BALTIMORE AVE,HARRINGTON SCHOOL,M,L
51,17,5220 WHITBY AVE,VICTORY CHRISTIAN CENTER,M,H
51,18,53RD & BALTIMORE AVE,HARRINGTON SCHOOL,M,L
51,19,58TH & WILLOWS AVE,LONGSTRETH SCHOOL,F,L
51,20,58TH & WILLOWS AVE,LONGSTRETH SCHOOL,F,L
51,21,56TH & KINGSESSING AVE,MITCHELL SCHOOL,M,L
51,22,56TH & KINGSESSING AVE,MITCHELL SCHOOL,M,L
51,23,58TH & WILLOWS AVE,LONGSTRETH SCHOOL,F,L
51,24,56TH & KINGSESSING AVE,MITCHELL SCHOOL,M,L
51,25,56TH & KINGSESSING AVE,MITCHELL SCHOOL,M,L
51,26,58TH & WILLOWS AVE,LONGSTRETH SCHOOL,F,L
51,27,58TH & WILLOWS AVE,LONGSTRETH SCHOOL,F,L
51,28,58TH & WILLOWS AVE,LONGSTRETH SCHOOL,F,L
52,1,4950 PARKSIDE AVE,PARK AVE BANQUET HALL,M,N
52,2,3600 CONSHOHOCKEN AVE,RIVER PARK HOUSE APTS,M,L
52,3,4001 CONSHOHOCKEN AVE,PARK TOWER APTS,F,L
52,4,3701 CONSHOHOCKEN AVE,DUFFIELD HOUSE,M,L
52,5,57TH & WYNNEFIELD AVE,GOMPERS SCHOOL,N,N
52,6,3939 CONSHOHOCKEN AVE,BRITH SHOLOM HOUSE,F,L
52,7,3939 CONSHOHOCKEN AVE,BRITH SHOLOM HOUSE,F,L
52,8,4001 CONSHOHOCKEN AVE,PARK TOWER APTS,F,L
52,9,2101 BELMONT AVE,SIMPSON HOUSE,B,L
52,10,3900 FORD RD,PARK PLAZA CONDOS-WEST LOBBY,M,H
52,11,2600 BELMONT AVE,INGLIS HOUSE (FOUNDERS HALL),F,H
52,12,2600 BELMONT AVE,INGLIS HOUSE (FOUNDERS HALL),F,H
52,13,4910 WYNNEFIELD AVE,SETTLEMENT MUSIC SCHOOL,F,L
52,14,5301 OVERBROOK AVE,JOHN C ANDERSON CULTURE CTR,M,L
52,15,54TH & WYNNEFIELD AVE,PINN MEMORIAL BAPTIST CHURCH,M,L
52,16,5219 WYNNEFIELD AVE,FAIRVIEW ARMS APTS,R,L
52,17,5100 LEBANON AVE,BRYN MAWR SUITES,R,L
52,18,5359 LEBANON AVE,ST BARBARA'S CHURCH,M,H
52,19,54TH & WYNNEFIELD AVE,PINN MEMORIAL BAPTIST CHURCH,M,L
52,20,59TH & MALVERN AVE,BEEBER MIDDLE SCHOOL,M,L
52,21,53RD & PARKSIDE AVE,PARKSIDE EVANS RECREATION CTR,F,L
52,22,1717 N 54TH ST,WYNNEFIELD PLACE,F,H
52,23,1717 N 54TH ST,WYNNEFIELD PLACE,F,H
52,24,1717 N 54TH ST,WYNNEFIELD PLACE,F,H
52,25,5478 ARLINGTON ST,CHURCH OFFICE,M,N
52,26,59TH & MALVERN AVE,BEEBER MIDDLE SCHOOL,M,L
52,27,59TH & MALVERN AVE,BEEBER MIDDLE SCHOOL,M,L
52,28,3939 CONSHOHOCKEN AVE,BRITH SHOLOM HOUSE,F,L
53,1,FRONTENAC & DEVEREAUX AVE,CARNELL LITTLE SCHOOLHOUSE,R,N
53,2,FRONTENAC & DEVEREAUX AVE,CARNELL LITTLE SCHOOLHOUSE,R,N
53,3,FRONTENAC & DEVEREAUX AVE,CARNELL LITTLE SCHOOLHOUSE,R,N
53,4,ROBBINS AVE & FRONTENAC ST,TARKEN RECREATION CENTER,M,L
53,5,FRONTENAC & DEVEREAUX AVE,CARNELL LITTLE SCHOOLHOUSE,R,N
53,6,ROBBINS AVE & FRONTENAC ST,TARKEN RECREATION CENTER,M,L
53,7,ROBBINS AVE & FRONTENAC ST,TARKEN RECREATION CENTER,M,L
53,8,ROBBINS AVE & FRONTENAC ST,TARKEN RECREATION CENTER,M,L
53,9,1009 UNRUH AVE,ST THOMAS INDIAN ORTHODOX CHUR,M,L
53,10,6304 CASTOR AVE,BUSHROD LIBRARY,F,N
53,11,1009 UNRUH AVE,ST THOMAS INDIAN ORTHODOX CHUR,M,L
53,12,1009 UNRUH AVE,ST THOMAS INDIAN ORTHODOX CHUR,M,L
53,13,SUMMERDALE & LONGSHORE AVES,HAMPTON MOORE SCHOOL,F,L
53,14,SUMMERDALE & LONGSHORE AVES,HAMPTON MOORE SCHOOL,F,L
53,15,1009 UNRUH AVE,ST THOMAS INDIAN ORTHODOX CHUR,M,L
53,16,SUMMERDALE & LONGSHORE AVES,HAMPTON MOORE SCHOOL,F,L
53,17,7048 CASTOR AVE,TREE OF LIFE CLINIC,F,N
53,18,COTTMAN & ALGON AVES,NORTHEAST HIGH SCHOOL,M,L
53,19,SUMMERDALE & LONGSHORE AVES,HAMPTON MOORE SCHOOL,F,L
53,20,PENNWAY & COTTMAN AVE,JARDEL RECREATION CENTER//REAR,M,L
53,21,COTTMAN & LAWNDALE AVES,UNITED METH CHURCH OF REDEEMER,M,L
53,22,SUMMERDALE & LONGSHORE AVES,HAMPTON MOORE SCHOOL,F,L
53,23,1009 UNRUH AVE,ST THOMAS INDIAN ORTHODOX CHUR,M,L
54,1,LEVICK & HORROCKS STS,SPRUANCE LITTLE SCHOOLHOUSE,M,L
54,2,LEVICK & HORROCKS STS,SPRUANCE LITTLE SCHOOLHOUSE,M,L
54,3,LEVICK & HORROCKS STS,SPRUANCE LITTLE SCHOOLHOUSE,M,L
54,4,1601 HELLERMAN ST,MAX MYERS RECREATION CENTER,A,L
54,5,LEVICK & HORROCKS STS,SPRUANCE LITTLE SCHOOLHOUSE,M,L
54,6,6501 BUSTLETON AVE,GREEK ORTHODOX CHURCH,B,L
54,7,6501 BUSTLETON AVE,GREEK ORTHODOX CHURCH,B,L
54,8,2228 COTTMAN AVE,NORTHEAST REGIONAL LIBRARY,M,L
54,9,1601 HELLERMAN ST,MAX MYERS RECREATION CENTER,A,L
54,10,6501 BUSTLETON AVE,GREEK ORTHODOX CHURCH,B,L
54,11,6501 BUSTLETON AVE,GREEK ORTHODOX CHURCH,B,L
54,12,6501 BUSTLETON AVE,GREEK ORTHODOX CHURCH,B,L
54,13,1601 HELLERMAN ST,MAX MYERS RECREATION CENTER,A,L
54,14,TYSON & HORROCKS STS,SOLIS COHEN LITTLE SCHOOLHOUSE,M,L
54,15,TYSON & HORROCKS ST,SOLIS COHEN SCHOOL,M,L
54,16,TYSON & HORROCKS ST,SOLIS COHEN SCHOOL,M,L
54,17,TYSON & HORROCKS ST,SOLIS COHEN SCHOOL,M,L
54,18,TYSON & HORROCKS ST,SOLIS COHEN SCHOOL,M,L
54,19,TYSON & HORROCKS STS,SOLIS COHEN LITTLE SCHOOLHOUSE,M,L
54,20,TYSON & HORROCKS STS,SOLIS COHEN LITTLE SCHOOLHOUSE,M,L
54,21,2228 COTTMAN AVE,NORTHEAST REGIONAL LIBRARY,M,L
54,22,TYSON & HORROCKS ST,SOLIS COHEN SCHOOL,M,L
55,1,6025 ERDRICK ST,RESIDENCE,B,N
55,2,6101 JACKSON ST,LAWTON SCHOOL,F,L
55,3,6325 FRANKFORD AVE,OLD DEVON THEATRE STORE # 2,M,N
55,4,HELLERMAN & WALKER STS,ROOSEVELT RECREATION CENTER,F,L
55,5,HELLERMAN & WALKER STS,ROOSEVELT RECREATION CENTER,F,L
55,6,6325 FRANKFORD AVE,OLD DEVON THEATRE STORE # 2,M,N
55,7,HELLERMAN & WALKER STS,ROOSEVELT RECREATION CENTER,F,L
55,8,3201 MAGEE AVE,HAIR SALON,N,N
55,9,3001 LEVICK ST,ST TIMOTHYS SCHOOL,M,L
55,10,ROBBINS & HAWTHORNE,LOWER MAYFAIR REC CENTER,F,L
55,11,TYSON AVE & SACKETT ST,ST JOHNS CHURCH,M,L
55,12,TYSON AVE & SACKETT ST,ST JOHNS CHURCH,M,L
55,13,3001 LEVICK ST,ST TIMOTHYS SCHOOL,M,L
55,14,ROBBINS AVE & HAWTHORNE ST,LOWER MAYFAIR REC CENTER,F,L
55,15,ROBBINS AVE & HAWTHORNE ST,LOWER MAYFAIR REC CENTER,F,L
55,16,HAWTHORNE & PRINCETON AVE,MAYFAIR SCHOOL,A,L
55,17,HAWTHORNE & PRINCETON AVE,MAYFAIR SCHOOL,A,L
55,18,HAWTHORNE & PRINCETON AVE,MAYFAIR SCHOOL,A,L
55,19,HAWTHORNE & PRINCETON AVE,MAYFAIR SCHOOL,A,L
55,20,TYSON AVE & SACKETT ST,ST JOHNS CHURCH,M,L
55,21,ROWLAND AVE & WELLINGTON ST,CHURCH OF GRACE TO FUJIANESE,M,L
55,22,ROWLAND AVE & WELLINGTON ST,CHURCH OF GRACE TO FUJIANESE,M,L
55,23,ROWLAND AVE & WELLINGTON ST,CHURCH OF GRACE TO FUJIANESE,M,L
55,24,ROWLAND AVE & WELLINGTON ST,CHURCH OF GRACE TO FUJIANESE,M,L
55,25,COTTAGE & UNRUH STS,VOGT RECREATION CENTER,F,L
55,26,COTTAGE & UNRUH STS,VOGT RECREATION CENTER,F,L
55,27,COTTAGE & UNRUH STS,VOGT RECREATION CENTER,F,L
55,28,6820 JACKSON ST,ST PETRI'S LUTHERAN CHURCH,M,L
55,29,6820 JACKSON ST,ST PETRI'S LUTHERAN CHURCH,M,L
56,1,2218 GLENDALE AVE,STOREFRONT,M,N
56,2,CASTOR AVE & BORBECK ST,RHAWNHURST SCHOOL,A,L
56,3,COTTMAN & LORETTO AVES,WILSON SCHOOL,M,L
56,4,COTTMAN & ALGON AVE,NORTHEAST HIGH SCHOOL,M,L
56,5,1330 RHAWN ST,TACONY ACADEMY CHARTER SCHOOL,A,L
56,6,1304 RHAWN ST,GLORIA DEI ESTATES,F,L
56,7,1013 COTTMAN AVE,IMMANUEL LUTHERAN CHURCH,R,N
56,8,1225 COTTMAN AVE,COLLISION CARE GARAGE REAR,M,L
56,9,1400 ALDINE ST,RESIDENCE,N,L
56,10,7701 LORETTO AVE,RHAWNHURST PRESBYTER CHURCH,M,L
56,11,1330 RHAWN ST,TACONY ACADEMY CHARTER SCHOOL,A,L
56,12,BUSTLETON & SOLLY AVES,PALBANO RECREATION CENTER,M,H
56,13,2218 GLENDALE AVE,STOREFRONT,M,N
56,14,7328 CASTOR AVE,LEE'S HOAGIE HOUSE,B,N
56,15,2031 VISTA ST,VISCONTO'S FUNERAL HOME,M,L
56,16,CASTOR AVE & BORBECK ST,RHAWNHURST SCHOOL,A,L
56,17,CASTOR AVE & BORBECK ST,RHAWNHURST SCHOOL,A,L
56,18,BUSTLETON & SOLLY AVES,PALBANO RECREATION CENTER,M,H
56,19,1330 RHAWN ST,TACONY ACADEMY CHARTER SCHOOL,A,L
56,20,BUSTLETON & SOLLY AVES,PALBANO RECREATION CENTER,M,H
56,21,BUSTLETON & SOLLY AVES,PALBANO RECREATION CENTER,M,H
56,22,2101 STRAHLE ST,SAMUEL TABAS HOUSE,F,H
56,23,CASTOR AVE & FOX CHASE RD,FARRELL SCHOOL,A,L
56,24,CASTOR AVE & FOX CHASE RD,FARRELL SCHOOL,A,L
56,25,CASTOR AVE & FOX CHASE RD,FARRELL SCHOOL,A,L
56,26,8500 BUSTLETON AVE,JACKS DELI,F,L
56,27,CASTOR AVE & FOX CHASE RD,FARRELL SCHOOL,A,L
56,28,8500 BUSTLETON AVE,JACKS DELI,F,L
56,29,8900 ROOSEVELT BLVD,ROBERT SALIGMAN HOUSE,F,L
56,30,9151 OLD NEWTOWN ROAD,AMERICAN LEGION POST 810,M,L
56,31,9151 OLD NEWTOWN ROAD,AMERICAN LEGION POST 810,M,L
56,32,BUSTLETON & SOLLY AVES,PALBANO RECREATION CENTER,M,H
56,33,SHELMIRE & SUMMERDALE AVE,CHURCH OF THE NAZARENE,F,N
56,34,7600 ROOSEVELT BLVD,VALMONT TOWERS CONDOS,F,L
56,35,9151 OLD NEWTOWN ROAD,AMERICAN LEGION POST 810,M,L
56,36,7701 LORETTO AVE,RHAWNHURST PRESBYTER CHURCH,M,L
56,37,CASTOR AVE & BORBECK ST,RHAWNHURST SCHOOL,A,L
56,38,2301 TREMONT ST,ST REGIS APTS,M,L
56,39,8900 ROOSEVELT BLVD,ROBERT SALIGMAN HOUSE,F,L
56,40,7600 ROOSEVELT BLVD,VALMONT TOWERS CONDOS,F,L
56,41,9151 OLD NEWTOWN ROAD,AMERICAN LEGION POST 810,M,L
57,1,9151 ACADEMY ROAD,PENN CRISP GYM,F,L
57,2,GRANT & ACADEMY RD,AVIATION INSTITUTE,F,L
57,3,2990 HOLME AVE,IMMACULATE MARY CENTER,M,H
57,4,2425 WELSH ROAD,BILL'S DELI,F,L
57,5,WELSH RD & ROOSEVELT BLVD,WELSH ROAD BRANCH LIBRARY,F,L
57,6,2425 WELSH ROAD,BILL'S DELI,F,L
57,7,2555 WELSH ROAD,THE ATRIUM APTS,M,N
57,8,WELSH RD & TOLBUT ST,POLLOCK SCHOOL,A,L
57,9,WELSH RD & TOLBUT ST,POLLOCK SCHOOL,A,L
57,10,WELSH RD & TOLBUT ST,POLLOCK SCHOOL,A,L
57,11,9222 HORATIO ROAD,RESIDENCE,B,N
57,12,HOLME & CONVENT AVE,CRISPIN GARDENS MEETING ROOM,M,L
57,13,2990 HOLME AVE,IMMACULATE MARY CENTER,M,H
57,14,WELSH RD & TOLBUT ST,POLLOCK SCHOOL,A,L
57,15,WELSH RD & TOLBUT ST,POLLOCK SCHOOL,A,L
57,16,9151 ACADEMY ROAD,PENN CRISP GYM,F,L
57,17,8724 CRISPIN ST,PENNYPACK WOODS HOMES ASSOC,M,H
57,18,8724 CRISPIN ST,PENNYPACK WOODS HOMES ASSOC,M,H
57,19,9151 ACADEMY ROAD,PENN CRISP GYM,F,L
57,20,WELSH RD & TOLBUT ST,POLLOCK SCHOOL,A,L
57,21,9151 ACADEMY ROAD,PENN CRISP GYM,F,L
57,22,FRANKFORD AVE & EDEN ST,TORRESDALE RECREATION CENTER,R,L
57,23,WELSH RD & TOLBUT ST,POLLOCK SCHOOL,A,L
57,24,GRANT & ACADEMY RD,AVIATION INSTITUTE,F,L
57,25,GRANT & ACADEMY RD,AVIATION INSTITUTE,F,L
57,26,WELSH RD & TOLBUT ST,POLLOCK SCHOOL,A,L
57,27,WELSH RD & TOLBUT ST,POLLOCK SCHOOL,A,L
57,28,8724 CRISPIN ST,PENNYPACK WOODS HOMES ASSOC,M,H
58,1,808 RED LION ROAD,BETHESDA PRESBYTERIAN CHURCH,M,L
58,2,BUSTLETON AVE & TOMLINSON RD,LOESCHE SCHOOL,M,L
58,3,10400 ROOSEVELT BLVD,ST JOHN NEUMANN CENTER,M,L
58,4,SOUTHAMPTON & WORTHINGTON RDS,IMMANUEL LUTHERAN CHURCH,B,L
58,5,13500 PHILMONT AVE,CALVARY CHAPEL,F,H
58,6,11047 BUSTLETON AVE,PHILA KOREAN REFORM CHURCH,F,L
58,7,11047 BUSTLETON AVE,PHILA KOREAN REFORM CHURCH,F,L
58,8,BUSTLETON AVE & VERREE RD,WASHINGTON HIGH SCHOOL,M,L
58,9,608 WELSH RD,ST THOMAS SYRO MALABAR CHURCH,F,H
58,10,CHESWORTH & BARTLETT STS,LACKMAN RECREATION CENTER,M,L
58,11,BOWLER & HOFF STS,ANNE FRANK SCHOOL,M,L
58,12,BUSTLETON AVE & TOMLINSON RD,LOESCHE SCHOOL (LOBBY),M,L
58,13,608 WELSH RD,ST THOMAS SYRO MALABAR CHURCH,F,H
58,14,BOWLER & HOFF STS,ANNE FRANK SCHOOL,M,L
58,15,BUSTLETON AVE & VERREE RD,WASHINGTON HIGH SCHOOL,M,L
58,16,9832 REDD RAMBLER ROAD,RESIDENCE,M,L
58,17,608 WELSH RD,ST THOMAS SYRO MALABAR CHURCH,F,H
58,18,BUSTLETON AVE & VERREE RD,WASHINGTON HIGH SCHOOL,M,L
58,19,1619 GRANT AVE,RANDI'S RESTAURANT,F,H
58,20,13200 TREVOSE RD,SOMERTON METHODIST CHURCH,A,L
58,21,13500 PHILMONT AVE,CALVARY CHAPEL,F,H
58,22,13021 WORTHINGTON RD,FELLOWSHIP BIBLE CHURCH,M,L
58,23,ROOSEVELT BLVD & CONWELL AVE,HAYES REC CENTER,F,L
58,24,1400 SOUTHAMPTON RD,SOMERTON YOUTH ORGANIZATION,F,L
58,25,13200 TREVOSE RD,SOMERTON METHODIST CHURCH,A,L
58,26,CHESWORTH & BARTLETT STS,LACKMAN RECREATION CENTER,M,L
58,27,BOWLER & HOFF STS,ANNE FRANK SCHOOL,M,L
58,28,BOWLER & HOFF STS,ANNE FRANK SCHOOL,M,L
58,29,1400 SOUTHAMPTON RD,SOMERTON YOUTH ORGANIZATION,F,L
58,30,ROOSEVELT BLVD & CONWELL AVE,HAYES REC CENTER,F,L
58,31,10400 ROOSEVELT BLVD,ST JOHN NEUMANN CENTER,M,L
58,32,BUSTLETON AVE & TOMLINSON RD,LOESCHE SCHOOL,M,L
58,33,BUSTLETON AVE & TOMLINSON RD,LOESCHE SCHOOL (AUDITORIUM),M,L
58,34,BUSTLETON AVE & TOMLINSON RD,LOESCHE SCHOOL (AUDITORIUM),M,L
58,35,12003 BUSTLETON AVE,SHALOM ARBOR HOUSE,F,L
58,36,BUSTLETON AVE & VERREE RD,WASHINGTON HIGH SCHOOL,M,L
58,37,BUSTLETON AVE & TOMLINSON RD,LOESCHE SCHOOL,M,L
58,38,BUSTLETON AVE & TOMLINSON RD,LOESCHE SCHOOL (AUDITORIUM),M,L
58,39,13021 WORTHINGTON RD,FELLOWSHIP BIBLE CHURCH,M,L
58,40,13200 TREVOSE RD,SOMERTON METHODIST CHURCH,A,L
58,41,SOUTHAMPTON & WORTHINGTON RDS,IMMANUEL LUTHERAN CHURCH,B,L
58,42,BOWLER & HOFF STS,ANNE FRANK SCHOOL,M,L
