county,age_2016gen,age1829_2016gen,age3044_2016gen,age4560_2016gen,age60plus_2016gen,age1829reject_2016gen,age3044reject_2016gen,age4560reject_2016gen,age60plusreject_2016gen,white_2016gen,black_2016gen,hispanic_2016gen,other_2016gen,male_2016gen,VBM2016gen_2016gen,VBM2016prepri_2016gen,VBM2016genpri_2016gen,VBM2018gen_2016gen,VBM2018genpri_2016gen,partydem_2016gen,partyrep_2016gen,partynp_2016gen,electionday_2016gen,bymail_2016gen,early_2016gen,rejected_2016gen,lateballot_2016gen,WHreject_2016gen,BHreject_2016gen,HPreject_2016gen,OTreject_2016gen,votedpop_2016gen,votedbymailpop_2016gen,rejectedpop_2016gen,whitepop_2016gen,blackpop_2016gen,hispanicpop_2016gen,otherpop_2016gen,asianpop_2016gen,age_2016prepri,age1829_2016prepri,age3044_2016prepri,age4560_2016prepri,age60plus_2016prepri,age1829reject_2016prepri,age3044reject_2016prepri,age4560reject_2016prepri,age60plusreject_2016prepri,white_2016prepri,black_2016prepri,hispanic_2016prepri,other_2016prepri,male_2016prepri,VBM2016gen_2016prepri,VBM2016prepri_2016prepri,VBM2016genpri_2016prepri,VBM2018gen_2016prepri,VBM2018genpri_2016prepri,partydem_2016prepri,partyrep_2016prepri,partynp_2016prepri,electionday_2016prepri,bymail_2016prepri,early_2016prepri,rejected_2016prepri,lateballot_2016prepri,WHreject_2016prepri,BHreject_2016prepri,HPreject_2016prepri,OTreject_2016prepri,votedpop_2016prepri,votedbymailpop_2016prepri,rejectedpop_2016prepri,whitepop_2016prepri,blackpop_2016prepri,hispanicpop_2016prepri,otherpop_2016prepri,asianpop_2016prepri,age_2016genpri,age1829_2016genpri,age3044_2016genpri,age4560_2016genpri,age60plus_2016genpri,age1829reject_2016genpri,age3044reject_2016genpri,age4560reject_2016genpri,age60plusreject_2016genpri,white_2016genpri,black_2016genpri,hispanic_2016genpri,other_2016genpri,male_2016genpri,VBM2016gen_2016genpri,VBM2016prepri_2016genpri,VBM2016genpri_2016genpri,VBM2018gen_2016genpri,VBM2018genpri_2016genpri,partydem_2016genpri,partyrep_2016genpri,partynp_2016genpri,electionday_2016genpri,bymail_2016genpri,early_2016genpri,rejected_2016genpri,lateballot_2016genpri,WHreject_2016genpri,BHreject_2016genpri,HPreject_2016genpri,OTreject_2016genpri,votedpop_2016genpri,votedbymailpop_2016genpri,rejectedpop_2016genpri,whitepop_2016genpri,blackpop_2016genpri,hispanicpop_2016genpri,otherpop_2016genpri,asianpop_2016genpri,age_2018gen,age1829_2018gen,age3044_2018gen,age4560_2018gen,age60plus_2018gen,age1829reject_2018gen,age3044reject_2018gen,age4560reject_2018gen,age60plusreject_2018gen,white_2018gen,black_2018gen,hispanic_2018gen,other_2018gen,male_2018gen,VBM2016gen_2018gen,VBM2016prepri_2018gen,VBM2016genpri_2018gen,VBM2018gen_2018gen,VBM2018genpri_2018gen,partydem_2018gen,partyrep_2018gen,partynp_2018gen,electionday_2018gen,bymail_2018gen,early_2018gen,rejected_2018gen,lateballot_2018gen,WHreject_2018gen,BHreject_2018gen,HPreject_2018gen,OTreject_2018gen,votedpop_2018gen,votedbymailpop_2018gen,rejectedpop_2018gen,whitepop_2018gen,blackpop_2018gen,hispanicpop_2018gen,otherpop_2018gen,asianpop_2018gen,age_2018genpri,age1829_2018genpri,age3044_2018genpri,age4560_2018genpri,age60plus_2018genpri,age1829reject_2018genpri,age3044reject_2018genpri,age4560reject_2018genpri,age60plusreject_2018genpri,white_2018genpri,black_2018genpri,hispanic_2018genpri,other_2018genpri,male_2018genpri,VBM2016gen_2018genpri,VBM2016prepri_2018genpri,VBM2016genpri_2018genpri,VBM2018gen_2018genpri,VBM2018genpri_2018genpri,partydem_2018genpri,partyrep_2018genpri,partynp_2018genpri,electionday_2018genpri,bymail_2018genpri,early_2018genpri,rejected_2018genpri,lateballot_2018genpri,WHreject_2018genpri,BHreject_2018genpri,HPreject_2018genpri,OTreject_2018genpri,votedpop_2018genpri,votedbymailpop_2018genpri,rejectedpop_2018genpri,whitepop_2018genpri,blackpop_2018genpri,hispanicpop_2018genpri,otherpop_2018genpri,asianpop_2018genpri,age_2020combopri,age1829_2020combopri,age3044_2020combopri,age4560_2020combopri,age60plus_2020combopri,age1829reject_2020combopri,age3044reject_2020combopri,age4560reject_2020combopri,age60plusreject_2020combopri,white_2020combopri,black_2020combopri,hispanic_2020combopri,other_2020combopri,male_2020combopri,VBM2016gen_2020combopri,VBM2016prepri_2020combopri,VBM2016genpri_2020combopri,VBM2018gen_2020combopri,VBM2018genpri_2020combopri,partydem_2020combopri,partyrep_2020combopri,partynp_2020combopri,electionday_2020combopri,bymail_2020combopri,early_2020combopri,newvoter_2020combopri,rejected_2020combopri,lateballot_2020combopri,WHreject_2020combopri,BHreject_2020combopri,HPreject_2020combopri,OTreject_2020combopri,votedpop_2020combopri,votedbymailpop_2020combopri,newvoterpop_2020combopri,rejectedpop_2020combopri,whitepop_2020combopri,blackpop_2020combopri,hispanicpop_2020combopri,otherpop_2020combopri,asianpop_2020combopri,county_code,county_age,county_age1829,county_age3044,county_age4560,county_age60plus,county_white,county_black,county_hispanic,county_other,datestr,state,fips,cases,deaths,d_cases,d_deaths
SEMINOLE,57.783962,.071820021,.17161812,.25180271,.50475913,0,0,0,0,.66894662,.25225717,.004103967,.023074705,.41231191,.04790749,.009159483,.020095188,.060021438,.033138402,,,,.55212039,.053351574,.39452803,0,0,0,0,,0,3655,195,0,2445,922,15,80,5,61.048233,.040192924,.13022508,.24598071,.5836013,.026666667,0,0,.0018365473,.70624048,.21562658,.0050735669,.020364417,.41958398,.026329931,.0096741347,.0133829,.040293042,.023486901,.28767124,.71232879,0,.8746829,.012683917,.11263318,.23999999,0,.2,.33333334,,0,1971,25,6,1392,425,10,38,1,60.250908,.045619491,.13893209,.26127526,.55417317,0,0,0,.0018709074,.68048781,.24585366,.0029268293,.01244168,.40975609,.032683183,.011160715,.023575639,.052508753,.027846027,.92409402,.071498528,.0044074436,.7121951,.029756097,.25804877,.05882353,0,.035714287,.11111111,,0,2050,61,3,1395,504,6,24,0,57.178452,.08150664,.16857055,.2553257,.49459711,0,0,0,0,.6730361,.28116471,.0057628145,.022229083,.43039125,.03202847,.0091799265,.016364699,.08089608,.033246413,,,,.57112527,.099484377,.32939035,0,0,0,0,,0,3297,328,0,2219,927,19,72,2,60.382679,.050368551,.12776412,.245086,.57678133,0,.009615385,0,.0031948881,.67604792,.28023952,.0023952096,.016584767,.43532935,.02948718,.012681159,.01877551,.047806155,.037149817,.4257485,.53532934,.038922157,.67365271,.053892214,.2724551,.073529415,0,.039999999,.12121212,,0,1670,90,5,1129,468,4,27,0,58.360001,.079578951,.15242106,.22568421,.54231578,0,0,0,0,.62253046,.34342161,.0033627574,.027368421,.42034468,.040409207,.012965964,.020016013,.059467919,.035866782,.41319883,.55191255,.03488861,.31315678,.4035309,.28331232,.088421054,0,0,0,0,0,0,2379,960,210,0,1481,817,8,65,4,125,52.438023,.16498546,.20499231,.22875705,.40126517,.62506413,.31150624,.0076936227,.055736024,2020-06-09,Georgia,13253,47,2,.38235295,0
SPALDING,55.545399,.081631839,.20578109,.26915684,.44343022,.0053948015,.0011673152,.00074371562,.0030697002,.63500094,.26011032,.00935895,.043558333,.39931521,.03914769,.01334124,.032916471,.046813231,.015801355,,,,.36971655,.049267642,.58101577,.060528558,0,.043338683,.093525179,0,.011673152,26285,1295,71,16691,6837,246,1088,116,60.081154,.043065086,.14307263,.25695753,.55690473,.021015761,.0010542963,.0020545935,.0025731311,.70825613,.19798945,.0069157281,.031224074,.40824184,.030865578,.012893983,.020908335,.037148923,.012887388,.28604022,.71395981,0,.73627549,.016968487,.24675602,.22362868,0,.24087591,.1875,.5,0,14026,238,53,9934,2777,97,414,37,62.374546,.030215131,.11469664,.24498428,.61010396,.0040000002,.0021074815,.0004933399,.0025752774,.72975433,.18141492,.0026160146,.027072757,.41969973,.044124588,.015879592,.03235836,.040344339,.017726397,.24139908,.75814217,.0004587156,.62852591,.04265241,.32882166,.076452598,0,.090909094,.050359711,,0,8792,375,25,6416,1595,23,224,16,55.48476,.089832872,.19211863,.2687203,.44932821,.00501596,.0010660981,.0015243902,.0030084786,.63490534,.28392231,.0089253411,.050221201,.42093837,.033813018,.011561154,.028113471,.050174646,.016701207,,,,.40755036,.064286575,.52816308,.041958041,0,.025252525,.06200318,.06666667,.02259887,24873,1599,60,15792,7062,222,1226,110,62.682793,.030445246,.11371841,.21323706,.64259928,0,0,.0005643341,.002434457,.71580797,.21615925,.0042154565,.03537906,.43313816,.033581633,.013549732,.020319849,.038979962,.016155856,.29296005,.69696617,.010073797,.6289227,.025526932,.34555036,.089473687,0,.10344828,.055555556,,0,8540,218,17,6113,1846,36,294,21,59.723053,.07353095,.12448937,.2233686,.57861108,.0049857548,.003365587,.0039859321,.0043446776,.63879442,.29768196,.0077442313,.051063161,.41667104,.043841992,.014586562,.028877998,.064054303,.019089041,.42277405,.55470389,.022522049,.27989116,.50656688,.21354194,.065517962,.010303967,.0023023391,.0077190273,.015714286,.02,.012562814,19111,9681,1251,80,12208,5689,148,975,74,126,49.37624,.19069718,.23864414,.24163815,.32902053,.58458084,.31022242,.01685201,.088344738,2020-06-09,Georgia,13255,301,22,.29741383,1
STEPHENS,56.941746,.078408733,.18316364,.25684896,.48157868,0,0,0,0,.83281857,.075919099,.0046826741,.033483785,.43200159,.060712848,.036523931,.058621537,.055441741,.047650561,,,,.20573877,.068745643,.7255156,0,0,0,0,,0,10037,690,0,8359,762,47,319,40,60.876465,.044515442,.1343983,.24068157,.5804047,.014354067,.00792393,.0017699115,.0055045872,.86404836,.052970797,.0020140987,.027050054,.44330311,.055450536,.036315683,.058493059,.056757387,.050108932,.15468279,.84531724,0,.54199398,.043101713,.41490433,.15962441,0,.14093959,.5,,0,4965,214,34,4290,263,10,127,5,62.891941,.034005038,.10806046,.23123425,.62670022,0,0,.0010893246,0,.878043,.036870718,.0011817537,.022166247,.44504845,.07295505,.054250743,.057210967,.067523234,.053357046,.069276392,.92265719,.0080664298,.33987236,.063578352,.59654927,.0040816325,0,.0057142857,0,,0,4231,269,1,3715,156,5,88,6,56.604256,.089297585,.17117217,.25337914,.48615113,0,0,0,0,.85543346,.078973129,.0046774722,.038666077,.46067661,.048395187,.031519275,.050175343,.056278966,.049398765,,,,.26269987,.06515827,.67214185,0,0,0,0,0,0,9193,599,0,7864,726,43,349,44,62.532303,.047894567,.10157505,.21857923,.63195115,0,0,0,0,.89664894,.049170058,.00093955529,.025072323,.48794237,.05406291,.036433775,.047472529,.059422191,.046328396,.12214219,.85624802,.021609772,.43470091,.050735984,.51456308,0,0,0,0,,0,3193,162,0,2863,157,3,78,10,59.556816,.073493272,.1251024,.23054418,.57086015,0,0,0,0,.88729101,.065591022,.003273705,.039789349,.46568456,.062757351,.037630819,.052916564,.064984493,.048071388,.15608558,.82567519,.018239215,.29685491,.48135158,.22179352,.077589236,0,.0016368525,0,0,0,0,8553,4117,663,0,7589,561,28,340,27,127,50.329475,.18552332,.22323661,.23573525,.35550484,.80828172,.0961852,.0096728615,.08586023,2020-06-09,Georgia,13257,147,3,.61538458,2
STEWART,55.944637,.087988138,.18734552,.26347008,.46119624,0,0,0,.0010718113,.37992668,.52153987,.0036663611,.022244193,.39963338,.16445498,.018669778,.18694362,.12681387,.076785713,,,,.44958752,.18744272,.36296976,.0079155676,0,0,.004901961,,0,2182,409,3,829,1138,8,45,3,60.905102,.035587188,.14116251,.24317913,.58007115,0,.0084033618,.0097560976,.0081799589,.40994474,.49502763,.0033149172,.023724793,.37127072,.071925752,.023595506,.09943182,.084087968,.036231883,.57900554,.42099446,0,.83756906,.036464088,.12596685,.33333334,0,0,.34999999,,0,905,33,11,371,448,3,20,1,58.898815,.064898811,.14933705,.25331473,.53244942,0,0,.002754821,0,.36529967,.51861197,.0012618296,.018143754,.38044164,.17913669,.027972028,.21017402,.14911541,.08130081,.98989898,.01010101,0,.54574132,.2466877,.20757098,.0029498525,0,0,.0046511628,,0,1585,391,1,579,822,2,26,4,56.542419,.084276021,.16911764,.27036199,.47624433,0,0,0,0,.40685463,.53841901,.0027639579,.028280543,.41072416,.12890874,.02075227,.16885389,.12577552,.078431375,,,,.48148149,.14206745,.37645108,0,0,0,0,,0,1809,257,0,736,974,5,50,3,62.081356,.023728814,.11016949,.25762713,.60847455,0,0,0,0,.3618421,.59375,.0016447369,.013559322,.41118422,.12345679,.024330901,.1300813,.13532513,.074576274,.6743421,.30921054,.016447369,.69407892,.097039476,.20888157,0,0,0,0,,0,608,59,0,220,361,1,8,0,58.885735,.066713981,.13058907,.26756564,.53513128,.010638298,0,0,0,.370922,.59574467,0,.032647267,.42624113,.13276596,.026745914,.16519824,.14297873,.07090909,.76737589,.2141844,.018439716,.23475178,.55744684,.20780142,.056777857,.0017006802,0,0,.0026737968,,0,1410,786,80,1,523,840,0,46,0,128,52.399143,.15293342,.2033619,.25609756,.38727751,.3764008,.57613713,.003295979,.044166118,2020-06-09,Georgia,13259,58,1,.87096775,
SUMTER,55.846542,.085772887,.19746411,.26608241,.45068058,.0086956518,.0033050047,.0024526981,.0066197766,.50704473,.40612891,.0048432546,.023680776,.38473055,.061973363,.030372493,.059024654,.076569676,.050758619,,,,.41079605,.083656214,.5055477,.083623692,0,.076086953,.079155676,0,.0049751243,11356,950,72,5758,4612,55,254,47,60.59341,.038513124,.14466372,.25043112,.566392,.029850746,.0026490067,.0045906655,.0081190802,.57688838,.34126556,.0025238867,.020118797,.39787272,.055934776,.027839232,.049313676,.065186389,.043212101,.44571739,.55355519,.00072740496,.74634939,.039841354,.21380927,.23502304,0,.1923077,.25714287,0,.016949153,5547,221,51,3200,1893,14,105,7,60.090599,.038241602,.14760543,.26679772,.54735523,.0093457941,.0012106538,.00066979235,.0042442051,.57867163,.3478114,.0018590502,.017869906,.40054083,.069491833,.035186131,.054438282,.069044441,.047848538,.38865224,.60879195,.0025558018,.55923611,.070643909,.37011999,.05235602,0,.084337346,.047846891,,0,5917,418,20,3424,2058,11,100,3,55.276466,.10134563,.18763527,.2640444,.44697469,.0083565461,.0030090271,.0024946544,.0052631581,.51575458,.42684725,.0059885755,.026253881,.40547264,.053387415,.023950869,.044796292,.07832998,.048143055,,,,.38529575,.10613599,.50856829,.049535602,0,.046948358,.055031445,0,.0098039219,10854,1152,48,5598,4633,65,279,52,61.319469,.041330907,.1250325,.24304654,.59059006,.012578616,.0041580042,.0064171124,.020686619,.51811504,.43273371,.0015201418,.020795425,.41322523,.065573767,.032616489,.053492334,.084089696,.047746781,.51892304,.47015494,.010922022,.64200658,.093235366,.26475805,.24603175,0,.10714286,.2783505,,0,3947,368,62,2045,1708,6,80,8,57.702755,.085927077,.14539796,.25289017,.5157848,0,0,.0008791209,0,.49411502,.47446147,.0042194091,.022120943,.40250945,.061538462,.032312211,.048736461,.089361161,.052888319,.58894068,.39184988,.019209417,.29002887,.4751277,.23484343,.056024902,.00060331827,.00077725959,.000621118,.00061996281,0,0,9006,4279,504,2,4450,4273,38,199,36,129,50.135204,.18799207,.22650807,.23976211,.34573776,.45760408,.48043048,.011951288,.050014161,2020-06-09,Georgia,13261,498,48,.24812031,.5
TALBOT,56.96909,.074251115,.16220522,.27151051,.49203315,0,.0019646366,.0011737089,.0019430051,.38021454,.51638854,.0035756854,.036328871,.39362335,.16773799,.032736257,.17132075,.093797274,.036488026,,,,.56257451,.18742551,.25,.0088183424,0,.026548672,.0055710305,0,0,3356,629,5,1276,1733,12,114,3,60.357189,.041798607,.11716276,.26029134,.58074731,.030303031,.0054054055,.00486618,.002181025,.40725327,.50178361,.0011890606,.029765675,.38644472,.10062112,.030447761,.089422025,.064232588,.029329609,.58917958,.41082045,0,.88347208,.034482758,.082045183,.12068965,0,0,.1388889,,.15384616,1682,58,7,685,844,2,47,1,61.028336,.047725577,.10514542,.24757643,.59955257,.015625,0,.0030120481,.0024875621,.25068682,.64423078,0,.028337061,.36607143,.19954988,.041935485,.18475917,.11404958,.04280822,.8932507,.10606061,.00068870524,.68681318,.21359891,.09958791,.015037594,0,0,.021164021,,0,1456,311,4,365,938,0,38,0,56.877144,.080988333,.14824983,.27590939,.49485242,.0042372881,0,0,.0006934813,.4111743,.52325195,.0040147207,.035689775,.4188692,.128566,.025693037,.14045416,.096336499,.035714287,,,,.63700235,.10739378,.25560388,.0068965517,0,.018867925,.004950495,,0,2989,321,2,1229,1564,12,104,5,62.981796,.023890786,.076222979,.22866894,.67121726,0,0,0,0,.39558011,.53922653,.0033149172,.034129694,.41988951,.097031966,.033802819,.077452667,.050632913,.035595104,.65856355,.33812153,.0033149172,.86298341,.038674034,.098342538,0,0,0,0,,0,905,35,0,358,488,3,30,0,58.949799,.078995943,.11258767,.24473976,.56367666,0,0,0,0,.35140118,.61172569,.0014749262,.032484312,.4229351,.16403508,.034698125,.14490446,.11295972,.046610169,.73414457,.24631268,.019542772,.21939528,.67109144,.10951328,.063861206,0,.0014749262,0,0,0,0,2712,1820,173,0,953,1659,4,88,5,130,52.827072,.14853878,.1823775,.25906393,.41001979,.41155791,.52999341,.0057130302,.052735664,2020-06-09,Georgia,13263,43,2,.5925926,1
TALIAFERRO,58.681076,.05724299,.18691589,.25,.50584114,0,0,0,.0023094688,.38793105,.50969827,.0010775862,.024532711,.41487068,.1154273,.054347824,.15208034,.16412213,.12007505,,,,.42025861,.1400862,.43965518,.017857144,0,0,.015151516,,0,928,130,2,360,473,1,21,1,61.837471,.038374718,.12866817,.24153499,.59142214,0,0,.0093457941,.019083969,.43243244,.46777546,.0020790021,.020316027,.42411643,.07526882,.05319149,.091566265,.12643678,.07692308,.58627856,.41372141,0,.67151767,.070686072,.25779626,.18181819,0,.25,.22222222,,0,481,34,6,208,225,1,9,0,60.812851,.051675979,.1396648,.24441341,.56424582,0,0,.0057142857,.0024752475,.36882129,.52217996,.0012674271,.016759777,.42585552,.13669065,.060827252,.1525199,.19213313,.13717695,.97204572,.027954256,0,.45500633,.18250951,.36248416,.030075189,0,0,.026666667,,0,789,144,4,291,412,1,12,0,58.026794,.078242227,.16827439,.25401929,.49946409,0,.0063694268,.0042194091,.0042918455,.38217214,.53995901,0,.034297962,.45491803,.10532688,.046460178,.13165681,.1718919,.1267361,,,,.33401638,.20286885,.46311477,.028248588,0,.057142857,.016949153,,0,976,198,5,373,527,0,32,1,60.965279,.055555556,.12326389,.2482639,.57291669,0,0,0,0,.39703459,.53706753,0,.015625,.4497529,.10845588,.057971016,.11857708,.15371025,.11912752,.91433281,.070840195,.014827018,.49917626,.13344316,.36738056,.013333334,0,0,0,,0,607,81,1,241,326,0,9,0,60.45145,.081967212,.11223203,.23076923,.57503152,0,0,0,.0021929825,.37657431,.5982368,0,.022698613,.44962215,.096681096,.050458714,.10350584,.17146777,.11296296,.80478591,.18261965,.012594459,.23551637,.54030228,.22418135,.03783102,.0025062656,.0025188916,.0071942448,0,,0,794,429,30,1,299,475,0,18,1,131,54.598255,.13470681,.18541996,.24247226,.43740094,.40332806,.54754359,.00792393,.041204438,2020-06-09,Georgia,13265,1,0,0,
TATTNALL,55.694511,.076670647,.20301312,.28072792,.43958831,.011673152,.00073475385,.0021253985,.002375297,.72640985,.16038527,.015773311,.031772077,.4099665,.078069046,.018659076,.040684532,.055962343,.020351527,,,,.38107201,.095477387,.52345061,.038216561,0,.028571429,.080645159,0,.0073529412,7164,684,24,5204,1149,113,213,25,59.808689,.035019454,.15337224,.27626458,.53534371,0,.0042283298,.0011737089,0,.78070444,.13415007,.0082695251,.021400778,.43124044,.039566051,.017829696,.026743075,.044406779,.020307692,.21194486,.78805512,0,.78866768,.020214396,.19111791,.12121212,0,.07692308,0,,0,3265,66,8,2549,438,27,66,4,59.836323,.042164676,.15205844,.26494023,.54083663,0,0,0,0,.79275095,.11802974,.0024783148,.016600266,.4306072,.061752345,.021428572,.039283469,.047202796,.022250477,.22566372,.77307206,.0012642225,.616171,.048327137,.33550185,0,0,0,0,,0,3228,156,0,2559,381,8,50,14,54.861008,.094122976,.19746186,.28055596,.42785919,0,.00076511095,.0016155089,.00070621469,.74638534,.17276482,.013720862,.041244902,.43788728,.057823725,.015603799,.029866479,.05799279,.02230314,,,,.40203601,.071555033,.52640897,.016949153,0,.012765957,.01754386,0,.017857144,6778,485,7,5059,1171,93,273,23,61.511608,.037323624,.11242604,.26126537,.58898497,0,.0040485831,.0017421603,.001545595,.77836877,.17109929,.0031028369,.02002731,.45611703,.040333796,.016029593,.026015228,.045413259,.021865239,.23226951,.75753546,.010195035,.68927306,.027925532,.28280142,.068965517,0,.075000003,.090909094,,0,2256,63,4,1756,386,7,44,4,57.471043,.082814567,.15072627,.25598943,.51046973,.0022779044,.0012515645,.0007369197,.0011086474,.7964952,.1526286,.0086677969,.038860593,.44865271,.072735593,.019736841,.031273838,.067759082,.027237354,.21047673,.77482569,.014697569,.25607687,.50292069,.24100246,.071495943,.0026281208,.0035801772,.0016375546,.0057803467,0,.011764706,5307,2669,379,6,4227,810,46,206,12,132,49.621925,.18434697,.234384,.25183111,.32943791,.66908073,.18640441,.029380297,.11513456,2020-06-09,Georgia,13267,34,0,2.7777777,
TAYLOR,55.882,.090909094,.17820591,.28145695,.44942805,.0033112583,0,.0032085562,.0013395847,.59378564,.31299886,.0031356898,.037627935,.39652222,.082845435,.025016036,.087855294,.069653481,.026345933,,,,.3899658,.10233752,.50769669,.02208202,0,.018348623,.028368793,,0,3508,359,7,2083,1098,11,125,5,59.689568,.049902786,.13869086,.2734932,.53791314,0,0,0,.0048192772,.65190649,.26322263,.0024600246,.031756319,.41512915,.056737587,.021752641,.053710938,.054166667,.02293578,.33866996,.66133004,0,.80319804,.027675277,.16912669,.093023255,0,.19047619,0,,0,1626,45,4,1060,428,4,49,2,60.241997,.046734955,.13956466,.2631242,.55057621,0,0,0,.0023255814,.55949521,.35036057,.0018028846,.027528809,.38521636,.094750322,.026213592,.085947305,.073867597,.023952097,.7593261,.23826715,.0024067389,.57271636,.1123798,.31490386,.02,0,0,.022727273,,0,1664,187,3,931,583,3,43,2,55.075859,.10411548,.1772113,.28531942,.43335381,.020648967,.0051993066,.0064585577,.013465627,.61739916,.31727874,.0036122818,.040540539,.42203492,.064323373,.018659296,.062676057,.072588056,.027272727,,,,.35580975,.086393736,.55779654,.12631579,0,.086538464,.16447368,0,.039999999,3322,287,36,2051,1054,12,132,7,62.370876,.038680319,.094425485,.25711036,.60978383,0,0,.0044247787,.0037313432,.6079734,.33665559,.0022148394,.027303753,.43189368,.048331417,.021472393,.048120301,.053591792,.026785715,.40642303,.59136212,.0022148394,.69988924,.03433001,.26578072,.11111111,0,.090909094,.15384616,,0,903,31,3,549,304,2,24,0,58.625771,.084936477,.12667876,.25444645,.53393829,.008547009,.0028653296,0,.0013596193,.6314835,.31918752,.0039898441,.042105265,.42727602,.08354646,.023289666,.078236133,.08785744,.029227557,.38955387,.59811389,.012332245,.23177366,.57598841,.19223794,.051905625,.0031908106,.073630758,0,.0072859745,0,.014705882,2757,1588,143,5,1741,880,11,116,7,133,50.739502,.17936538,.20330609,.26239789,.35493064,.57780731,.3435303,.0079802396,.070682123,2020-06-09,Georgia,13269,23,2,.27777779,0
TELFAIR,56.96777,.073750339,.1841027,.25703359,.48511335,.04074074,.013353116,.012752391,.012387387,.63121825,.26979697,.0043147206,.023763999,.40482235,.084607273,.018529588,.04992076,.089077748,.016260162,,,,.50634515,.11319797,.38045686,.15873016,0,.13432837,.14354067,.5,.042105265,3940,446,70,2487,1063,17,87,7,60.556652,.036945812,.14963055,.23583744,.57758623,.016666668,.0082304524,.0052219322,.0042643924,.68498582,.21133144,.0028328612,.021551725,.41189802,.055255257,.02234957,.027713627,.058408216,.01369863,.30481586,.69518411,0,.86968839,.032294616,.098017,.26785713,0,.18518518,.5714286,,0,1765,57,15,1209,373,5,35,2,62.379368,.032493908,.10966694,.23070674,.62713242,0,0,0,.018134715,.67988032,.22513089,.0022438294,.012997563,.41585639,.080350041,.027617952,.045736436,.069609508,.022257552,.60404193,.39296407,.0029940121,.74046373,.077786088,.18175019,.16346154,0,.18181819,.17857143,,0,1337,104,17,909,301,3,16,2,56.224186,.093318611,.17310879,.25952512,.47404748,.0029585799,.0015948963,.0053191488,.010483401,.66139835,.27913207,.0032145728,.025676422,.43477097,.074650571,.01603592,.030874785,.088072889,.016129032,,,,.43744978,.11009911,.45245111,.074935399,0,.047619049,.087155961,0,0,3733,411,29,2469,1042,12,93,6,61.239109,.056737587,.099290781,.23505573,.60891593,0,0,.0086206896,.0033277869,.66862744,.27843139,.00098039221,.019250253,.44019607,.050308008,.009655172,.030303031,.056622852,.01679842,.37156862,.62647057,.0019607844,.81274509,.024509804,.1627451,.17391305,0,.1875,.5,,0,1020,25,4,682,284,1,19,1,57.701492,.090796024,.1408582,.24440299,.52394277,.0034246575,.0022075055,.0038167939,.0011869436,.66987276,.2888613,.0034129692,.035136815,.45268384,.08803089,.022873482,.039647575,.1103654,.024590164,.52869999,.45919952,.012100527,.30809805,.48991624,.20198573,.083955221,.0050909091,.0021718896,.0063211126,.0038095238,0,0,3223,1579,270,7,2159,931,11,113,2,134,50.897964,.17747878,.21287842,.24459395,.36504886,.61092424,.31154895,.0067275348,.070799299,2020-06-09,Georgia,13271,39,1,.39285719,
TERRELL,56.104992,.091650195,.18651186,.25419959,.46763834,.013477089,0,.0019436346,.0036978342,.42356467,.47798017,.0034586119,.029644269,.37583584,.057109006,.056218907,.068325795,.080126368,.10064935,,,,.46760434,.079548076,.4528476,.0664557,0,.074074075,.049295776,,.010752688,4337,345,21,1837,2073,15,120,3,61.51157,.041247483,.1332998,.21881288,.60663986,.048780486,.0075471699,0,.0066334992,.51943797,.37892273,.0046838406,.029678069,.38735363,.079388559,.051331718,.085637219,.087234043,.10315789,.44486156,.55513841,0,.7784543,.068852462,.15269321,.13103448,0,.085714288,.11940298,,.069767445,2135,147,19,1109,809,10,59,1,59.301338,.070089288,.14910714,.22812501,.55267859,0,.0029940121,.0019569471,.00080775446,.42502072,.48094448,.00082850043,.021875,.36329743,.080428958,.075305291,.060437206,.09324915,.099706747,.96280819,.036356039,.00083577097,.61184758,.085335545,.3028169,.035714287,0,0,.037037037,,0,2414,206,6,1026,1161,2,49,2,55.978298,.095129952,.18142821,.25359577,.46984607,0,.0027816412,.0039800997,.0048335125,.43799213,.49975392,.0029527559,.0333081,.40108266,.054649498,.044991966,.058536585,.078812689,.091578089,,,,.49557087,.10457677,.39985237,.045333333,0,.024691358,.048387095,0,.022727273,4064,425,17,1780,2031,12,132,8,63.758942,.040435459,.081648521,.21150856,.66640747,.03846154,.0095238099,.011029412,.012835473,.43285823,.51162791,.0022505627,.01866252,.4036009,.10980392,.084199585,.096525095,.13015874,.089959837,.58779204,.39864355,.013564431,.63765943,.13578394,.22655664,.12080537,0,.14285715,.12371134,,0,1333,181,18,577,682,3,24,0,60.466457,.066044264,.1175657,.23098202,.58540803,0,.0029411765,.0029940121,0,.42646047,.53436428,.0030927835,.029737206,.39793813,.090264089,.078018576,.095424108,.13507201,.13424437,.66689587,.31866622,.014437951,.30274913,.56769758,.12955326,.044951592,.0021023126,.0058419243,.0018315018,.0024096386,0,0,2910,1652,130,3,1241,1555,9,86,1,135,50.477688,.18661347,.21616431,.2377364,.35948581,.37426123,.5518617,.0048758867,.069001183,2020-06-09,Georgia,13273,217,26,.095959544,.23809528
