county,age_2016gen,age1829_2016gen,age3044_2016gen,age4560_2016gen,age60plus_2016gen,age1829reject_2016gen,age3044reject_2016gen,age4560reject_2016gen,age60plusreject_2016gen,white_2016gen,black_2016gen,hispanic_2016gen,other_2016gen,male_2016gen,VBM2016gen_2016gen,VBM2016prepri_2016gen,VBM2016genpri_2016gen,VBM2018gen_2016gen,VBM2018genpri_2016gen,partydem_2016gen,partyrep_2016gen,partynp_2016gen,electionday_2016gen,bymail_2016gen,early_2016gen,rejected_2016gen,lateballot_2016gen,WHreject_2016gen,BHreject_2016gen,HPreject_2016gen,OTreject_2016gen,votedpop_2016gen,votedbymailpop_2016gen,rejectedpop_2016gen,whitepop_2016gen,blackpop_2016gen,hispanicpop_2016gen,otherpop_2016gen,asianpop_2016gen,age_2016prepri,age1829_2016prepri,age3044_2016prepri,age4560_2016prepri,age60plus_2016prepri,age1829reject_2016prepri,age3044reject_2016prepri,age4560reject_2016prepri,age60plusreject_2016prepri,white_2016prepri,black_2016prepri,hispanic_2016prepri,other_2016prepri,male_2016prepri,VBM2016gen_2016prepri,VBM2016prepri_2016prepri,VBM2016genpri_2016prepri,VBM2018gen_2016prepri,VBM2018genpri_2016prepri,partydem_2016prepri,partyrep_2016prepri,partynp_2016prepri,electionday_2016prepri,bymail_2016prepri,early_2016prepri,rejected_2016prepri,lateballot_2016prepri,WHreject_2016prepri,BHreject_2016prepri,HPreject_2016prepri,OTreject_2016prepri,votedpop_2016prepri,votedbymailpop_2016prepri,rejectedpop_2016prepri,whitepop_2016prepri,blackpop_2016prepri,hispanicpop_2016prepri,otherpop_2016prepri,asianpop_2016prepri,age_2016genpri,age1829_2016genpri,age3044_2016genpri,age4560_2016genpri,age60plus_2016genpri,age1829reject_2016genpri,age3044reject_2016genpri,age4560reject_2016genpri,age60plusreject_2016genpri,white_2016genpri,black_2016genpri,hispanic_2016genpri,other_2016genpri,male_2016genpri,VBM2016gen_2016genpri,VBM2016prepri_2016genpri,VBM2016genpri_2016genpri,VBM2018gen_2016genpri,VBM2018genpri_2016genpri,partydem_2016genpri,partyrep_2016genpri,partynp_2016genpri,electionday_2016genpri,bymail_2016genpri,early_2016genpri,rejected_2016genpri,lateballot_2016genpri,WHreject_2016genpri,BHreject_2016genpri,HPreject_2016genpri,OTreject_2016genpri,votedpop_2016genpri,votedbymailpop_2016genpri,rejectedpop_2016genpri,whitepop_2016genpri,blackpop_2016genpri,hispanicpop_2016genpri,otherpop_2016genpri,asianpop_2016genpri,age_2018gen,age1829_2018gen,age3044_2018gen,age4560_2018gen,age60plus_2018gen,age1829reject_2018gen,age3044reject_2018gen,age4560reject_2018gen,age60plusreject_2018gen,white_2018gen,black_2018gen,hispanic_2018gen,other_2018gen,male_2018gen,VBM2016gen_2018gen,VBM2016prepri_2018gen,VBM2016genpri_2018gen,VBM2018gen_2018gen,VBM2018genpri_2018gen,partydem_2018gen,partyrep_2018gen,partynp_2018gen,electionday_2018gen,bymail_2018gen,early_2018gen,rejected_2018gen,lateballot_2018gen,WHreject_2018gen,BHreject_2018gen,HPreject_2018gen,OTreject_2018gen,votedpop_2018gen,votedbymailpop_2018gen,rejectedpop_2018gen,whitepop_2018gen,blackpop_2018gen,hispanicpop_2018gen,otherpop_2018gen,asianpop_2018gen,age_2018genpri,age1829_2018genpri,age3044_2018genpri,age4560_2018genpri,age60plus_2018genpri,age1829reject_2018genpri,age3044reject_2018genpri,age4560reject_2018genpri,age60plusreject_2018genpri,white_2018genpri,black_2018genpri,hispanic_2018genpri,other_2018genpri,male_2018genpri,VBM2016gen_2018genpri,VBM2016prepri_2018genpri,VBM2016genpri_2018genpri,VBM2018gen_2018genpri,VBM2018genpri_2018genpri,partydem_2018genpri,partyrep_2018genpri,partynp_2018genpri,electionday_2018genpri,bymail_2018genpri,early_2018genpri,rejected_2018genpri,lateballot_2018genpri,WHreject_2018genpri,BHreject_2018genpri,HPreject_2018genpri,OTreject_2018genpri,votedpop_2018genpri,votedbymailpop_2018genpri,rejectedpop_2018genpri,whitepop_2018genpri,blackpop_2018genpri,hispanicpop_2018genpri,otherpop_2018genpri,asianpop_2018genpri,age_2020combopri,age1829_2020combopri,age3044_2020combopri,age4560_2020combopri,age60plus_2020combopri,age1829reject_2020combopri,age3044reject_2020combopri,age4560reject_2020combopri,age60plusreject_2020combopri,white_2020combopri,black_2020combopri,hispanic_2020combopri,other_2020combopri,male_2020combopri,VBM2016gen_2020combopri,VBM2016prepri_2020combopri,VBM2016genpri_2020combopri,VBM2018gen_2020combopri,VBM2018genpri_2020combopri,partydem_2020combopri,partyrep_2020combopri,partynp_2020combopri,electionday_2020combopri,bymail_2020combopri,early_2020combopri,newvoter_2020combopri,rejected_2020combopri,lateballot_2020combopri,WHreject_2020combopri,BHreject_2020combopri,HPreject_2020combopri,OTreject_2020combopri,votedpop_2020combopri,votedbymailpop_2020combopri,newvoterpop_2020combopri,rejectedpop_2020combopri,whitepop_2020combopri,blackpop_2020combopri,hispanicpop_2020combopri,otherpop_2020combopri,asianpop_2020combopri,county_code,county_age,county_age1829,county_age3044,county_age4560,county_age60plus,county_white,county_black,county_hispanic,county_other,datestr,state,fips,cases,deaths,d_cases,d_deaths
BIBB,54.189178,.095778897,.2263671,.26239085,.41546315,.0053118574,.0010875082,.00050037529,.0012245704,.4464297,.45682743,.0061071091,.038764525,.3795177,.057846252,.026805362,.046285119,.068019442,.030981392,,,,.47355151,.068023801,.45842469,.022988506,0,.024074074,.027683998,0,.0065445025,63860,4344,90,28509,29173,390,2362,498,59.128933,.047866806,.16286798,.25440571,.53485954,.035063114,.0035037098,.0015833223,.0032007028,.52676064,.3881411,.0037637153,.029606257,.38182572,.051101703,.025933176,.042066026,.056801841,.030132409,.50673002,.49317428,.000095687676,.82409418,.031194182,.14471166,.16155419,0,.16709511,.16764706,.25,.016666668,31352,978,158,16515,12169,118,882,107,62.435429,.034356818,.11092708,.23429736,.62041873,.0012360939,.0011485452,.00018125793,.0011636663,.51195031,.39913958,.002350223,.023654819,.3836042,.07597816,.040884152,.045449011,.073192433,.03845118,.92173702,.076408207,.0018547639,.70662045,.060070109,.23330943,.023828436,0,.021551725,.02660754,0,0,25104,1508,30,12852,10020,59,557,59,53.340309,.11616998,.21898936,.26028767,.404553,.0042354935,.00097363692,.00081915566,.0019865402,.44084704,.48679313,.0066880467,.041068703,.39818859,.050195742,.022172388,.038222302,.07288485,.031989913,,,,.48587453,.089748755,.42437673,.022235949,0,.016197182,.026586317,0,.0095419846,62051,5569,108,27355,30206,415,2504,491,60.258488,.046569645,.13675214,.24208824,.57458997,0,.0016891892,0,.0021709416,.4806605,.46265551,.0029857499,.030769231,.40805247,.051575251,.024482694,.037431341,.057680603,.030819733,.58752203,.39401892,.018459033,.77204251,.037774257,.19018322,.045833334,0,.047781572,.052478135,0,0,22105,835,33,10625,10227,66,666,61,56.597229,.098636441,.16281998,.2457352,.49280837,.0061839218,.0018126888,.0025622549,.0030743433,.42995578,.51901722,.0055036857,.038092989,.40343979,.069140129,.032359876,.050116807,.093402214,.043140754,.67485011,.28935626,.035793614,.33523342,.48330221,.18146437,.066662729,.0073971557,.0056412774,.0053147995,.008240141,.054347824,.014608234,50875,24588,3388,155,21874,26405,280,1936,328,11,47.809921,.21552999,.25423098,.23012479,.30011424,.39108372,.5149712,.0114686,.082476512,2020-06-09,Georgia,13021,511,31,.39999998,1.0666666
BLECKLEY,55.431286,.085968174,.20148791,.28332299,.42922091,.012019231,0,.00072939461,.001444391,.76222265,.15413313,.0045160023,.026658401,.42371884,.049920447,.043259945,.041920457,.04879757,.030174695,,,,.40918908,.060867857,.52994305,.032727271,0,.036764707,.050000001,0,0,5093,310,9,3882,785,23,129,20,59.338776,.051751591,.14888535,.272293,.52707005,.015384615,.0053475937,.0043859649,.0075528701,.80164671,.12050898,.0026197606,.013933121,.43413174,.049493376,.0415879,.047272727,.046115495,.031182015,.18686679,.81200749,.0011257036,.76047903,.050149702,.18937126,.1641791,0,.073170729,.22413793,,.028571429,2672,134,22,2142,322,7,35,6,59.42878,.048083875,.14931309,.27621114,.52639192,0,0,0,.0006868132,.84128064,.081062667,.0017029973,.015907448,.43937328,.054564908,.051440328,.040470425,.04486692,.031372551,.079849213,.9191227,.0010281014,.54768389,.054495912,.39782017,.0083333338,0,.021276595,0,,0,2936,160,1,2470,238,5,44,9,54.480366,.10430085,.20091419,.27924371,.41554123,.0019920319,.0010341262,.002232143,.0015,.79099613,.15705846,.0040741493,.024724703,.4495824,.037873443,.02966987,.030899961,.052252624,.02852615,,,,.36585861,.060093705,.57404768,.029850746,0,.0234375,.048543688,0,0,4909,295,8,3883,771,20,119,20,60.023636,.045168068,.14180672,.26050422,.55252099,.011627907,0,.002016129,.00095057033,.85897434,.094871797,.002051282,.018907564,.46717948,.036604773,.031907178,.031537451,.036726128,.027921407,.14579055,.85215604,.0020533882,.71076924,.034871794,.25435898,.050847456,0,.079999998,.041666668,,0,1950,68,3,1675,185,4,36,4,59.71368,.076872967,.11954398,.24429968,.55928338,0,0,0,0,.80969423,.16297983,.0013012362,.019218242,.44502276,.051678613,.03618421,.042133335,.062637366,.034188036,.23975277,.74690956,.013337671,.29342875,.54196489,.16460638,.050488599,0,.00032530905,0,0,,0,3074,1666,155,0,2489,501,4,59,17,12,49.669189,.19229765,.23133159,.24438642,.33198434,.73655355,.20169713,.0070496085,.054699738,2020-06-09,Georgia,13023,53,0,.89285719,
BRANTLEY,54.822998,.080440864,.20546143,.30136535,.41273236,.0040899795,0,.00054585154,.00039856517,.89562237,.024770213,.0023368127,.024181608,.43698394,.038690478,.0069767442,.027786167,.028629441,.012746973,,,,.45661318,.043464713,.4999221,.015748031,0,.016216217,0,0,0,6419,279,4,5749,159,15,147,9,59.086666,.03254902,.15490197,.29333332,.5192157,0,0,.0013368984,.001510574,.91268659,.021268656,.00074626866,.016078431,.46865672,.024786986,.0074906368,.013376137,.019255456,.01087942,.10634328,.89365673,0,.87873137,.0097014923,.11156716,.1923077,0,.17647059,,,0,2680,26,5,2446,57,2,41,4,57.673294,.046587538,.17181009,.31068251,.47091988,0,0,0,0,.91301906,.017957352,.00084175082,.013649852,.45426488,.038878843,.004823151,.026813434,.027597956,.013188519,.032148901,.9678511,0,.60381591,.031144781,.36503929,0,0,0,0,,0,3564,111,0,3254,64,3,46,3,54.218956,.096368469,.19450842,.30363154,.40549159,.0018382353,.00091074681,0,0,.92668879,.028975388,.002269157,.02639504,.46831909,.030030031,.0058798823,.019106107,.031860586,.013435701,,,,.46203527,.039273869,.49869087,.015789473,0,0,.095238097,,0,5729,225,3,5309,166,13,149,8,60.428123,.033124998,.13124999,.270625,.565,0,0,0,.0011061947,.94070905,.020171149,.00061124697,.016875001,.48960879,.023566879,.0054005398,.017014695,.024312221,.012891345,.092909537,.89669925,.010391198,.75366747,.017114915,.2292176,.083333336,0,.047619049,,,0,1636,28,2,1539,33,1,27,0,55.721432,.089956507,.17240016,.28311586,.45452747,0,0,0,0,.94074661,.025873987,.0031601817,.028272044,.46573177,.03449928,.0062360801,.022284122,.030905606,.01395631,.088090062,.89907169,.012838238,.32470867,.37625915,.29903218,.074337684,0,0,0,0,0,0,5063,1905,376,0,4763,131,16,143,5,13,49.003296,.18839675,.23206487,.2709206,.30861777,.90428662,.026557349,.0055253543,.063630693,2020-06-09,Georgia,13025,63,2,1.625,0
BROOKS,56.373302,.077669904,.19255663,.2618123,.46796116,.0020833334,0,.00061804696,0,.57239056,.31711051,.007805326,.04935275,.4071013,.099023931,.02403496,.065789476,.075949363,.025641026,,,,.44367921,.11906948,.4372513,.0026007802,0,0,.0041666669,0,0,6534,778,2,3740,2072,51,305,12,60.784222,.031559631,.14715597,.24293578,.57834864,0,.0024937657,0,.0069796955,.66839737,.22776046,.0055382485,.041834861,.40498441,.063457333,.026517795,.056197073,.063275933,.025583146,.32398754,.67601246,0,.82450676,.031844929,.14364833,.15217391,0,.27027026,.047619049,0,.03125,2889,92,14,1931,658,16,114,6,61.489491,.034292035,.1465708,.21294248,.60619467,.016129032,0,.0051948051,.003649635,.56055903,.33592132,.00051759835,.038716815,.39492753,.096933186,.039785769,.065573767,.077384524,.036827195,.59417987,.4042328,.0015873016,.68115944,.080745339,.23809524,.084967323,0,.037037037,.064935066,,.020833334,1932,156,13,1083,649,1,70,5,56.47628,.078653648,.17910708,.26805022,.47418904,0,0,0,0,.60864347,.31109586,.0089178532,.053540286,.43457383,.076381907,.018304816,.053859964,.081123516,.02601626,,,,.48893842,.093637452,.41742411,0,0,0,0,0,0,5831,546,0,3549,1814,52,307,12,62.11945,.028012685,.12579282,.21564482,.63054967,0,0,0,0,.7105943,.22222222,.003617571,.040169135,.46770027,.056277055,.020958085,.045584045,.060540542,.02565445,.2888889,.6868217,.024289405,.73333335,.038242895,.22842377,0,0,0,0,,0,1935,74,0,1375,430,7,76,4,59.882473,.066800602,.12531391,.22651933,.58136612,.0075187972,.012024048,.0077605322,.0077753779,.6079759,.33233008,.0077752694,.047463585,.43491346,.099485941,.029014507,.069281049,.1212211,.040865384,.43115124,.54426885,.024579884,.284926,.56784552,.14722849,.068558514,.019108281,.014296464,.012820513,.02601156,0,.036585364,3987,2264,273,33,2424,1325,31,189,13,14,50.644485,.17595677,.22476362,.24223323,.35704637,.56479061,.35047275,.015758667,.068977937,2020-06-09,Georgia,13027,84,8,.3125,.14285719
BRYAN,52.37801,.086117394,.23891921,.33541861,.3395448,.010046368,.00083565462,.00099206355,.00098000781,.74026728,.1160221,.020172169,.082723282,.43627137,.030046275,.014856634,.025495751,.034814127,.0053442311,,,,.37035847,.039573431,.5900681,.052919708,0,.055727553,.030303031,0,.04587156,15566,616,29,11523,1806,314,1243,140,56.274334,.060070153,.16793336,.32972816,.44226834,.026763991,.001740644,.0004432624,.0023132849,.78741592,.089966364,.012191704,.068254896,.44548768,.025855627,.014790815,.025026437,.028389048,.0042122998,.20095292,.79904711,0,.76387334,.018357623,.21776906,.19847329,0,.21875,.15789473,1,0,7136,131,26,5619,642,87,467,27,57.09182,.051931761,.15228298,.34094331,.45484194,.0048309178,0,0,.0011031439,.82381296,.07447578,.010363943,.049422979,.44203421,.035029404,.025533404,.023073146,.034030683,.0042092605,.065942027,.93309176,.00096618355,.59387803,.034948181,.37117377,.03809524,0,.09375,0,,0,4149,145,4,3418,309,43,197,19,51.706909,.096499398,.24504192,.32736591,.33109277,0,0,0,0,.74391526,.12932509,.020852519,.085917741,.45822918,.023932043,.01054168,.018430606,.036938079,.006310096,,,,.40001315,.046770163,.5532167,0,0,0,0,0,0,15202,711,0,11309,1966,317,1291,143,58.624779,.048377581,.13067846,.30501476,.51592922,0,0,0,.00057175528,.74746007,.15355588,.013062409,.066961654,.4728592,.017795816,.0066500418,.0089712916,.024523161,.0064009312,.3268505,.6560232,.01712627,.64179969,.008127721,.35007256,.039999999,0,.052631579,,,0,3445,28,1,2575,529,45,227,14,53.410591,.10776815,.19496855,.3018018,.3954615,.0015772871,.0047951178,.003097719,.0032237265,.74231356,.14854765,.018090708,.080741115,.45150331,.026532685,.0087853326,.016246011,.042106386,.0093430653,.317734,.65007645,.03218957,.28775269,.49057245,.22167487,.10572837,.0086035738,.0039918465,.008797654,.010752688,0,.0056179776,11774,5776,1244,39,8740,1749,213,950,114,15,45.997387,.19423462,.30273098,.27270967,.23032475,.70188522,.12792949,.032474659,.13771063,2020-06-09,Georgia,13029,80,5,.35593224,.25
BULLOCH,50.078068,.18867171,.2258864,.24715194,.33828998,.0029661017,.0024774377,.00032346757,.00035448422,.6787762,.2115836,.010159708,.059039854,.41589379,.04000777,.011734507,.026886743,.044242095,.019938031,,,,.46472964,.047258034,.48801231,.030520646,0,.035714287,.020618556,0,.017021276,25985,1228,34,17638,5498,264,1477,140,55.962711,.09004093,.19245112,.2592997,.45820826,.0070707072,.0028355387,.00070150825,.0025803891,.76946527,.13177148,.0053997561,.049477033,.43502873,.03127012,.011454052,.023009114,.03455143,.01900503,.27739069,.72260928,0,.86753178,.014979969,.11748824,.22674419,0,.22330096,.30769232,1,0,11482,172,39,8835,1513,62,544,41,58.011021,.046604387,.18862182,.27500787,.48976594,0,0,0,.00042863266,.79677224,.11227336,.0028890218,.037367482,.42767483,.042985011,.017408123,.026809111,.036664028,.025321543,.11867665,.87687171,.004451639,.66357839,.036461446,.29996017,.014035088,0,.010869565,0,0,0,10038,366,4,7998,1127,29,356,17,50.932182,.16044115,.2278374,.25652835,.35519311,.0021069266,.00055637985,.00049415254,.0004758506,.69879067,.20782945,.0082699582,.064565197,.4376013,.035865616,.0088973306,.022209631,.044722117,.020235419,,,,.47803682,.053900179,.468063,.016478751,0,.0097879283,.018229166,.071428575,.031746034,24063,1297,19,16815,5001,199,1528,123,58.273781,.053677149,.1831338,.24851993,.51466912,0,.0014367816,0,.00076687115,.70747077,.21576443,.0041146972,.049204051,.45017359,.030969845,.0091794683,.022137251,.034725919,.020524073,.37019417,.61643308,.013372766,.69769835,.023659509,.27864215,.028409092,0,.03508772,.039999999,0,0,7777,184,5,5502,1678,32,374,15,54.850338,.11509515,.18320611,.25287604,.44882271,.0037365716,.0011737089,.0019132653,.00095819857,.72885454,.1893024,.0064443368,.0698312,.43697974,.044582166,.0130922,.028652955,.05799403,.024452165,.35110897,.62069708,.028193975,.33548144,.50459158,.15992697,.075637028,.0037371134,.01127759,.0032116296,.0056224898,0,.005586592,18621,9396,1407,29,13572,3525,120,1299,86,16,45.363937,.26660684,.25804898,.21852086,.2568233,.61592507,.23406072,.013022828,.1369914,2020-06-09,Georgia,13031,84,3,1,.5
BURKE,54.469799,.084932402,.21445705,.28249019,.41812035,.0025673942,0,0,.00026075621,.47584844,.44243181,.0039558611,.032054078,.40193629,.097718149,.034158643,.09005443,.10261753,.083552055,,,,.50936913,.10816157,.3824693,.0041536866,0,.0037878789,.0034662045,0,0,9606,1039,4,4571,4250,38,294,19,59.019169,.038569424,.15731651,.27395979,.53015429,.012121212,.0074294205,.0017064846,.0026455026,.56195772,.36173525,.0040044496,.023842918,.40778643,.064769834,.033712883,.052594915,.078450844,.058628317,.41668519,.58331478,0,.83670747,.037152391,.12614016,.095808387,0,.086956523,.11688311,,0,4495,167,16,2526,1626,18,102,6,59.048691,.05014535,.14437984,.27083334,.53464144,0,0,0,0,.43762922,.49069607,.00068917987,.019622093,.38571101,.10710808,.035689536,.096388422,.098843321,.087215602,.72563922,.27436075,0,.6636802,.13071445,.20560533,0,0,0,0,,0,4353,569,0,1905,2136,3,81,3,54.615356,.094389215,.19334933,.28556737,.4266941,.0084745763,.0035460992,.0024009603,.0024102838,.49573609,.44064182,.0050493716,.038852703,.42583033,.0868944,.030161845,.079420447,.11044844,.080227971,,,,.51267952,.12612209,.3611984,.027424093,0,.012048192,.028985508,.25,.053333335,8912,1124,28,4418,3927,45,340,21,61.936123,.034527406,.10315063,.22917566,.63314629,0,0,.0037664783,.0020449897,.50948966,.44032055,.0037958666,.023305999,.44327289,.094759822,.03539823,.075533658,.096774191,.08561644,.51117671,.47659215,.012231126,.72121465,.098692536,.18009278,.024271844,0,.027027028,.018987341,,.090909094,2371,234,5,1208,1044,9,54,2,56.258747,.098842882,.15335286,.26613691,.48166737,0,0,0,.001447178,.46408686,.49123052,.0036191538,.037083507,.42706013,.12268596,.045673758,.1058186,.15239044,.11021277,.68652558,.29816258,.015311804,.2731069,.58449334,.14239977,.075839959,.0014330754,.0030623607,.0013236267,.0016447369,0,0,7184,4199,544,5,3334,3529,26,266,18,17,48.670155,.19574,.23797283,.25302973,.31325743,.46272492,.43763006,.0086913947,.090953603,2020-06-09,Georgia,13033,125,6,.21359229,.5
BUTTS,54.760082,.080225497,.20956202,.29249784,.41771466,.0067567569,.0020693224,.0014825797,.0015572282,.68785471,.19285935,.0074295737,.064397223,.42400166,.028268551,.018705036,.026932668,.037334718,.022974102,,,,.27912498,.033845838,.68702918,.097178683,0,.059171598,.12903225,0,.011494253,9691,328,31,6666,1869,72,594,23,59.554058,.038145415,.14478399,.2809273,.5361433,.011049724,.0014556041,0,.0019654089,.72490042,.15796813,.006573705,.05711275,.43306774,.023029046,.017967658,.025257561,.029826958,.021816337,.22768924,.77231073,0,.61414343,.020119522,.36573705,.1,0,.14285715,0,,0,5020,101,10,3639,793,33,271,9,59.601963,.043051358,.14702921,.26485398,.54506546,0,0,0,0,.73477638,.1519981,.0047573741,.054632425,.42507136,.032306165,.028712871,.026183041,.038335159,.028074116,.057545368,.94221586,.00023877746,.40485251,.035442434,.55970502,0,0,0,0,,0,4204,149,0,3089,639,20,217,7,54.403801,.09446618,.20022359,.28507546,.42023477,.0023668639,0,0,0,.70342249,.206999,.0080334544,.064505309,.44437107,.022219418,.013852242,.019791095,.042119265,.023236852,,,,.25795093,.048200727,.69384837,.0049751243,0,.010152284,0,0,0,9087,438,2,6392,1881,73,577,22,62.376492,.036580354,.092889436,.23468968,.63584054,0,0,0,.00064641243,.71543086,.1991984,.0028056111,.057953145,.46252504,.025588114,.017964073,.022853957,.037612427,.023011709,.26653308,.73146296,.002004008,.50821644,.026052104,.46573147,.017241379,0,.027777778,0,,0,2495,65,1,1785,497,7,141,3,58.186352,.079903476,.13527283,.25392145,.53090227,.0033557047,.00099108031,.0021119325,.0015151515,.70648098,.21946974,.0064274236,.063681461,.43652919,.034759358,.020344663,.027832443,.068467632,.032975174,.30128548,.68318158,.015532941,.19362614,.51245314,.29392073,.058184743,.0040335092,.013926085,.0050611557,.0015673981,0,0,7468,3827,434,13,5276,1639,48,475,21,18,48.559452,.19411594,.24008156,.25942326,.30637926,.67264783,.22009903,.010836003,.096417129,2020-06-09,Georgia,13035,253,25,.47093022,.47058821
CALHOUN,56.467815,.069437407,.19310695,.27420172,.46325392,.00729927,.0052493438,0,.0021881838,.40278444,.52664429,.0028804608,.01064369,.38070092,.073421441,.004102564,.045330916,.087873459,.068965517,,,,.587614,.090254441,.32213154,.03773585,0,0,.05102041,,0,2083,188,6,839,1097,6,21,10,59.638145,.036082473,.15773197,.25773194,.54845363,.085714288,0,0,.0018796993,.46555117,.47933072,.0029527559,.006185567,.39173228,.035897437,.0039525693,.012622721,.040570177,.039215688,.55511808,.44488189,0,.89862204,.0078740157,.093503937,.5,0,.5,,,,1016,8,4,473,487,3,6,1,59.919571,.035746202,.14834674,.2600536,.55585343,0,0,0,.0064308681,.42917725,.50890583,.0016963528,.0035746202,.40373197,.069746375,.0055710305,.044041451,.071636014,.057884231,.94889265,.051107325,0,.75657338,.060220525,.18320611,.079365082,0,.11111111,.052631579,,0,1179,71,5,506,600,2,4,7,56.360294,.074054621,.18697479,.2762605,.46271008,0,0,0,.0056753689,.42569658,.53199172,.0041279672,.017331934,.40608874,.064842358,.0044296789,.03902439,.096184008,.068791948,,,,.57739937,.10681114,.31578946,.025773196,0,0,.034013607,0,0,1938,207,5,825,1031,8,33,7,62.699684,.033018868,.10220126,.2264151,.63836479,0,0,0,.01231527,.39291218,.57781202,.0030816642,.003144654,.4191063,.063311689,.0065359478,.043564357,.081433222,.068910256,.6671803,.32203391,.010785825,.76733434,.10477658,.12788907,.10416666,0,0,.10638298,,,649,68,5,255,375,2,2,2,56.678238,.085399449,.169146,.2584022,.48705235,.0064516128,.0065146578,.0063965884,.0056561087,.38842976,.57961434,.0044077137,.025344353,.40991735,.076299794,.004672897,.049950048,.10728477,.086887836,.87052339,.12727273,.0022038568,.31074381,.54655647,.14269972,.080991738,.012672811,.0088154273,.0097402595,.013059702,0,.047619049,1815,992,147,11,705,1052,8,46,4,19,51.424473,.16666667,.21223709,.24984066,.37125558,.36456341,.57138306,.0066921604,.057361376,2020-06-09,Georgia,13037,140,6,.20689654,.20000005
CAMDEN,54.8591,.079698846,.20500134,.29766065,.41763914,.0067476383,.0013116475,.00054200541,.00038629925,.65493828,.15828189,.014917696,.12594783,.42890945,.055500392,.021828104,.079441912,.068143219,.068446405,,,,.38590536,.064969137,.54912549,.024284475,0,.016129032,.022624435,.11111111,.010526316,19440,1263,28,12732,3077,290,2342,154,59.749939,.040128808,.13710676,.27755758,.54520684,.021604938,.0045167119,.0013386881,.0040890505,.71437001,.1202218,.0094384141,.10837255,.44749883,.048935376,.021552751,.065399237,.058544084,.052631579,.25141576,.74846625,.00011798018,.84190655,.027961303,.13013214,.19831224,0,.16535433,.21212122,.33333334,.054054055,8476,237,47,6055,1019,80,875,45,63.378635,.02712528,.09647651,.24189039,.63450783,0,0,.0011560693,.0035257824,.6676203,.1810143,.0041612484,.076062642,.43693107,.13074398,.064112015,.075787127,.12605295,.11571364,.27899432,.70775884,.013246823,.67620283,.12613784,.1976593,.025773196,0,.043243244,.011494253,0,0,3845,485,10,2567,696,16,272,25,55.324051,.082830176,.1859429,.29116595,.44006097,.0099079972,.0028373266,.0012079726,.000666045,.65613103,.17043488,.013381013,.13822615,.45443535,.051415328,.017490283,.068425901,.067573108,.06965369,,,,.45010957,.079824664,.47006574,.027821939,0,.034129694,.024096385,0,.013888889,17338,1384,35,11376,2955,232,2358,138,60.592243,.044239458,.12330572,.2628012,.56965363,0,0,0,.0056179776,.70679182,.15332229,.0075464752,.10353915,.454261,.089261085,.029273681,.088797815,.10168507,.065709971,.26325479,.69734907,.039396171,.66905946,.088348977,.24259157,.043256998,0,.049327355,.032608695,0,.02739726,5433,480,17,3840,833,41,550,48,61.200432,.062435925,.102317,.21468116,.62056595,.011494253,.0090180365,.0076408787,.0051214276,.64268166,.19273286,.010951893,.14486365,.43868986,.10453939,.036069926,.12177888,.14718615,.13205026,.40716478,.55742067,.035414536,.011668373,.74677587,.24155578,.08478573,.011302476,.0078812689,.010517576,.013232514,0,.012210012,9770,7296,827,63,6279,1883,107,1413,72,20,47.694069,.20645161,.26004162,.24084288,.2926639,.58361083,.15184703,.022190427,.24235171,2020-06-09,Georgia,13039,70,1,.94444442,0
