"HINDI","Muni2","County","total_ballots_2020","registered_voters_2020","provisional_all_2020","prov_counted_2020","prov_rejected_2020","abs_issued_2020","abs_counted_2020","abs_rejected_2020","total_ballots_2016","registered_voters_2016","provisional_all_2016","prov_counted_2016","prov_rejected_2016","abs_issued_2016","abs_counted_2016","abs_not_returned_2016","abs_late_2016","abs_rejected_2016"
46186,"VILLAGE OF THIENSVILLE","OZAUKEE COUNTY",1364,2195,0,0,0,339,339,0,1578,2230,0,0,0,241,233,4,2,1
46211,"CITY OF CEDARBURG","OZAUKEE COUNTY",4350,8041,0,0,0,791,782,8,5574,7889,1,0,1,793,745,45,1,1
46255,"CITY OF MEQUON","OZAUKEE COUNTY",10775,17352,0,0,0,1726,1720,0,12078,17758,0,0,0,3229,3050,174,12,4
46271,"CITY OF PORT WASHINGTON","OZAUKEE COUNTY",3836,7429,0,0,0,665,665,0,4749,7379,0,0,0,789,7,28,1,0
47002,"TOWN OF ALBANY","PEPIN COUNTY",151,362,0,0,0,5,5,0,213,357,0,0,0,2,2,0,0,0
47004,"TOWN OF DURAND","PEPIN COUNTY",214,394,0,0,0,2,2,0,231,413,0,0,0,7,6,1,0,0
47006,"TOWN OF FRANKFORT","PEPIN COUNTY",99,194,0,0,0,10,10,0,107,221,0,0,0,0,0,0,0,0
47008,"TOWN OF LIMA","PEPIN COUNTY",137,344,0,0,0,4,4,0,201,330,0,0,0,8,8,0,0,0
47010,"TOWN OF PEPIN","PEPIN COUNTY",250,459,0,0,0,0,0,0,254,472,0,0,0,13,10,1,0,2
47012,"TOWN OF STOCKHOLM","PEPIN COUNTY",101,151,0,0,0,1,1,0,90,148,0,0,0,2,2,0,0,0
47014,"TOWN OF WATERVILLE","PEPIN COUNTY",176,488,0,0,0,4,4,0,241,478,0,0,0,3,3,0,0,0
47016,"TOWN OF WAUBEEK","PEPIN COUNTY",116,250,0,0,0,5,5,0,143,259,0,0,0,6,5,1,0,0
47171,"VILLAGE OF PEPIN","PEPIN COUNTY",202,428,0,0,0,24,24,0,273,442,0,0,0,38,37,0,0,1
47181,"VILLAGE OF STOCKHOLM","PEPIN COUNTY",46,60,0,0,0,0,0,0,44,50,0,0,0,2,2,0,0,0
47216,"CITY OF DURAND","PEPIN COUNTY",400,940,0,0,0,11,11,0,577,1005,0,0,0,39,37,0,0,2
48002,"TOWN OF CLIFTON","PIERCE COUNTY",598,1485,0,0,0,5,5,0,715,1406,0,0,0,20,20,3,0,1
48004,"TOWN OF DIAMOND BLUFF","PIERCE COUNTY",105,303,0,0,0,0,0,0,179,305,0,0,0,4,4,0,0,0
48006,"TOWN OF ELLSWORTH","PIERCE COUNTY",313,722,0,0,0,63,62,0,465,740,0,0,0,20,18,2,0,0
48008,"TOWN OF EL PASO","PIERCE COUNTY",158,419,0,0,0,0,0,0,235,410,0,0,0,1,1,0,0,0
48010,"TOWN OF GILMAN","PIERCE COUNTY",284,641,0,0,0,4,4,0,360,627,0,0,0,11,10,1,0,0
48012,"TOWN OF HARTLAND","PIERCE COUNTY",174,522,0,0,0,4,4,0,318,529,0,0,0,4,4,1,0,0
48014,"TOWN OF ISABELLE","PIERCE COUNTY",59,164,0,0,0,0,0,0,108,161,0,0,0,5,0,0,0,0
48016,"TOWN OF MAIDEN ROCK","PIERCE COUNTY",155,371,0,0,0,15,15,0,200,349,0,0,0,11,11,0,0,0
48018,"TOWN OF MARTELL","PIERCE COUNTY",342,730,0,0,0,16,16,0,432,742,0,0,0,10,9,1,0,0
48020,"TOWN OF OAK GROVE","PIERCE COUNTY",525,1468,0,0,0,67,67,0,693,637,0,0,0,28,28,0,0,0
48022,"TOWN OF RIVER FALLS","PIERCE COUNTY",753,1519,0,0,0,13,13,0,868,1578,0,0,0,17,16,1,0,0
48024,"TOWN OF ROCK ELM","PIERCE COUNTY",101,251,0,0,0,0,0,0,149,265,0,0,0,6,6,0,0,0
48026,"TOWN OF SALEM","PIERCE COUNTY",123,285,0,0,0,0,0,0,181,292,0,0,0,8,0,1,0,0
48028,"TOWN OF SPRING LAKE","PIERCE COUNTY",150,364,0,0,0,7,7,0,195,367,0,0,0,9,9,0,0,0
48030,"TOWN OF TRENTON","PIERCE COUNTY",430,1131,0,0,0,11,11,0,746,1159,0,0,0,21,21,1,0,0
48032,"TOWN OF TRIMBELLE","PIERCE COUNTY",395,1007,0,0,0,11,11,0,668,1055,0,0,0,45,42,3,0,0
48034,"TOWN OF UNION","PIERCE COUNTY",145,338,0,0,0,11,11,0,178,342,0,0,0,0,0,0,0,0
48106,"VILLAGE OF BAY CITY","PIERCE COUNTY",88,233,0,0,0,11,11,0,143,222,0,0,0,1,1,0,0,0
48121,"VILLAGE OF ELLSWORTH","PIERCE COUNTY",0,1611,0,0,0,0,0,0,1026,1683,0,0,0,74,74,0,0,0
48122,"VILLAGE OF ELMWOOD","PIERCE COUNTY",223,410,0,0,0,18,18,0,213,431,0,0,0,26,23,0,0,0
48151,"VILLAGE OF MAIDEN ROCK","PIERCE COUNTY",33,85,0,0,0,6,6,0,59,80,0,0,0,6,0,2,0,0
48171,"VILLAGE OF PLUM CITY","PIERCE COUNTY",116,281,0,0,0,6,6,0,176,320,0,0,0,31,30,1,0,0
48181,"VILLAGE OF SPRING VALLEY","PIERCE COUNTY",341,728,0,0,0,13,11,0,446,762,1,1,0,30,36,0,0,0
48271,"CITY OF PRESCOTT","PIERCE COUNTY",0,2450,0,0,0,309,309,0,1036,2550,0,0,0,64,60,1,1,2
48276,"CITY OF RIVER FALLS","PIERCE COUNTY",2433,5932,0,0,0,201,201,0,3101,5812,1,1,0,320,226,6,0,1
49002,"TOWN OF ALDEN","POLK COUNTY",0,1745,0,0,0,0,0,0,775,1707,2,0,2,21,18,2,0,1
49004,"TOWN OF APPLE RIVER","POLK COUNTY",0,651,0,0,0,0,0,0,339,659,0,0,0,11,11,0,0,0
49006,"TOWN OF BALSAM LAKE","POLK COUNTY",0,859,0,0,0,0,0,0,462,847,0,0,0,15,11,4,0,0
49008,"TOWN OF BEAVER","POLK COUNTY",0,472,0,0,0,4,4,0,240,468,1,1,0,8,8,0,0,0
49010,"TOWN OF BLACK BROOK","POLK COUNTY",0,809,0,0,0,19,19,0,398,782,0,0,0,4,4,0,0,0
49012,"TOWN OF BONE LAKE","POLK COUNTY",0,425,0,0,0,7,7,0,259,47,0,0,0,9,9,0,0,0
49014,"TOWN OF CLAM FALLS","POLK COUNTY",0,314,0,0,0,0,0,0,167,322,0,0,0,5,4,1,0,0
49016,"TOWN OF CLAYTON","POLK COUNTY",0,554,0,0,0,39,39,0,313,576,0,0,0,11,11,0,11,0
49018,"TOWN OF CLEAR LAKE","POLK COUNTY",0,495,0,0,0,4,4,0,303,492,0,0,0,1,9,0,0,0
49020,"TOWN OF EUREKA","POLK COUNTY",0,1042,0,0,0,63,63,0,506,1003,0,0,0,9,8,0,1,0
49022,"TOWN OF FARMINGTON","POLK COUNTY",0,1100,0,0,0,2,2,0,507,1155,0,0,0,8,8,0,0,0
49024,"TOWN OF GARFIELD","POLK COUNTY",0,961,0,0,0,0,0,0,452,975,9,0,9,9,0,0,0,0
49026,"TOWN OF GEORGETOWN","POLK COUNTY",0,613,0,0,0,0,0,0,325,637,0,0,0,11,11,0,0,0
49028,"TOWN OF JOHNSTOWN","POLK COUNTY",0,292,0,0,0,6,6,0,153,297,0,0,0,5,5,0,0,0
49030,"TOWN OF LAKETOWN","POLK COUNTY",0,599,0,0,0,0,0,0,295,619,0,0,0,4,4,0,0,0
49032,"TOWN OF LINCOLN","POLK COUNTY",0,1375,0,0,0,62,62,0,703,1369,0,0,0,48,45,0,1,0
49034,"TOWN OF LORAIN","POLK COUNTY",0,184,0,0,0,0,0,0,0,185,0,0,0,3,3,0,0,0
49036,"TOWN OF LUCK","POLK COUNTY",0,600,0,0,0,0,0,0,287,552,0,0,0,8,8,0,0,0
49038,"TOWN OF MCKINLEY","POLK COUNTY",0,210,0,0,0,0,0,0,126,191,0,0,0,2,2,0,0,0
49040,"TOWN OF MILLTOWN","POLK COUNTY",0,741,0,0,0,0,0,0,390,751,0,0,0,16,15,0,0,0
49042,"TOWN OF OSCEOLA","POLK COUNTY",0,1831,0,0,0,174,166,1,764,1726,0,0,0,33,33,0,0,0
49044,"TOWN OF ST. CROIX FALLS","POLK COUNTY",320,731,0,0,0,41,41,0,343,702,0,0,0,6,6,0,0,0
49046,"TOWN OF STERLING","POLK COUNTY",0,379,0,0,0,0,0,0,167,380,0,0,0,2,2,0,0,0
49048,"TOWN OF WEST SWEDEN","POLK COUNTY",0,444,0,0,0,5,5,0,242,380,0,0,0,3,3,0,0,0
49106,"VILLAGE OF BALSAM LAKE","POLK COUNTY",0,501,0,0,0,0,0,0,281,544,0,0,0,12,12,1,0,0
49111,"VILLAGE OF CENTURIA","POLK COUNTY",0,359,0,0,0,0,0,0,167,374,0,0,0,9,9,0,0,0
49112,"VILLAGE OF CLAYTON","POLK COUNTY",0,227,0,0,0,0,0,0,114,244,0,0,0,0,0,0,0,0
49113,"VILLAGE OF CLEAR LAKE","POLK COUNTY",257,550,0,0,0,24,24,0,331,533,0,0,0,10,3,0,0,0
49116,"VILLAGE OF DRESSER","POLK COUNTY",0,470,0,0,0,9,9,0,206,476,0,0,0,14,14,0,0,0
49126,"VILLAGE OF FREDERIC","POLK COUNTY",0,587,0,0,0,14,14,0,308,559,0,0,0,20,16,4,0,0
49146,"VILLAGE OF LUCK","POLK COUNTY",0,615,0,0,0,1,1,0,311,606,0,0,0,37,37,0,0,0
49151,"VILLAGE OF MILLTOWN","POLK COUNTY",0,451,0,0,0,25,25,0,197,404,0,0,0,13,12,1,0,1
49165,"VILLAGE OF OSCEOLA","POLK COUNTY",0,1427,0,0,0,106,104,0,262,1388,0,0,0,42,39,2,0,0
49201,"CITY OF AMERY","POLK COUNTY",601,1449,0,0,0,0,0,0,815,1511,0,0,0,123,109,14,0,1
49281,"CITY OF ST. CROIX FALLS","POLK COUNTY",0,1233,0,0,0,100,100,0,644,1270,1,0,1,38,35,1,0,1
50002,"TOWN OF ALBAN","PORTAGE COUNTY",292,550,0,0,0,12,11,0,355,539,0,0,0,10,10,0,0,0
50004,"TOWN OF ALMOND","PORTAGE COUNTY",211,441,0,0,0,18,18,0,297,435,0,0,0,10,10,0,0,0
50006,"TOWN OF AMHERST","PORTAGE COUNTY",481,924,0,0,0,42,42,0,608,910,0,0,0,7,7,0,0,0
50008,"TOWN OF BELMONT","PORTAGE COUNTY",194,383,0,0,0,0,0,0,243,390,0,0,0,7,7,0,0,0
50010,"TOWN OF BUENA VISTA","PORTAGE COUNTY",363,739,0,0,0,10,10,0,504,661,0,0,0,12,12,0,0,0
50012,"TOWN OF CARSON","PORTAGE COUNTY",420,888,0,0,0,23,23,0,579,882,0,0,0,33,31,2,0,0
50014,"TOWN OF DEWEY","PORTAGE COUNTY",293,667,0,0,0,20,20,0,414,626,0,0,0,14,14,0,0,0
50016,"TOWN OF EAU PLEINE","PORTAGE COUNTY",342,649,0,0,0,13,13,0,433,595,0,0,0,13,13,0,0,0
50018,"TOWN OF GRANT","PORTAGE COUNTY",628,1245,0,0,0,12,12,0,840,1188,0,0,0,45,40,3,0,2
50020,"TOWN OF HULL","PORTAGE COUNTY",1776,3527,0,0,0,388,379,0,2464,3529,0,0,0,223,218,5,0,0
50022,"TOWN OF LANARK","PORTAGE COUNTY",527,997,0,0,0,48,48,0,672,949,0,0,0,25,24,1,0,0
50024,"TOWN OF LINWOOD","PORTAGE COUNTY",362,736,0,0,0,11,11,0,516,748,0,0,0,21,19,0,0,2
50026,"TOWN OF NEW HOPE","PORTAGE COUNTY",298,517,0,0,0,12,12,0,400,540,0,0,0,11,11,0,0,0
50028,"TOWN OF PINE GROVE","PORTAGE COUNTY",159,425,0,0,0,17,17,0,265,430,0,0,0,1,1,0,0,0
50030,"TOWN OF PLOVER","PORTAGE COUNTY",458,956,0,0,0,82,78,0,627,958,0,0,0,36,36,0,0,0
50032,"TOWN OF SHARON","PORTAGE COUNTY",717,1417,0,0,0,135,135,0,926,1344,0,0,0,37,37,0,0,0
50034,"TOWN OF STOCKTON","PORTAGE COUNTY",964,1942,0,0,0,0,0,0,1278,1904,0,0,0,67,65,0,0,2
5010,"TOWN OF EATON","BROWN COUNTY",455,1016,0,0,0,28,28,0,700,1012,0,0,0,9,0,7,0,0
50101,"VILLAGE OF ALMOND","PORTAGE COUNTY",0,198,0,0,0,20,20,0,141,211,1,1,0,3,2,1,0,0
50102,"VILLAGE OF AMHERST","PORTAGE COUNTY",348,650,0,0,0,77,77,0,416,643,0,0,0,22,0,0,0,0
50103,"VILLAGE OF AMHERST JUNCTION","PORTAGE COUNTY",117,230,0,0,0,1,1,0,156,230,0,0,0,3,0,0,0,0
5012,"TOWN OF GLENMORE","BROWN COUNTY",0,650,0,0,0,7,7,0,445,733,0,0,0,19,38,0,0,2
5014,"TOWN OF GREEN BAY","BROWN COUNTY",691,1381,0,0,0,47,47,0,862,1310,0,0,0,51,49,0,0,2
50141,"VILLAGE OF JUNCTION CITY","PORTAGE COUNTY",95,203,0,0,0,0,0,0,131,198,0,0,0,10,10,0,0,0
50161,"VILLAGE OF NELSONVILLE","PORTAGE COUNTY",94,113,0,0,0,10,10,0,78,111,0,0,0,2,2,0,0,0
50171,"VILLAGE OF PARK RIDGE","PORTAGE COUNTY",256,397,0,0,0,85,85,0,304,367,0,0,0,19,18,1,0,0
50173,"VILLAGE OF PLOVER","PORTAGE COUNTY",3512,7301,0,0,0,550,549,0,3834,7091,0,0,0,863,853,7,0,1
50176,"VILLAGE OF ROSHOLT","PORTAGE COUNTY",135,271,0,0,0,41,41,0,181,268,0,0,0,7,7,0,0,0
5018,"TOWN OF HOLLAND","BROWN COUNTY",494,1015,0,0,0,11,11,0,620,992,0,0,0,26,22,4,0,0
50191,"VILLAGE OF WHITING","PORTAGE COUNTY",570,1065,0,0,0,106,106,0,724,1034,0,0,0,59,1,2,0,0
5022,"TOWN OF HUMBOLDT","BROWN COUNTY",388,857,0,0,0,20,20,0,539,839,0,0,0,14,13,0,0,1
5024,"TOWN OF LAWRENCE","BROWN COUNTY",1733,3567,0,0,0,248,246,0,2088,3134,0,0,0,254,3,11,0,1
5025,"TOWN OF LEDGEVIEW","BROWN COUNTY",2506,5013,0,0,0,357,355,0,2876,4606,2,1,1,661,639,27,2,0
5026,"TOWN OF MORRISON","BROWN COUNTY",436,946,0,0,0,5,5,0,646,1021,0,0,0,25,23,0,0,2
5028,"TOWN OF NEW DENMARK","BROWN COUNTY",478,1045,0,0,0,28,28,0,684,1007,0,0,0,27,5,0,0,0
50281,"CITY OF STEVENS POINT","PORTAGE COUNTY",6551,14544,0,0,0,625,622,2,10078,16452,0,0,0,1051,988,37,7,1
5030,"TOWN OF PITTSFIELD","BROWN COUNTY",0,1847,0,0,0,0,0,0,1175,1776,0,0,0,51,50,3,0,0
5034,"TOWN OF ROCKLAND","BROWN COUNTY",700,1185,0,0,0,211,209,0,828,1177,0,0,0,77,76,1,0,0
5036,"TOWN OF SCOTT","BROWN COUNTY",1165,2488,0,0,0,237,237,0,1644,2473,0,0,0,167,166,1,0,0
5040,"TOWN OF WRIGHTSTOWN","BROWN COUNTY",779,1427,0,0,0,42,42,0,914,1334,0,0,0,31,11,1,0,0
51002,"TOWN OF CATAWBA","PRICE COUNTY",112,158,0,0,0,16,16,0,100,166,0,0,0,4,4,0,0,0
51004,"TOWN OF EISENSTEIN","PRICE COUNTY",199,390,0,0,0,3,3,0,297,430,0,0,0,9,9,1,0,0
51006,"TOWN OF ELK","PRICE COUNTY",354,707,0,0,0,84,83,0,448,715,0,0,0,16,16,0,0,0
51008,"TOWN OF EMERY","PRICE COUNTY",143,205,0,0,0,7,7,0,138,208,0,0,0,10,10,0,0,0
51010,"TOWN OF FIFIELD","PRICE COUNTY",315,610,0,0,0,18,18,0,414,618,0,0,0,42,40,1,0,1
51012,"TOWN OF FLAMBEAU","PRICE COUNTY",117,352,0,0,0,3,3,0,215,332,0,0,0,14,13,1,0,0
51014,"TOWN OF GEORGETOWN","PRICE COUNTY",61,100,0,0,0,1,1,0,81,111,0,0,0,2,2,0,0,0
51016,"TOWN OF HACKETT","PRICE COUNTY",63,122,0,0,0,8,8,0,90,124,0,0,0,6,6,0,0,0
51018,"TOWN OF HARMONY","PRICE COUNTY",100,145,0,0,0,13,13,0,94,147,0,0,0,6,6,0,0,0
5102,"VILLAGE OF ALLOUEZ","BROWN COUNTY",4381,8485,0,0,0,542,542,0,6016,8634,0,0,0,1299,1278,14,2,3
51020,"TOWN OF HILL","PRICE COUNTY",129,217,0,0,0,2,2,0,150,202,0,0,0,12,12,0,0,0
51022,"TOWN OF KENNAN","PRICE COUNTY",93,194,0,0,0,18,18,0,111,200,0,0,0,2,2,0,0,0
51024,"TOWN OF KNOX","PRICE COUNTY",122,208,0,0,0,10,10,0,127,207,0,0,0,5,5,0,0,0
51026,"TOWN OF LAKE","PRICE COUNTY",364,753,0,0,0,18,18,0,483,792,0,0,0,32,29,2,0,1
51028,"TOWN OF OGEMA","PRICE COUNTY",219,432,0,0,0,1,1,0,294,427,0,0,0,9,9,0,0,0
51030,"TOWN OF PRENTICE","PRICE COUNTY",134,258,0,0,0,3,2,0,168,255,0,0,0,1,1,0,0,0
51032,"TOWN OF SPIRIT","PRICE COUNTY",115,194,0,0,0,3,3,0,135,183,0,0,0,2,2,0,0,0
51034,"TOWN OF WORCESTER","PRICE COUNTY",725,1060,0,0,0,44,44,0,739,1101,0,0,0,0,0,0,0,0
5104,"VILLAGE OF ASHWAUBENON","BROWN COUNTY",5072,9982,0,0,0,589,588,0,6876,10236,0,0,0,1067,980,25,2,15
5106,"VILLAGE OF BELLEVUE","BROWN COUNTY",4000,8984,0,0,0,384,383,0,5370,8609,0,0,0,883,874,11,0,0
51111,"VILLAGE OF CATAWBA","PRICE COUNTY",40,71,0,0,0,2,2,0,45,65,0,0,0,1,1,0,0,0
51141,"VILLAGE OF KENNAN","PRICE COUNTY",43,71,0,0,0,2,2,0,42,84,0,0,0,0,0,0,0,0
5116,"VILLAGE OF DENMARK","BROWN COUNTY",576,1209,0,0,0,7,7,0,751,1221,1,0,1,35,34,2,0,0
51171,"VILLAGE OF PRENTICE","PRICE COUNTY",0,325,0,0,0,1,1,0,231,326,0,0,0,18,16,0,0,2
5126,"VILLAGE OF HOBART","BROWN COUNTY",2509,5517,0,0,0,392,389,0,2964,4676,0,0,0,1125,633,10,0,0
51271,"CITY OF PARK FALLS","PRICE COUNTY",495,1146,0,0,0,83,83,0,732,1142,1,1,0,59,58,0,0,1
51272,"CITY OF PHILLIPS","PRICE COUNTY",407,724,0,0,0,60,60,0,455,776,0,0,0,58,5,4,0,0
5136,"VILLAGE OF HOWARD","BROWN COUNTY",5411,11637,0,0,0,425,423,0,7630,10676,0,0,0,989,950,32,0,3
5171,"VILLAGE OF PULASKI","BROWN COUNTY",766,1718,0,0,0,71,70,0,1105,1669,0,0,0,139,139,0,0,0
5178,"VILLAGE OF SUAMICO","BROWN COUNTY",3729,8093,0,0,0,459,458,0,5004,7586,0,0,0,734,729,5,0,0
5191,"VILLAGE OF WRIGHTSTOWN","BROWN COUNTY",829,1539,0,0,0,115,115,0,908,1483,0,0,0,84,83,1,0,0
52002,"TOWN OF BURLINGTON","RACINE COUNTY",1763,3854,0,0,0,281,281,0,2417,3767,0,0,0,213,204,7,0,1
52006,"TOWN OF DOVER","RACINE COUNTY",1045,2188,0,0,0,303,303,0,1365,2244,0,0,0,172,168,4,0,0
52010,"TOWN OF NORWAY","RACINE COUNTY",0,5259,0,0,0,847,842,0,3438,5204,0,0,0,474,455,14,2,0
52016,"TOWN OF WATERFORD","RACINE COUNTY",2496,4199,0,0,0,620,620,0,2695,4163,0,0,0,528,513,15,0,3
52104,"VILLAGE OF CALEDONIA","RACINE COUNTY",8800,16125,0,0,0,1838,1827,0,10640,16649,0,0,0,1325,1269,74,0,0
52121,"VILLAGE OF ELMWOOD PARK","RACINE COUNTY",210,357,0,0,0,46,38,0,301,364,0,0,0,32,31,1,0,0
52151,"VILLAGE OF MOUNT PLEASANT","RACINE COUNTY",8526,17069,0,0,0,1415,1413,0,10729,17406,1,1,0,2231,2154,63,0,0
5216,"CITY OF DE PERE","BROWN COUNTY",6623,14379,0,0,0,860,857,0,9375,14526,1,0,1,1604,23,42,0,0
52161,"VILLAGE OF NORTH BAY","RACINE COUNTY",142,175,0,0,0,0,0,0,137,172,0,0,0,10,9,1,1,0
52176,"VILLAGE OF ROCHESTER","RACINE COUNTY",0,2517,0,0,0,117,117,0,1592,2449,1,0,1,150,3,1,0,0
52181,"VILLAGE OF STURTEVANT","RACINE COUNTY",1395,2778,0,0,0,6,5,0,1865,3170,0,0,0,200,200,0,0,0
52186,"VILLAGE OF UNION GROVE","RACINE COUNTY",1264,2669,0,0,0,458,458,0,1608,2739,0,0,0,227,198,32,0,0
52191,"VILLAGE OF WATERFORD","RACINE COUNTY",1787,3241,0,0,0,411,411,0,2127,3216,0,0,0,391,5,130,0,0
52192,"VILLAGE OF WIND POINT","RACINE COUNTY",0,1334,0,0,0,215,211,1,959,1325,0,0,0,159,147,10,0,1
52206,"CITY OF BURLINGTON","RACINE COUNTY",2944,5836,0,0,0,485,481,1,3816,5738,0,0,0,517,502,7,0,1
52276,"CITY OF RACINE","RACINE COUNTY",0,33762,0,0,0,1553,1542,1,19645,37476,7,3,4,2420,2195,215,0,11
5231,"CITY OF GREEN BAY","BROWN COUNTY",14586,51628,0,0,0,799,778,0,31410,50531,1,0,1,3372,2671,373,14,79
53002,"TOWN OF AKAN","RICHLAND COUNTY",106,228,0,0,0,0,0,0,163,242,0,0,0,3,3,0,0,0
53004,"TOWN OF BLOOM","RICHLAND COUNTY",128,268,0,0,0,0,0,0,186,268,0,0,0,6,6,0,0,0
53006,"TOWN OF BUENA VISTA","RICHLAND COUNTY",332,889,0,0,0,1,1,0,557,892,0,0,0,22,20,0,0,2
53008,"TOWN OF DAYTON","RICHLAND COUNTY",190,384,0,0,0,7,7,0,253,404,0,0,0,15,12,3,0,0
53010,"TOWN OF EAGLE","RICHLAND COUNTY",105,255,0,0,0,14,14,0,172,289,0,0,0,4,4,0,0,0
53012,"TOWN OF FOREST","RICHLAND COUNTY",119,205,0,0,0,1,1,0,149,195,0,0,0,11,9,0,0,2
53014,"TOWN OF HENRIETTA","RICHLAND COUNTY",132,276,0,0,0,32,32,0,195,287,0,0,0,8,8,0,0,0
53016,"TOWN OF ITHACA","RICHLAND COUNTY",154,341,0,0,0,8,8,0,230,364,0,0,0,7,6,0,0,1
53018,"TOWN OF MARSHALL","RICHLAND COUNTY",175,319,0,0,0,3,2,0,256,372,0,0,0,19,18,1,0,0
53020,"TOWN OF ORION","RICHLAND COUNTY",147,305,0,0,0,0,0,0,195,282,0,0,0,3,3,0,0,0
53022,"TOWN OF RICHLAND","RICHLAND COUNTY",350,703,0,0,0,40,38,0,519,765,0,0,0,28,28,0,0,0
53024,"TOWN OF RICHWOOD","RICHLAND COUNTY",131,282,0,0,0,1,1,0,201,306,0,0,0,1,1,0,0,0
53026,"TOWN OF ROCKBRIDGE","RICHLAND COUNTY",218,425,0,0,0,11,10,0,307,430,0,0,0,11,11,0,0,0
53028,"TOWN OF SYLVAN","RICHLAND COUNTY",111,218,0,0,0,11,11,0,167,245,0,0,0,5,2,0,0,0
53030,"TOWN OF WESTFORD","RICHLAND COUNTY",150,298,0,0,0,0,0,0,241,315,0,0,0,7,7,0,0,0
53032,"TOWN OF WILLOW","RICHLAND COUNTY",149,281,0,0,0,19,19,0,190,287,0,0,0,3,3,0,0,0
53106,"VILLAGE OF BOAZ","RICHLAND COUNTY",33,72,0,0,0,4,4,0,44,79,0,0,0,0,0,0,0,0
53111,"VILLAGE OF CAZENOVIA","RICHLAND COUNTY",62,151,0,0,0,1,1,0,124,171,0,0,0,9,9,0,0,0
53146,"VILLAGE OF LONE ROCK","RICHLAND COUNTY",193,456,0,0,0,24,24,0,315,465,0,0,0,7,0,0,0,0
53186,"VILLAGE OF VIOLA","RICHLAND COUNTY",134,228,0,0,0,6,6,0,140,202,0,0,0,5,5,0,0,0
53196,"VILLAGE OF YUBA","RICHLAND COUNTY",22,33,0,0,0,0,0,0,29,36,0,0,0,0,0,0,0,0
53276,"CITY OF RICHLAND CENTER","RICHLAND COUNTY",1192,2444,0,0,0,284,284,0,1739,2698,0,0,0,172,159,8,0,5
54002,"TOWN OF AVON","ROCK COUNTY",192,377,0,0,0,19,19,0,260,370,0,0,0,3,3,0,0,0
54004,"TOWN OF BELOIT","ROCK COUNTY",0,4702,0,0,0,172,172,0,2950,4525,0,0,0,197,194,0,0,2
54006,"TOWN OF BRADFORD","ROCK COUNTY",331,592,0,0,0,2,2,0,419,572,0,0,0,8,8,0,0,0
54008,"TOWN OF CENTER","ROCK COUNTY",346,691,0,0,0,47,47,0,493,742,0,0,0,24,24,0,0,0
54010,"TOWN OF CLINTON","ROCK COUNTY",217,529,0,0,0,37,37,0,331,538,0,0,0,7,6,0,0,1
54012,"TOWN OF FULTON","ROCK COUNTY",1134,2233,0,0,0,194,194,0,1451,2201,1,1,0,162,2,1,0,0
54014,"TOWN OF HARMONY","ROCK COUNTY",0,1740,0,0,0,25,24,1,1131,1646,0,0,0,99,5,3,0,1
54016,"TOWN OF JANESVILLE","ROCK COUNTY",0,2478,0,0,0,178,178,0,1598,2409,0,0,0,2357,0,6,3,0
54018,"TOWN OF JOHNSTOWN","ROCK COUNTY",254,492,0,0,0,43,43,0,354,479,0,0,0,5,5,0,0,0
54020,"TOWN OF LA PRAIRIE","ROCK COUNTY",216,515,0,0,0,2,2,0,367,529,0,0,0,20,9,0,0,0
54022,"TOWN OF LIMA","ROCK COUNTY",359,677,0,0,0,2,2,0,487,690,0,0,0,12,12,0,0,0
54024,"TOWN OF MAGNOLIA","ROCK COUNTY",235,455,0,0,0,71,71,0,289,467,0,0,0,13,0,0,0,0
54026,"TOWN OF MILTON","ROCK COUNTY",961,1962,0,0,0,50,50,0,1078,1846,0,0,0,132,95,2,0,1
54028,"TOWN OF NEWARK","ROCK COUNTY",497,996,0,0,0,26,26,0,621,1012,0,0,0,15,15,0,0,0
54030,"TOWN OF PLYMOUTH","ROCK COUNTY",366,778,0,0,0,58,58,0,486,789,0,0,0,17,17,17,0,0
54032,"TOWN OF PORTER","ROCK COUNTY",375,659,0,0,0,1,1,0,481,679,0,0,0,12,12,0,0,0
54034,"TOWN OF ROCK","ROCK COUNTY",645,1577,0,0,0,3,3,0,986,1614,0,0,0,26,23,0,0,0
54036,"TOWN OF SPRING VALLEY","ROCK COUNTY",219,439,0,0,0,28,27,0,310,461,0,0,0,15,0,0,0,0
54038,"TOWN OF TURTLE","ROCK COUNTY",671,1567,0,0,0,67,67,0,1012,1574,0,0,0,52,51,0,0,1
54111,"VILLAGE OF CLINTON","ROCK COUNTY",473,1124,0,0,0,32,32,0,658,1132,0,0,0,52,48,4,0,0
54126,"VILLAGE OF FOOTVILLE","ROCK COUNTY",254,472,0,0,0,39,39,0,0,488,0,0,0,38,0,2,0,0
54165,"VILLAGE OF ORFORDVILLE","ROCK COUNTY",117,774,0,0,0,10,10,0,519,834,0,0,0,41,0,1,0,0
54206,"CITY OF BELOIT","ROCK COUNTY",5214,15483,0,0,0,1263,1247,0,8991,16388,4,0,4,721,672,47,13,7
54221,"CITY OF EDGERTON","ROCK COUNTY",1686,3141,0,0,0,343,342,0,1993,3137,0,0,0,246,2,5,0,0
54222,"CITY OF EVANSVILLE","ROCK COUNTY",1633,3126,0,0,0,130,130,0,2152,3010,0,0,0,191,184,7,1,0
