"HINDI","Muni2","County","total_ballots_2020","registered_voters_2020","provisional_all_2020","prov_counted_2020","prov_rejected_2020","abs_issued_2020","abs_counted_2020","abs_rejected_2020","total_ballots_2016","registered_voters_2016","provisional_all_2016","prov_counted_2016","prov_rejected_2016","abs_issued_2016","abs_counted_2016","abs_not_returned_2016","abs_late_2016","abs_rejected_2016"
3038,"TOWN OF RICE LAKE","BARRON COUNTY",776,1726,0,0,0,132,132,0,982,1750,0,0,0,103,100,2,1,0
3040,"TOWN OF SIOUX CREEK","BARRON COUNTY",211,347,0,0,0,34,34,0,209,345,0,0,0,7,7,0,0,0
3042,"TOWN OF STANFOLD","BARRON COUNTY",196,411,0,0,0,41,41,0,227,388,0,0,0,3,2,0,0,1
3044,"TOWN OF STANLEY","BARRON COUNTY",633,1469,0,0,0,64,64,0,831,1473,0,0,0,40,38,0,2,0
3046,"TOWN OF SUMNER","BARRON COUNTY",195,445,0,0,0,27,27,0,255,460,0,0,0,0,0,0,0,0
3048,"TOWN OF TURTLE LAKE","BARRON COUNTY",123,339,0,0,0,1,1,0,170,336,0,0,0,5,5,0,0,0
3050,"TOWN OF VANCE CREEK","BARRON COUNTY",151,383,0,0,0,3,2,0,218,371,0,0,0,6,6,0,0,0
31002,"TOWN OF AHNAPEE","KEWAUNEE COUNTY",234,531,0,0,0,0,0,0,378,551,0,0,0,17,16,0,0,1
31004,"TOWN OF CARLTON","KEWAUNEE COUNTY",318,633,0,0,0,0,0,0,475,646,0,0,0,16,16,0,0,0
31006,"TOWN OF CASCO","KEWAUNEE COUNTY",340,707,0,0,0,0,0,0,504,718,0,0,0,13,0,0,0,0
31008,"TOWN OF FRANKLIN","KEWAUNEE COUNTY",324,612,0,0,0,0,0,0,434,623,0,0,0,10,0,0,0,0
3101,"VILLAGE OF ALMENA","BARRON COUNTY",120,312,0,0,0,12,12,0,180,328,0,0,0,2,2,0,0,0
31010,"TOWN OF LINCOLN","KEWAUNEE COUNTY",243,545,0,0,0,0,0,0,361,548,0,0,0,7,7,0,0,0
31012,"TOWN OF LUXEMBURG","KEWAUNEE COUNTY",349,946,0,0,0,0,0,0,613,936,0,0,0,7,5,0,0,2
31014,"TOWN OF MONTPELIER","KEWAUNEE COUNTY",388,874,0,0,0,0,0,0,626,849,0,0,0,17,17,0,0,0
31016,"TOWN OF PIERCE","KEWAUNEE COUNTY",237,481,0,0,0,0,0,0,363,518,0,0,0,11,11,0,0,0
31018,"TOWN OF RED RIVER","KEWAUNEE COUNTY",373,897,0,0,0,0,0,0,595,905,0,0,0,26,26,0,0,0
31020,"TOWN OF WEST KEWAUNEE","KEWAUNEE COUNTY",343,825,0,0,0,0,0,0,612,813,0,0,0,26,26,0,0,0
3111,"VILLAGE OF CAMERON","BARRON COUNTY",0,886,0,0,0,47,47,0,476,856,0,0,0,9,9,0,0,0
31111,"VILLAGE OF CASCO","KEWAUNEE COUNTY",191,311,0,0,0,0,0,0,217,297,0,0,0,0,0,0,0,0
31146,"VILLAGE OF LUXEMBURG","KEWAUNEE COUNTY",612,1425,0,0,0,0,0,0,880,1439,1,1,0,43,43,0,0,0
3116,"VILLAGE OF DALLAS","BARRON COUNTY",99,192,0,0,0,29,29,0,107,209,0,0,0,4,4,0,0,0
31201,"CITY OF ALGOMA","KEWAUNEE COUNTY",816,1705,0,0,0,0,0,0,1217,1752,0,0,0,172,171,1,0,0
31241,"CITY OF KEWAUNEE","KEWAUNEE COUNTY",748,1553,0,0,0,0,0,0,1203,1636,0,0,0,143,142,2,0,0
3136,"VILLAGE OF HAUGEN","BARRON COUNTY",58,164,0,0,0,3,3,0,109,169,0,0,0,0,0,0,0,0
3171,"VILLAGE OF PRAIRIE FARM","BARRON COUNTY",0,214,0,0,0,0,0,0,112,198,0,0,0,1,1,0,0,0
3186,"VILLAGE OF TURTLE LAKE","BARRON COUNTY",152,428,0,0,0,5,5,0,207,440,0,0,0,9,1,0,0,0
32002,"TOWN OF BANGOR","LA CROSSE COUNTY",191,338,0,0,0,6,6,0,250,345,0,0,0,6,6,0,0,0
32004,"TOWN OF BARRE","LA CROSSE COUNTY",390,789,0,0,0,17,17,0,530,785,0,0,0,27,26,1,1,0
32006,"TOWN OF BURNS","LA CROSSE COUNTY",262,560,0,0,0,14,14,0,357,623,0,0,0,11,11,0,0,0
32008,"TOWN OF CAMPBELL","LA CROSSE COUNTY",1255,2730,0,0,0,368,367,0,1567,2821,0,0,0,249,0,3,0,0
32010,"TOWN OF FARMINGTON","LA CROSSE COUNTY",581,1209,0,0,0,85,85,0,699,1184,0,0,0,15,14,1,1,0
32012,"TOWN OF GREENFIELD","LA CROSSE COUNTY",663,1339,0,0,0,128,128,0,831,1268,0,0,0,47,46,0,0,1
32014,"TOWN OF HAMILTON","LA CROSSE COUNTY",756,1565,0,0,0,0,0,0,1074,1649,0,0,0,40,39,1,0,0
32016,"TOWN OF HOLLAND","LA CROSSE COUNTY",1242,2665,0,0,0,96,96,0,1621,2529,0,0,0,109,107,2,0,0
32018,"TOWN OF MEDARY","LA CROSSE COUNTY",562,1075,0,0,0,83,83,0,729,1090,0,0,0,64,61,2,0,1
32020,"TOWN OF ONALASKA","LA CROSSE COUNTY",1684,3788,0,0,0,407,406,0,2301,3781,0,0,0,373,3,2,1,0
32022,"TOWN OF SHELBY","LA CROSSE COUNTY",1624,3210,0,0,0,358,354,0,2264,3275,0,0,0,272,271,1,1,1
32024,"TOWN OF WASHINGTON","LA CROSSE COUNTY",161,336,0,0,0,4,4,0,246,343,0,0,0,5,4,1,0,0
3206,"CITY OF BARRON","BARRON COUNTY",816,1607,0,0,0,15,15,0,902,1520,0,0,0,152,133,11,0,7
32106,"VILLAGE OF BANGOR","LA CROSSE COUNTY",410,811,0,0,0,9,9,0,525,852,0,0,0,19,19,0,0,0
3211,"CITY OF CHETEK","BARRON COUNTY",551,1104,0,0,0,35,35,0,673,1138,0,0,0,51,50,0,0,1
3212,"CITY OF CUMBERLAND","BARRON COUNTY",551,1207,0,0,0,95,95,0,866,1194,0,0,0,106,1,1,0,0
32136,"VILLAGE OF HOLMEN","LA CROSSE COUNTY",2357,5517,0,0,0,319,318,0,2907,5211,0,0,0,442,438,9,1,1
32176,"VILLAGE OF ROCKLAND","LA CROSSE COUNTY",189,372,0,0,0,8,6,0,203,329,0,0,0,0,0,0,0,0
32191,"VILLAGE OF WEST SALEM","LA CROSSE COUNTY",1303,3039,0,0,0,69,69,0,1970,2929,0,0,0,260,256,3,1,3
32246,"CITY OF LA CROSSE","LA CROSSE COUNTY",11705,30337,2,0,2,1250,1245,0,19135,31599,15,2,13,2627,2536,63,14,8
32265,"CITY OF ONALASKA","LA CROSSE COUNTY",5199,11011,0,0,0,1160,1160,0,7191,10795,0,0,0,2005,1873,14,4,5
3276,"CITY OF RICE LAKE","BARRON COUNTY",1841,4338,0,0,0,330,330,0,2485,4330,0,0,0,290,281,9,0,0
33002,"TOWN OF ARGYLE","LAFAYETTE COUNTY",126,246,0,0,0,18,18,0,202,290,0,0,0,6,6,0,0,0
33004,"TOWN OF BELMONT","LAFAYETTE COUNTY",191,348,0,0,0,6,6,0,197,347,0,0,0,8,6,2,0,0
33006,"TOWN OF BENTON","LAFAYETTE COUNTY",119,266,0,0,0,4,4,0,144,271,0,0,0,6,6,0,0,0
33008,"TOWN OF BLANCHARD","LAFAYETTE COUNTY",116,188,0,0,0,22,22,0,123,179,0,0,0,3,3,0,0,0
33010,"TOWN OF DARLINGTON","LAFAYETTE COUNTY",313,534,0,0,0,14,14,0,428,561,0,0,0,23,23,0,0,0
33012,"TOWN OF ELK GROVE","LAFAYETTE COUNTY",94,227,0,0,0,2,2,0,140,234,0,0,0,1,1,0,0,0
33014,"TOWN OF FAYETTE","LAFAYETTE COUNTY",112,206,0,0,0,0,0,0,158,213,0,0,0,7,7,0,0,0
33016,"TOWN OF GRATIOT","LAFAYETTE COUNTY",142,318,0,0,0,3,3,0,205,338,0,0,0,5,5,0,0,0
33018,"TOWN OF KENDALL","LAFAYETTE COUNTY",107,203,0,0,0,0,0,0,128,231,0,0,0,4,3,1,0,0
33020,"TOWN OF LAMONT","LAFAYETTE COUNTY",91,175,0,0,0,13,13,0,129,191,0,0,0,6,6,0,0,0
33022,"TOWN OF MONTICELLO","LAFAYETTE COUNTY",32,69,0,0,0,1,1,0,45,75,0,0,0,0,0,0,0,0
33024,"TOWN OF NEW DIGGINGS","LAFAYETTE COUNTY",96,273,0,0,0,2,2,0,146,302,0,0,0,1,1,0,0,0
33026,"TOWN OF SEYMOUR","LAFAYETTE COUNTY",87,178,0,0,0,12,12,0,120,180,0,0,0,3,3,0,0,0
33028,"TOWN OF SHULLSBURG","LAFAYETTE COUNTY",72,178,0,0,0,3,3,0,97,206,0,0,0,6,5,1,0,0
33030,"TOWN OF WAYNE","LAFAYETTE COUNTY",114,255,0,0,0,0,0,0,146,260,0,0,0,17,16,0,0,1
33032,"TOWN OF WHITE OAK SPRINGS","LAFAYETTE COUNTY",40,63,0,0,0,13,13,0,51,71,0,0,0,0,0,0,0,0
33034,"TOWN OF WILLOW SPRINGS","LAFAYETTE COUNTY",177,419,0,0,0,20,20,0,313,432,0,0,0,7,7,0,0,0
33036,"TOWN OF WIOTA","LAFAYETTE COUNTY",215,485,0,0,0,35,35,0,309,506,0,0,0,12,10,2,0,0
33101,"VILLAGE OF ARGYLE","LAFAYETTE COUNTY",191,418,0,0,0,1,1,0,306,443,0,0,0,18,18,0,0,0
33106,"VILLAGE OF BELMONT","LAFAYETTE COUNTY",304,512,0,0,0,23,23,0,307,515,0,0,0,12,12,0,0,0
33107,"VILLAGE OF BENTON","LAFAYETTE COUNTY",207,516,0,0,0,25,25,0,289,537,0,0,0,10,0,0,0,0
33108,"VILLAGE OF BLANCHARDVILLE","LAFAYETTE COUNTY",207,360,0,0,0,63,61,0,212,364,0,0,0,9,9,3,0,0
33131,"VILLAGE OF GRATIOT","LAFAYETTE COUNTY",47,132,0,0,0,4,4,0,77,126,0,0,0,2,2,0,0,0
33181,"VILLAGE OF SOUTH WAYNE","LAFAYETTE COUNTY",77,207,0,0,0,12,12,0,102,231,0,0,0,3,3,0,0,0
33216,"CITY OF DARLINGTON","LAFAYETTE COUNTY",630,1066,0,0,0,120,118,0,872,1174,0,0,0,88,82,0,0,6
33281,"CITY OF SHULLSBURG","LAFAYETTE COUNTY",419,626,0,0,0,83,83,0,366,637,0,0,0,30,30,0,0,0
34002,"TOWN OF ACKLEY","LANGLADE COUNTY",143,318,0,0,0,1,0,0,233,312,0,0,0,5,0,0,0,0
34004,"TOWN OF AINSWORTH","LANGLADE COUNTY",151,310,0,0,0,0,0,0,214,316,0,0,0,7,7,0,0,0
34006,"TOWN OF ANTIGO","LANGLADE COUNTY",395,908,0,0,0,1,1,0,629,878,1,1,0,28,0,1,0,0
34008,"TOWN OF ELCHO","LANGLADE COUNTY",422,856,0,0,0,51,51,0,534,851,1,0,1,33,30,2,0,0
34010,"TOWN OF EVERGREEN","LANGLADE COUNTY",160,325,0,0,0,11,11,0,210,341,0,0,0,16,14,0,0,2
34012,"TOWN OF LANGLADE","LANGLADE COUNTY",144,300,0,0,0,23,23,0,196,312,0,0,0,18,18,1,0,0
34014,"TOWN OF NEVA","LANGLADE COUNTY",230,539,0,0,0,0,0,0,385,587,0,0,0,10,0,0,0,0
34016,"TOWN OF NORWOOD","LANGLADE COUNTY",266,585,0,0,0,3,3,0,443,569,0,0,0,12,11,0,0,1
34018,"TOWN OF PARRISH","LANGLADE COUNTY",41,67,0,0,0,0,0,0,43,64,0,0,0,5,0,0,0,0
34020,"TOWN OF PECK","LANGLADE COUNTY",109,216,0,0,0,3,3,0,155,202,0,0,0,4,4,0,0,0
34022,"TOWN OF POLAR","LANGLADE COUNTY",312,674,0,0,0,11,11,0,469,669,0,0,0,14,14,0,0,0
34024,"TOWN OF PRICE","LANGLADE COUNTY",64,143,0,0,0,0,0,0,111,146,0,0,0,10,0,0,0,0
34026,"TOWN OF ROLLING","LANGLADE COUNTY",373,881,0,0,0,4,4,0,647,883,0,0,0,20,20,0,0,0
34028,"TOWN OF SUMMIT","LANGLADE COUNTY",57,95,0,0,0,6,6,0,78,0,0,0,0,0,0,0,0,0
34030,"TOWN OF UPHAM","LANGLADE COUNTY",268,524,0,0,0,5,5,0,339,552,0,0,0,43,41,2,0,0
34032,"TOWN OF VILAS","LANGLADE COUNTY",62,137,0,0,0,0,0,0,94,154,0,0,0,2,0,0,0,0
34034,"TOWN OF WOLF RIVER","LANGLADE COUNTY",292,519,0,0,0,48,48,0,336,559,0,0,0,50,48,2,0,0
34191,"VILLAGE OF WHITE LAKE","LANGLADE COUNTY",103,177,0,0,0,15,15,0,110,208,0,0,0,15,15,0,0,0
34201,"CITY OF ANTIGO","LANGLADE COUNTY",1521,3786,0,0,0,251,250,1,2544,3528,1,0,1,225,207,12,1,1
35002,"TOWN OF BIRCH","LINCOLN COUNTY",0,273,0,0,0,14,14,0,165,281,0,0,0,3,4,0,0,0
35004,"TOWN OF BRADLEY","LINCOLN COUNTY",878,1577,0,0,0,118,118,0,1041,1656,0,0,0,93,93,0,0,0
35006,"TOWN OF CORNING","LINCOLN COUNTY",226,512,0,0,0,10,10,0,324,491,0,0,0,9,9,0,0,0
35008,"TOWN OF HARDING","LINCOLN COUNTY",133,258,0,0,0,0,0,0,175,265,0,0,0,0,0,0,0,0
35010,"TOWN OF HARRISON","LINCOLN COUNTY",320,611,0,0,0,6,6,0,403,600,0,0,0,16,13,1,0,0
35012,"TOWN OF KING","LINCOLN COUNTY",4018,1390,0,0,0,30,30,0,455,653,0,0,0,30,26,2,1,6
35014,"TOWN OF MERRILL","LINCOLN COUNTY",785,3677,0,0,0,140,140,0,1137,1787,0,0,0,59,33,5,0,0
35016,"TOWN OF PINE RIVER","LINCOLN COUNTY",576,1233,0,0,0,65,65,0,774,1243,0,0,0,20,24,1,0,2
35018,"TOWN OF ROCK FALLS","LINCOLN COUNTY",219,418,0,0,0,4,4,0,264,406,0,0,0,4,4,0,0,0
35020,"TOWN OF RUSSELL","LINCOLN COUNTY",175,365,0,0,0,2,2,0,237,379,0,0,0,10,10,0,0,0
35022,"TOWN OF SCHLEY","LINCOLN COUNTY",236,529,0,0,0,15,13,0,334,519,0,0,0,7,7,0,0,0
35024,"TOWN OF SCOTT","LINCOLN COUNTY",375,928,0,0,0,1,1,0,516,855,0,0,0,12,13,0,0,0
35026,"TOWN OF SKANAWAN","LINCOLN COUNTY",151,288,0,0,0,17,17,0,195,292,0,0,0,11,11,0,0,0
35028,"TOWN OF SOMO","LINCOLN COUNTY",50,85,0,0,0,1,1,0,55,88,0,0,0,2,2,0,0,0
35030,"TOWN OF TOMAHAWK","LINCOLN COUNTY",164,311,0,0,0,1,1,0,195,269,0,0,0,6,6,0,0,0
35032,"TOWN OF WILSON","LINCOLN COUNTY",124,232,0,0,0,14,14,0,157,219,0,0,0,6,6,0,0,0
35251,"CITY OF MERRILL","LINCOLN COUNTY",2033,4752,0,0,0,333,333,0,2883,4729,1,0,1,288,259,35,1,0
36002,"TOWN OF CATO","MANITOWOC COUNTY",0,1008,0,0,0,0,0,0,608,1071,0,0,0,15,15,0,0,0
36004,"TOWN OF CENTERVILLE","MANITOWOC COUNTY",216,414,0,0,0,4,4,0,274,412,0,0,0,5,5,0,0,0
36006,"TOWN OF COOPERSTOWN","MANITOWOC COUNTY",380,777,0,0,0,24,24,0,551,833,0,0,0,23,23,0,0,0
36008,"TOWN OF EATON","MANITOWOC COUNTY",212,523,0,0,0,0,0,0,361,543,0,0,0,15,15,0,0,0
36010,"TOWN OF FRANKLIN","MANITOWOC COUNTY",340,738,0,0,0,40,40,0,487,794,0,0,0,13,13,0,0,0
36012,"TOWN OF GIBSON","MANITOWOC COUNTY",356,829,0,0,0,43,43,0,612,858,0,0,0,18,17,0,0,1
36014,"TOWN OF KOSSUTH","MANITOWOC COUNTY",561,1248,0,0,0,48,47,0,860,1307,0,0,0,30,30,0,0,0
36016,"TOWN OF LIBERTY","MANITOWOC COUNTY",396,821,0,0,0,0,0,0,516,760,0,0,0,23,22,1,0,0
36018,"TOWN OF MANITOWOC","MANITOWOC COUNTY",336,645,0,0,0,0,0,0,442,651,0,0,0,23,23,0,0,0
36020,"TOWN OF MANITOWOC RAPIDS","MANITOWOC COUNTY",818,1576,0,0,0,98,98,0,1126,1654,0,0,0,85,85,0,0,0
36022,"TOWN OF MAPLE GROVE","MANITOWOC COUNTY",214,489,0,0,0,0,0,0,306,500,0,0,0,10,9,1,1,0
36024,"TOWN OF MEEME","MANITOWOC COUNTY",482,916,0,0,0,0,0,0,626,932,0,0,0,17,1,1,0,0
36026,"TOWN OF MISHICOT","MANITOWOC COUNTY",328,749,0,0,0,5,5,0,508,741,1,0,1,15,15,0,0,0
36028,"TOWN OF NEWTON","MANITOWOC COUNTY",740,1442,0,0,0,3,3,0,983,1458,0,0,0,53,53,0,0,0
36030,"TOWN OF ROCKLAND","MANITOWOC COUNTY",238,568,0,0,0,31,31,0,384,577,0,0,0,21,21,0,0,0
36032,"TOWN OF SCHLESWIG","MANITOWOC COUNTY",604,1264,0,0,0,43,43,0,884,1315,0,0,0,21,19,2,0,0
36034,"TOWN OF TWO CREEKS","MANITOWOC COUNTY",128,260,0,0,0,6,6,0,184,257,0,0,0,7,7,0,0,0
36036,"TOWN OF TWO RIVERS","MANITOWOC COUNTY",520,1062,0,0,0,77,72,0,784,1134,0,0,0,22,22,0,0,0
36112,"VILLAGE OF CLEVELAND","MANITOWOC COUNTY",429,843,0,0,0,122,122,0,572,879,0,0,0,29,28,0,0,1
36126,"VILLAGE OF FRANCIS CREEK","MANITOWOC COUNTY",0,392,0,0,0,59,58,0,270,398,0,0,0,13,13,0,0,0
36132,"VILLAGE OF KELLNERSVILLE","MANITOWOC COUNTY",95,182,0,0,0,0,0,0,119,193,0,0,0,3,2,1,0,0
36147,"VILLAGE OF MARIBEL","MANITOWOC COUNTY",81,180,0,0,0,10,10,0,126,192,0,0,0,0,0,0,0,0
36151,"VILLAGE OF MISHICOT","MANITOWOC COUNTY",367,798,0,0,0,0,0,0,573,835,0,0,0,34,34,0,0,0
36176,"VILLAGE OF REEDSVILLE","MANITOWOC COUNTY",293,612,0,0,0,8,7,0,449,652,0,0,0,27,25,2,0,0
36181,"VILLAGE OF ST. NAZIANZ","MANITOWOC COUNTY",158,380,0,0,0,0,0,0,239,390,0,0,0,7,7,0,0,0
36186,"VILLAGE OF VALDERS","MANITOWOC COUNTY",243,523,0,0,0,75,75,0,364,564,0,0,0,46,0,0,0,0
36191,"VILLAGE OF WHITELAW","MANITOWOC COUNTY",206,426,0,0,0,61,61,0,283,446,0,0,0,16,16,0,0,0
36241,"CITY OF KIEL","MANITOWOC COUNTY",989,2072,0,0,0,79,79,0,1411,2086,0,0,0,116,112,2,2,0
36251,"CITY OF MANITOWOC","MANITOWOC COUNTY",7396,16727,0,0,0,1416,1409,0,10878,17628,0,0,0,1354,1311,46,0,3
36286,"CITY OF TWO RIVERS","MANITOWOC COUNTY",2714,5737,0,0,0,537,531,0,3812,27,0,0,0,569,563,8,0,0
37002,"TOWN OF BERGEN","MARATHON COUNTY",241,490,0,0,0,11,11,0,347,459,0,0,0,6,5,1,1,0
37004,"TOWN OF BERLIN","MARATHON COUNTY",307,596,0,0,0,1,1,0,397,601,0,0,0,11,11,0,0,0
37006,"TOWN OF BERN","MARATHON COUNTY",118,228,0,0,0,4,4,0,167,271,0,0,0,6,6,0,0,0
37008,"TOWN OF BEVENT","MARATHON COUNTY",317,696,0,0,0,23,23,0,458,711,0,0,0,21,20,1,0,0
37010,"TOWN OF BRIGHTON","MARATHON COUNTY",129,286,0,0,0,18,18,0,174,294,0,0,0,6,0,2,0,0
37012,"TOWN OF CASSEL","MARATHON COUNTY",301,584,0,0,0,12,12,0,379,558,0,0,0,6,0,0,0,0
37014,"TOWN OF CLEVELAND","MARATHON COUNTY",417,852,0,0,0,15,15,0,673,862,0,0,0,17,17,0,0,0
37016,"TOWN OF DAY","MARATHON COUNTY",300,667,0,0,0,37,36,0,480,653,0,0,0,7,7,0,0,0
37018,"TOWN OF EASTON","MARATHON COUNTY",352,769,0,0,0,10,10,0,524,768,0,0,0,11,10,1,0,0
37020,"TOWN OF EAU PLEINE","MARATHON COUNTY",195,430,0,0,0,3,3,0,318,422,0,0,0,5,4,0,0,1
37022,"TOWN OF ELDERON","MARATHON COUNTY",197,371,0,0,0,5,5,0,264,360,0,0,0,5,5,0,0,0
37024,"TOWN OF EMMET","MARATHON COUNTY",283,588,0,0,0,9,9,0,405,558,0,0,0,7,7,0,0,0
37026,"TOWN OF FRANKFORT","MARATHON COUNTY",136,319,0,0,0,0,0,0,230,370,0,0,0,8,8,0,0,0
37028,"TOWN OF FRANZEN","MARATHON COUNTY",162,322,0,0,0,8,8,0,219,323,0,0,0,7,7,0,0,0
37030,"TOWN OF GREEN VALLEY","MARATHON COUNTY",177,350,0,0,0,0,0,0,260,336,0,0,0,4,4,0,0,0
37032,"TOWN OF GUENTHER","MARATHON COUNTY",128,237,0,0,0,10,10,0,170,230,0,0,0,1,1,0,0,0
37034,"TOWN OF HALSEY","MARATHON COUNTY",135,296,0,0,0,5,5,0,200,331,0,0,0,8,8,0,0,0
37036,"TOWN OF HAMBURG","MARATHON COUNTY",229,499,0,0,0,2,2,0,328,514,0,0,0,4,4,0,0,0
37038,"TOWN OF HARRISON","MARATHON COUNTY",86,200,0,0,0,11,11,0,137,203,0,0,0,6,4,0,0,0
37040,"TOWN OF HEWITT","MARATHON COUNTY",157,380,0,0,0,4,4,0,238,394,0,0,0,2,2,0,0,0
37042,"TOWN OF HOLTON","MARATHON COUNTY",179,434,0,0,0,4,4,0,267,455,0,0,0,5,5,1,0,0
37044,"TOWN OF HULL","MARATHON COUNTY",147,324,0,0,0,3,3,0,207,331,1,0,1,4,4,0,0,0
37046,"TOWN OF JOHNSON","MARATHON COUNTY",184,409,0,0,0,17,17,0,255,424,0,0,0,6,6,0,0,0
37048,"TOWN OF KNOWLTON","MARATHON COUNTY",661,1249,0,0,0,110,110,0,923,1261,0,0,0,46,46,0,0,0
37054,"TOWN OF MARATHON","MARATHON COUNTY",339,626,0,0,0,9,9,0,462,690,0,0,0,7,7,0,0,0
37056,"TOWN OF MCMILLAN","MARATHON COUNTY",0,1305,0,0,0,117,117,0,883,1358,0,0,0,47,45,2,0,0
37058,"TOWN OF MOSINEE","MARATHON COUNTY",653,1413,0,0,0,0,0,0,951,1395,0,0,0,19,19,0,0,0
37060,"TOWN OF NORRIE","MARATHON COUNTY",291,606,0,0,0,0,0,0,380,580,0,0,0,9,9,0,0,0
37062,"TOWN OF PLOVER","MARATHON COUNTY",183,378,0,0,0,16,13,0,244,370,0,0,0,1,1,0,0,0
37064,"TOWN OF REID","MARATHON COUNTY",320,752,0,0,0,0,0,0,492,711,0,0,0,5,5,0,0,0
37066,"TOWN OF RIB FALLS","MARATHON COUNTY",309,612,0,0,0,4,4,0,395,617,0,0,0,9,8,1,1,0
37068,"TOWN OF RIB MOUNTAIN","MARATHON COUNTY",2360,4742,0,0,0,704,701,1,3077,34,0,0,0,441,432,11,0,0
37070,"TOWN OF RIETBROCK","MARATHON COUNTY",234,518,0,0,0,5,5,0,345,538,0,0,0,3,3,0,0,0
37072,"TOWN OF RINGLE","MARATHON COUNTY",574,1118,0,0,0,39,39,0,750,1121,0,0,0,28,2,2,0,0
37074,"TOWN OF SPENCER","MARATHON COUNTY",359,877,0,0,0,34,34,0,563,842,0,0,0,16,0,0,0,0
37076,"TOWN OF STETTIN","MARATHON COUNTY",801,1675,0,0,0,24,24,0,872,1678,0,0,0,66,60,6,0,0
37078,"TOWN OF TEXAS","MARATHON COUNTY",503,1068,0,0,0,38,37,0,731,1079,0,0,0,30,30,0,0,0
37080,"TOWN OF WAUSAU","MARATHON COUNTY",703,1433,0,0,0,48,48,0,938,1434,0,0,0,43,1,1,0,0
37082,"TOWN OF WESTON","MARATHON COUNTY",204,389,0,0,0,11,11,0,231,362,0,0,0,9,7,2,2,0
37084,"TOWN OF WIEN","MARATHON COUNTY",205,463,0,0,0,0,0,0,314,456,0,0,0,3,3,0,0,0
37102,"VILLAGE OF ATHENS","MARATHON COUNTY",305,590,0,0,0,86,86,0,372,638,0,0,0,18,17,0,0,1
37121,"VILLAGE OF EDGAR","MARATHON COUNTY",381,823,0,0,0,55,55,0,590,836,0,0,0,11,0,1,0,0
37122,"VILLAGE OF ELDERON","MARATHON COUNTY",38,94,0,0,0,4,4,0,66,86,0,0,0,0,0,0,0,0
37126,"VILLAGE OF FENWOOD","MARATHON COUNTY",44,88,0,0,0,8,8,0,59,96,0,0,0,6,6,0,0,0
37136,"VILLAGE OF HATLEY","MARATHON COUNTY",157,334,0,0,0,2,2,0,214,310,0,0,0,5,5,0,0,0
37145,"VILLAGE OF KRONENWETTER","MARATHON COUNTY",2100,4694,0,0,0,400,398,2,2814,4195,0,0,0,296,296,0,0,0
37146,"VILLAGE OF MAINE","MARATHON COUNTY",0,1725,0,0,0,134,132,0,1124,1613,0,0,0,72,70,2,1,1
37151,"VILLAGE OF MARATHON CITY","MARATHON COUNTY",435,904,0,0,0,102,102,0,597,901,0,0,0,21,0,0,0,0
37176,"VILLAGE OF ROTHSCHILD","MARATHON COUNTY",1475,3237,0,0,0,163,163,0,2088,3303,3,2,1,211,183,23,0,1
37181,"VILLAGE OF SPENCER","MARATHON COUNTY",409,993,0,0,0,81,81,0,653,1053,0,0,0,42,32,7,1,0
37182,"VILLAGE OF STRATFORD","MARATHON COUNTY",0,917,0,0,0,2,2,0,653,862,0,0,0,58,55,0,0,3
37186,"VILLAGE OF UNITY","MARATHON COUNTY",49,111,0,0,0,0,0,0,66,111,0,0,0,0,0,0,0,0
37192,"VILLAGE OF WESTON","MARATHON COUNTY",3673,8292,0,0,0,423,423,0,5003,8221,0,0,0,636,586,18,0,24
37251,"CITY OF MOSINEE","MARATHON COUNTY",0,2433,0,0,0,128,127,0,1714,2483,0,0,0,142,142,0,0,0
37281,"CITY OF SCHOFIELD","MARATHON COUNTY",527,1216,0,0,0,104,103,0,790,1197,0,0,0,0,0,0,0,0
37291,"CITY OF WAUSAU","MARATHON COUNTY",9736,19962,0,0,0,986,984,0,12929,20045,2,0,2,1719,1584,58,3,32
38002,"TOWN OF AMBERG","MARINETTE COUNTY",236,492,0,0,0,0,0,0,3664,58,0,0,0,27,20,0,0,1
38004,"TOWN OF ATHELSTANE","MARINETTE COUNTY",185,373,0,0,0,20,20,0,260,416,0,0,0,24,21,1,0,2
38006,"TOWN OF BEAVER","MARINETTE COUNTY",303,640,0,0,0,49,49,0,441,673,0,0,0,22,20,0,0,2
38008,"TOWN OF BEECHER","MARINETTE COUNTY",248,468,0,0,0,0,0,0,272,402,0,0,0,9,9,0,0,0
38010,"TOWN OF DUNBAR","MARINETTE COUNTY",201,340,0,0,0,0,0,0,247,690,0,0,0,9,0,0,0,0
38012,"TOWN OF GOODMAN","MARINETTE COUNTY",222,414,0,0,0,56,56,0,298,364,1,0,1,0,0,0,0,0
38014,"TOWN OF GROVER","MARINETTE COUNTY",466,1065,0,0,0,53,53,0,753,1001,0,0,0,18,17,0,0,0
38016,"TOWN OF LAKE","MARINETTE COUNTY",341,712,0,0,0,79,79,0,462,685,0,0,0,26,26,0,0,0
38018,"TOWN OF MIDDLE INLET","MARINETTE COUNTY",271,517,0,0,0,4,4,0,317,512,0,0,0,18,18,0,0,0
38020,"TOWN OF NIAGARA","MARINETTE COUNTY",271,525,0,0,0,27,27,0,366,564,0,0,0,33,33,0,0,0
38022,"TOWN OF PEMBINE","MARINETTE COUNTY",255,530,0,0,0,21,21,0,312,515,1,0,1,14,14,0,0,14
