,EAU CLAIRE - TOWN OF BRIDGE CREEK - WARD 1,89,,
,EAU CLAIRE - TOWN OF BRIDGE CREEK - WARD 2,33,,
,EAU CLAIRE - TOWN OF BRUNSWICK - WARD 1,111,,
,EAU CLAIRE - TOWN OF BRUNSWICK - WARD 2,105,,
,EAU CLAIRE - TOWN OF CLEAR CREEK - WARD 1,25,1,
,EAU CLAIRE - TOWN OF CLEAR CREEK - WARD 2,28,,
,EAU CLAIRE - TOWN OF DRAMMEN - WARD 1,70,,
,EAU CLAIRE - TOWN OF FAIRCHILD - WARD 1,23,,
,EAU CLAIRE - TOWN OF LINCOLN - WARD 1,56,,
,EAU CLAIRE - TOWN OF LINCOLN - WARD 2,25,,
,EAU CLAIRE - TOWN OF LUDINGTON - WARD 1,88,,
,EAU CLAIRE - TOWN OF OTTER CREEK - WARD 1,32,,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 1,98,,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 2,89,,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 3,115,,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 4,115,,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 1,139,,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 2,12,,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 3,19,,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 4,107,,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 5,37,,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 6,135,,
,EAU CLAIRE - TOWN OF UNION - WARD 1,59,,
,EAU CLAIRE - TOWN OF UNION - WARD 2,74,,
,EAU CLAIRE - TOWN OF UNION - WARD 3,57,,
,EAU CLAIRE - TOWN OF UNION - WARD 4,18,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 1,32,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 10,56,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 11,70,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 12,121,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 13,7,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 2,189,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 3,21,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 4,46,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 5,181,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 6,8,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 7,75,1,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 8,172,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 9,100,,
,EAU CLAIRE - TOWN OF WILSON - WARD 1,26,,
,EAU CLAIRE - VILLAGE OF FAIRCHILD - WARD 1,13,,
,EAU CLAIRE - VILLAGE OF FALL CREEK - WARD 1,60,,
,EAU CLAIRE - VILLAGE OF FALL CREEK - WARD 2,83,,
,FLORENCE - TOWN OF AURORA - WARD 1,45,,
,FLORENCE - TOWN OF AURORA - WARD 2,53,,
,FLORENCE - TOWN OF AURORA - WARD 3,19,,
,FLORENCE - TOWN OF COMMONWEALTH - WARD 1,16,,
,FLORENCE - TOWN OF COMMONWEALTH - WARD 2,11,,
,FLORENCE - TOWN OF COMMONWEALTH - WARD 3,13,,
,FLORENCE - TOWN OF FENCE - WARD 1,41,,
,FLORENCE - TOWN OF FLORENCE - WARD 1,42,,
,FLORENCE - TOWN OF FLORENCE - WARD 2,101,,
,FLORENCE - TOWN OF FLORENCE - WARD 3,45,,
,FLORENCE - TOWN OF FLORENCE - WARD 4,5,,
,FLORENCE - TOWN OF FLORENCE - WARD 5,56,,
,FLORENCE - TOWN OF FLORENCE - WARD 6,55,,
,FLORENCE - TOWN OF FLORENCE - WARD 7,33,,
,FLORENCE - TOWN OF HOMESTEAD - WARD 1,67,,
,FLORENCE - TOWN OF LONG LAKE - WARD 1,27,,
,FLORENCE - TOWN OF TIPLER - WARD 1,24,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 1,87,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 10,114,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 11,64,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 12,206,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 13,50,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 14,261,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 15,163,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 16,157,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 17,75,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 18,27,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 19,144,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 2,72,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 21,105,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 22,249,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 23,281,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 24,276,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 25,259,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 3,223,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 4,85,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 5,340,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 6,134,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 7,77,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 8,101,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 9,83,,
,FOND DU LAC - CITY OF RIPON - WARD 1,67,,
,FOND DU LAC - CITY OF RIPON - WARD 10,60,,
,FOND DU LAC - CITY OF RIPON - WARD 11,85,,
,FOND DU LAC - CITY OF RIPON - WARD 2,61,,
,FOND DU LAC - CITY OF RIPON - WARD 3,43,,
,FOND DU LAC - CITY OF RIPON - WARD 4,17,,
,FOND DU LAC - CITY OF RIPON - WARD 5,79,,
,FOND DU LAC - CITY OF RIPON - WARD 6,33,,
,FOND DU LAC - CITY OF RIPON - WARD 7,110,,
,FOND DU LAC - CITY OF RIPON - WARD 8,64,,
,FOND DU LAC - CITY OF RIPON - WARD 9,47,,
,FOND DU LAC - CITY OF WAUPUN - WARD 10,112,1,
,FOND DU LAC - CITY OF WAUPUN - WARD 11,59,,
,FOND DU LAC - CITY OF WAUPUN - WARD 12,85,,
,FOND DU LAC - CITY OF WAUPUN - WARD 9,203,,
,FOND DU LAC - TOWN OF ALTO - WARD 1,44,,
,FOND DU LAC - TOWN OF ALTO - WARD 2,27,,
,FOND DU LAC - TOWN OF ASHFORD - WARD 1,46,,
,FOND DU LAC - TOWN OF ASHFORD - WARD 2,64,,
,FOND DU LAC - TOWN OF ASHFORD - WARD 3,73,,
,FOND DU LAC - TOWN OF AUBURN - WARD 1,83,,
,FOND DU LAC - TOWN OF AUBURN - WARD 2,106,,
,FOND DU LAC - TOWN OF AUBURN - WARD 3,74,,
,FOND DU LAC - TOWN OF BYRON - WARD 1,94,,
,FOND DU LAC - TOWN OF BYRON - WARD 2,66,,
,FOND DU LAC - TOWN OF CALUMET - WARD 1,126,,
,FOND DU LAC - TOWN OF CALUMET - WARD 2,54,,
,FOND DU LAC - TOWN OF EDEN - WARD 1,69,,
,FOND DU LAC - TOWN OF EDEN - WARD 2,40,,
,FOND DU LAC - TOWN OF ELDORADO - WARD 1,66,,
,FOND DU LAC - TOWN OF ELDORADO - WARD 2,27,,
,FOND DU LAC - TOWN OF ELDORADO - WARD 3,46,,
,FOND DU LAC - TOWN OF EMPIRE - WARD 1,68,,
,FOND DU LAC - TOWN OF EMPIRE - WARD 2,109,,
,FOND DU LAC - TOWN OF EMPIRE - WARD 3,136,,
,FOND DU LAC - TOWN OF EMPIRE - WARD 4,41,,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 1,143,1,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 2,101,,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 3,138,,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 4,12,,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 5,60,,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 6,1,,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 7,3,,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 8,14,,
,FOND DU LAC - TOWN OF FOREST - WARD 1,65,,
,FOND DU LAC - TOWN OF FOREST - WARD 2,53,,
,FOND DU LAC - TOWN OF FRIENDSHIP - WARD 1,94,,
,FOND DU LAC - TOWN OF FRIENDSHIP - WARD 2,86,,
,FOND DU LAC - TOWN OF FRIENDSHIP - WARD 3,75,,
,FOND DU LAC - TOWN OF LAMARTINE - WARD 1,106,,
,FOND DU LAC - TOWN OF LAMARTINE - WARD 2,97,,
,FOND DU LAC - TOWN OF MARSHFIELD - WARD 1,84,,
,FOND DU LAC - TOWN OF MARSHFIELD - WARD 2,67,,
,FOND DU LAC - TOWN OF METOMEN - WARD 1,24,,
,FOND DU LAC - TOWN OF METOMEN - WARD 2,40,,
,FOND DU LAC - TOWN OF OAKFIELD - WARD 1,26,,
,FOND DU LAC - TOWN OF OAKFIELD - WARD 2,36,,
,FOND DU LAC - TOWN OF OSCEOLA - WARD 1,126,,
,FOND DU LAC - TOWN OF OSCEOLA - WARD 2,143,,
,FOND DU LAC - TOWN OF RIPON - WARD 1,75,,
,FOND DU LAC - TOWN OF RIPON - WARD 2,50,,
,FOND DU LAC - TOWN OF ROSENDALE - WARD 1,48,,
,FOND DU LAC - TOWN OF SPRINGVALE - WARD 1,63,,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 1,127,,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 2,65,,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 3,165,,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 4,114,,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 5,139,,
,FOND DU LAC - TOWN OF WAUPUN - WARD 1,56,,
,FOND DU LAC - TOWN OF WAUPUN - WARD 2,66,,
,FOND DU LAC - VILLAGE OF BRANDON - WARD 1,73,,
,FOND DU LAC - VILLAGE OF CAMPBELLSPORT - WARD 1,32,,
,FOND DU LAC - VILLAGE OF CAMPBELLSPORT - WARD 2,25,,
,FOND DU LAC - VILLAGE OF CAMPBELLSPORT - WARD 3,49,,
,FOND DU LAC - VILLAGE OF CAMPBELLSPORT - WARD 4,57,,
,FOND DU LAC - VILLAGE OF EDEN - WARD 1,64,1,
,FOND DU LAC - VILLAGE OF FAIRWATER - WARD 1,6,,
,FOND DU LAC - VILLAGE OF MOUNT CALVARY - WARD 1,45,,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 1,134,,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 2,94,1,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 3,39,1,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 4,61,,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 5,65,,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 6,40,,
,FOND DU LAC - VILLAGE OF OAKFIELD - WARD 1,34,,
,FOND DU LAC - VILLAGE OF OAKFIELD - WARD 2,53,,
,FOND DU LAC - VILLAGE OF ROSENDALE - WARD 1,41,,
,FOND DU LAC - VILLAGE OF ROSENDALE - WARD 2,72,,
,FOND DU LAC - VILLAGE OF ST. CLOUD - WARD 1,30,,
,FOREST - CITY OF CRANDON - WARD 1,16,,
,FOREST - CITY OF CRANDON - WARD 2,31,,
,FOREST - CITY OF CRANDON - WARD 3,28,,
,FOREST - CITY OF CRANDON - WARD 4,33,,
,FOREST - TOWN OF ALVIN - WARD 1,27,,
,FOREST - TOWN OF ARGONNE - WARD 1,1,,
,FOREST - TOWN OF ARGONNE - WARD 2,34,,
,FOREST - TOWN OF ARGONNE - WARD 3,8,,
,FOREST - TOWN OF ARMSTRONG CREEK - WARD 1,30,,
,FOREST - TOWN OF BLACKWELL - WARD 1,6,,
,FOREST - TOWN OF CASWELL - WARD 1,6,,
,FOREST - TOWN OF CRANDON - WARD 1,45,,
,FOREST - TOWN OF CRANDON - WARD 2,7,,
,FOREST - TOWN OF CRANDON - WARD 3,3,,
,FOREST - TOWN OF FREEDOM - WARD 1,70,,
,FOREST - TOWN OF HILES - WARD 1,87,,
,FOREST - TOWN OF LAONA - WARD 1,40,,
,FOREST - TOWN OF LAONA - WARD 2,16,,
,FOREST - TOWN OF LAONA - WARD 3,30,,
,FOREST - TOWN OF LINCOLN - WARD 1,100,,
,FOREST - TOWN OF LINCOLN - WARD 2,13,,
,FOREST - TOWN OF LINCOLN - WARD 3,22,,
,FOREST - TOWN OF NASHVILLE - WARD 1,40,,
,FOREST - TOWN OF NASHVILLE - WARD 2,5,,
,FOREST - TOWN OF NASHVILLE - WARD 3,41,,
,FOREST - TOWN OF POPPLE RIVER - WARD 1,2,,
,FOREST - TOWN OF ROSS - WARD 1,5,,
,FOREST - TOWN OF WABENO - WARD 1,22,,
,FOREST - TOWN OF WABENO - WARD 2,6,,
,FOREST - TOWN OF WABENO - WARD 3,7,,
,FOREST - TOWN OF WABENO - WARD 4,15,,
,FOREST - TOWN OF WABENO - WARD 5,2,,
,GRANT - CITY OF BOSCOBEL - WARD 1,51,,
,GRANT - CITY OF BOSCOBEL - WARD 2,116,,
,GRANT - CITY OF BOSCOBEL - WARD 3,62,,
,GRANT - CITY OF BOSCOBEL - WARD 4,60,,
,GRANT - CITY OF CUBA CITY - WARD 1,66,,
,GRANT - CITY OF CUBA CITY - WARD 2,43,,
,GRANT - CITY OF CUBA CITY - WARD 3,25,,
,GRANT - CITY OF CUBA CITY - WARD 4,38,,
,GRANT - CITY OF FENNIMORE - WARD 1,50,,
,GRANT - CITY OF FENNIMORE - WARD 2,51,,
,GRANT - CITY OF FENNIMORE - WARD 3,31,,
,GRANT - CITY OF FENNIMORE - WARD 4,89,,
,GRANT - CITY OF LANCASTER - WARD 1,50,,
,GRANT - CITY OF LANCASTER - WARD 2,71,,
,GRANT - CITY OF LANCASTER - WARD 3,29,,
,GRANT - CITY OF LANCASTER - WARD 4,92,,
,GRANT - CITY OF LANCASTER - WARD 5,12,,
,GRANT - CITY OF LANCASTER - WARD 6,100,,
,GRANT - CITY OF PLATTEVILLE - WARD 1,165,,
,GRANT - CITY OF PLATTEVILLE - WARD 2,167,,
,GRANT - CITY OF PLATTEVILLE - WARD 3,110,,
,GRANT - CITY OF PLATTEVILLE - WARD 4,93,,
,GRANT - CITY OF PLATTEVILLE - WARD 5,47,,
,GRANT - CITY OF PLATTEVILLE - WARD 6,12,,
,GRANT - CITY OF PLATTEVILLE - WARD 7,75,,
,GRANT - CITY OF PLATTEVILLE - WARD 8,115,,
,GRANT - TOWN OF BEETOWN - WARD 1,44,,
,GRANT - TOWN OF BLOOMINGTON - WARD 1,31,,
,GRANT - TOWN OF BOSCOBEL - WARD 1,28,,
,GRANT - TOWN OF BOSCOBEL - WARD 2,17,,
,GRANT - TOWN OF CASSVILLE - WARD 1,33,,
,GRANT - TOWN OF CASTLE ROCK - WARD 1,21,,
,GRANT - TOWN OF CLIFTON - WARD 1,16,,
,GRANT - TOWN OF CLIFTON - WARD 2,11,,
,GRANT - TOWN OF ELLENBORO - WARD 1,40,,
,GRANT - TOWN OF FENNIMORE - WARD 1,12,,
,GRANT - TOWN OF FENNIMORE - WARD 2,8,,
,GRANT - TOWN OF GLEN HAVEN - WARD 1,15,,
,GRANT - TOWN OF HARRISON - WARD 1,50,,
,GRANT - TOWN OF HAZEL GREEN - WARD 1,23,,
,GRANT - TOWN OF HAZEL GREEN - WARD 2,122,,
,GRANT - TOWN OF HICKORY GROVE - WARD 1,18,,
,GRANT - TOWN OF JAMESTOWN - WARD 1,78,,
,GRANT - TOWN OF JAMESTOWN - WARD 2,60,,
,GRANT - TOWN OF JAMESTOWN - WARD 3,37,,
,GRANT - TOWN OF LIBERTY - WARD 1,20,,
,GRANT - TOWN OF LIMA - WARD 1,62,,
,GRANT - TOWN OF LITTLE GRANT - WARD 1,17,,
,GRANT - TOWN OF MARION - WARD 1,37,,
,GRANT - TOWN OF MILLVILLE - WARD 1,6,,
,GRANT - TOWN OF MOUNT HOPE - WARD 1,22,,
,GRANT - TOWN OF MOUNT IDA - WARD 1,65,,
,GRANT - TOWN OF MUSCODA - WARD 1,17,,
,GRANT - TOWN OF NORTH LANCASTER - WARD 1,48,,
,GRANT - TOWN OF PARIS - WARD 1,14,,
,GRANT - TOWN OF PARIS - WARD 2,25,,
,GRANT - TOWN OF PATCH GROVE - WARD 1,20,,
,GRANT - TOWN OF PLATTEVILLE - WARD 1,49,,
,GRANT - TOWN OF PLATTEVILLE - WARD 2,51,,
,GRANT - TOWN OF PLATTEVILLE - WARD 3,16,,
,GRANT - TOWN OF POTOSI - WARD 1,62,,
,GRANT - TOWN OF SMELSER - WARD 1,67,,
,GRANT - TOWN OF SMELSER - WARD 2,22,,
,GRANT - TOWN OF SOUTH LANCASTER - WARD 1,28,,
,GRANT - TOWN OF SOUTH LANCASTER - WARD 2,4,,
,GRANT - TOWN OF SOUTH LANCASTER - WARD 3,28,,
,GRANT - TOWN OF WATERLOO - WARD 1,34,,
,GRANT - TOWN OF WATTERSTOWN - WARD 1,20,,
,GRANT - TOWN OF WATTERSTOWN - WARD 2,7,,
,GRANT - TOWN OF WINGVILLE - WARD 1,32,,
,GRANT - TOWN OF WOODMAN - WARD 1,16,,
,GRANT - TOWN OF WYALUSING - WARD 1,42,,
,GRANT - VILLAGE OF BAGLEY - WARD 1,21,,
,GRANT - VILLAGE OF BLOOMINGTON - WARD 1,61,,
,GRANT - VILLAGE OF BLUE RIVER - WARD 1,38,,
,GRANT - VILLAGE OF CASSVILLE - WARD 1,66,,
,GRANT - VILLAGE OF CASSVILLE - WARD 2,31,,
,GRANT - VILLAGE OF DICKEYVILLE - WARD 1,53,,
,GRANT - VILLAGE OF DICKEYVILLE - WARD 2,30,,
,GRANT - VILLAGE OF HAZEL GREEN - WARD 1,59,,
,GRANT - VILLAGE OF HAZEL GREEN - WARD 2,53,,
,GRANT - VILLAGE OF LIVINGSTON - WARD 1,54,,
,GRANT - VILLAGE OF MONTFORT - WARD 1,55,,
,GRANT - VILLAGE OF MOUNT HOPE - WARD 1,7,,
,GRANT - VILLAGE OF MUSCODA - WARD 1,61,,
,GRANT - VILLAGE OF MUSCODA - WARD 2,31,,
,GRANT - VILLAGE OF PATCH GROVE - WARD 1,7,,
,GRANT - VILLAGE OF POTOSI - WARD 1,75,,
,GRANT - VILLAGE OF TENNYSON - WARD 1,13,,
,GRANT - VILLAGE OF WOODMAN - WARD 1,10,,
,GREEN - CITY OF BRODHEAD - WARD 1,45,,
,GREEN - CITY OF BRODHEAD - WARD 2,56,,
,GREEN - CITY OF BRODHEAD - WARD 3,41,,
,GREEN - CITY OF BRODHEAD - WARD 4,42,,
,GREEN - CITY OF BRODHEAD - WARD 5,48,,
,GREEN - CITY OF BRODHEAD - WARD 6,38,,
,GREEN - CITY OF MONROE - WARD 1,165,,
,GREEN - CITY OF MONROE - WARD 2,155,,
,GREEN - CITY OF MONROE - WARD 3,196,,
,GREEN - CITY OF MONROE - WARD 4,133,,
,GREEN - CITY OF MONROE - WARD 5,163,,
,GREEN - CITY OF MONROE - WARD 6,84,,
,GREEN - CITY OF MONROE - WARD 7,101,,
,GREEN - CITY OF MONROE - WARD 8,229,,
,GREEN - CITY OF MONROE - WARD 9,89,,
,GREEN - TOWN OF ADAMS - WARD 1,47,,
,GREEN - TOWN OF ALBANY - WARD 1,46,,
,GREEN - TOWN OF ALBANY - WARD 2,43,,
,GREEN - TOWN OF BROOKLYN - WARD 1,113,,
,GREEN - TOWN OF BROOKLYN - WARD 2,29,,
,GREEN - TOWN OF BROOKLYN - WARD 3,25,,
,GREEN - TOWN OF CADIZ - WARD 1,111,,
,GREEN - TOWN OF CLARNO - WARD 1,34,,
,GREEN - TOWN OF CLARNO - WARD 2,43,,
,GREEN - TOWN OF DECATUR - WARD 1,72,,
,GREEN - TOWN OF DECATUR - WARD 2,35,,
,GREEN - TOWN OF DECATUR - WARD 3,31,,
,GREEN - TOWN OF EXETER - WARD 1,56,,
,GREEN - TOWN OF EXETER - WARD 2,32,,
,GREEN - TOWN OF EXETER - WARD 3,80,,
,GREEN - TOWN OF EXETER - WARD 4,38,,
,GREEN - TOWN OF JEFFERSON - WARD 1,34,,
,GREEN - TOWN OF JEFFERSON - WARD 2,39,,
,GREEN - TOWN OF JORDAN - WARD 1,59,,
,GREEN - TOWN OF MONROE - WARD 1,59,,
,GREEN - TOWN OF MONROE - WARD 2,91,,
,GREEN - TOWN OF MOUNT PLEASANT - WARD 1,31,,
,GREEN - TOWN OF MOUNT PLEASANT - WARD 2,20,,
,GREEN - TOWN OF MOUNT PLEASANT - WARD 3,23,,
,GREEN - TOWN OF NEW GLARUS - WARD 1,111,,
,GREEN - TOWN OF NEW GLARUS - WARD 2,45,,
,GREEN - TOWN OF SPRING GROVE - WARD 1,58,,
,GREEN - TOWN OF SYLVESTER - WARD 1,44,,
,GREEN - TOWN OF SYLVESTER - WARD 2,45,,
,GREEN - TOWN OF WASHINGTON - WARD 1,71,,
,GREEN - TOWN OF YORK - WARD 1,115,,
,GREEN - VILLAGE OF ALBANY - WARD 1,23,,
,GREEN - VILLAGE OF ALBANY - WARD 2,26,,
,GREEN - VILLAGE OF BELLEVILLE - WARD 3,31,,
,GREEN - VILLAGE OF BROOKLYN - WARD 2,30,,
,GREEN - VILLAGE OF BROWNTOWN - WARD 1,21,,
,GREEN - VILLAGE OF MONTICELLO - WARD 1,57,,
,GREEN - VILLAGE OF MONTICELLO - WARD 2,56,,
,GREEN - VILLAGE OF NEW GLARUS - WARD 1,97,,
,GREEN - VILLAGE OF NEW GLARUS - WARD 2,22,,
,GREEN - VILLAGE OF NEW GLARUS - WARD 3,99,,
,GREEN - VILLAGE OF NEW GLARUS - WARD 4,53,,
,GREEN LAKE - CITY OF BERLIN - WARD 1,105,,
,GREEN LAKE - CITY OF BERLIN - WARD 2,71,,
,GREEN LAKE - CITY OF BERLIN - WARD 3,47,,
,GREEN LAKE - CITY OF BERLIN - WARD 4,68,,
,GREEN LAKE - CITY OF BERLIN - WARD 5,86,,
,GREEN LAKE - CITY OF BERLIN - WARD 6,49,,
,GREEN LAKE - CITY OF GREEN LAKE - WARD 1,46,,
,GREEN LAKE - CITY OF GREEN LAKE - WARD 2,52,,
,GREEN LAKE - CITY OF GREEN LAKE - WARD 3,55,,
,GREEN LAKE - CITY OF MARKESAN - WARD 1,49,,
,GREEN LAKE - CITY OF MARKESAN - WARD 2,39,,
,GREEN LAKE - CITY OF MARKESAN - WARD 3,50,,
,GREEN LAKE - CITY OF PRINCETON - WARD 1,32,,
,GREEN LAKE - CITY OF PRINCETON - WARD 2,34,,
,GREEN LAKE - CITY OF PRINCETON - WARD 3,47,,
,GREEN LAKE - CITY OF PRINCETON - WARD 4,26,,
,GREEN LAKE - TOWN OF BERLIN - WARD 1,102,,
,GREEN LAKE - TOWN OF BERLIN - WARD 2,17,,
,GREEN LAKE - TOWN OF BERLIN - WARD 3,9,,
,GREEN LAKE - TOWN OF BROOKLYN - WARD 1,165,,
,GREEN LAKE - TOWN OF BROOKLYN - WARD 2,20,,
,GREEN LAKE - TOWN OF BROOKLYN - WARD 3,139,,
,GREEN LAKE - TOWN OF GREEN LAKE - WARD 1,135,,
,GREEN LAKE - TOWN OF KINGSTON - WARD 1,31,,
,GREEN LAKE - TOWN OF KINGSTON - WARD 2,10,,
,GREEN LAKE - TOWN OF MACKFORD - WARD 1,27,,
,GREEN LAKE - TOWN OF MANCHESTER - WARD 1,47,,
,GREEN LAKE - TOWN OF MARQUETTE - WARD 1,59,,
,GREEN LAKE - TOWN OF PRINCETON - WARD 1,136,,
,GREEN LAKE - TOWN OF PRINCETON - WARD 2,6,,
,GREEN LAKE - TOWN OF PRINCETON - WARD 3,37,,
,GREEN LAKE - TOWN OF PRINCETON - WARD 4,15,,
,GREEN LAKE - TOWN OF SENECA - WARD 1,37,,
,GREEN LAKE - TOWN OF ST. MARIE - WARD 1,22,,
,GREEN LAKE - TOWN OF ST. MARIE - WARD 2,3,,
,GREEN LAKE - VILLAGE OF KINGSTON - WARD 1,18,,
,GREEN LAKE - VILLAGE OF MARQUETTE - WARD 1,14,,
,IOWA - CITY OF DODGEVILLE - WARD 1,51,,
,IOWA - CITY OF DODGEVILLE - WARD 2,56,,
,IOWA - CITY OF DODGEVILLE - WARD 3,69,,
,IOWA - CITY OF DODGEVILLE - WARD 4,71,,
,IOWA - CITY OF DODGEVILLE - WARD 5,73,,
,IOWA - CITY OF DODGEVILLE - WARD 6,38,,
,IOWA - CITY OF DODGEVILLE - WARD 7,42,,
,IOWA - CITY OF DODGEVILLE - WARD 8,88,,
,IOWA - CITY OF DODGEVILLE - WARD 9,16,,
,IOWA - CITY OF MINERAL POINT - WARD 1,113,,
,IOWA - CITY OF MINERAL POINT - WARD 2,104,,
,IOWA - CITY OF MINERAL POINT - WARD 3,16,,
,IOWA - CITY OF MINERAL POINT - WARD 4,73,,
,IOWA - CITY OF MINERAL POINT - WARD 5,28,,
,IOWA - CITY OF MINERAL POINT - WARD 6,45,,
,IOWA - TOWN OF ARENA - WARD 1,21,,
,IOWA - TOWN OF ARENA - WARD 2,127,,
,IOWA - TOWN OF BRIGHAM - WARD 1,33,,
,IOWA - TOWN OF BRIGHAM - WARD 2,131,,
,IOWA - TOWN OF CLYDE - WARD 1,55,,
,IOWA - TOWN OF DODGEVILLE - WARD 1,107,,
,IOWA - TOWN OF DODGEVILLE - WARD 2,27,,
,IOWA - TOWN OF DODGEVILLE - WARD 3,121,,
,IOWA - TOWN OF DODGEVILLE - WARD 4,20,,
,IOWA - TOWN OF EDEN - WARD 1,50,,
,IOWA - TOWN OF HIGHLAND - WARD 1,18,,
,IOWA - TOWN OF HIGHLAND - WARD 2,57,,
,IOWA - TOWN OF LINDEN - WARD 1,35,,
,IOWA - TOWN OF LINDEN - WARD 2,6,,
,IOWA - TOWN OF LINDEN - WARD 3,25,,
,IOWA - TOWN OF MIFFLIN - WARD 1,36,,
,IOWA - TOWN OF MIFFLIN - WARD 2,3,,
,IOWA - TOWN OF MINERAL POINT - WARD 1,63,,
,IOWA - TOWN OF MINERAL POINT - WARD 2,48,,
,IOWA - TOWN OF MOSCOW - WARD 1,75,,
,IOWA - TOWN OF MOSCOW - WARD 2,17,,
,IOWA - TOWN OF PULASKI - WARD 1,29,,
,IOWA - TOWN OF RIDGEWAY - WARD 1,46,,
,IOWA - TOWN OF RIDGEWAY - WARD 2,20,,
,IOWA - TOWN OF WALDWICK - WARD 1,21,,
,IOWA - TOWN OF WALDWICK - WARD 2,21,,
,IOWA - TOWN OF WYOMING - WARD 1,24,,
,IOWA - TOWN OF WYOMING - WARD 2,50,,
,IOWA - VILLAGE OF ARENA - WARD 1,62,,
,IOWA - VILLAGE OF AVOCA - WARD 1,47,,
,IOWA - VILLAGE OF BARNEVELD - WARD 1,74,,
,IOWA - VILLAGE OF BARNEVELD - WARD 2,9,,
,IOWA - VILLAGE OF BLANCHARDVILLE - WARD 2,15,,
,IOWA - VILLAGE OF COBB - WARD 1,60,,
,IOWA - VILLAGE OF HIGHLAND - WARD 1,93,,
,IOWA - VILLAGE OF HOLLANDALE - WARD 1,27,,
,IOWA - VILLAGE OF LINDEN - WARD 1,25,1,
